Gene_num,Gene_name,NodeType
2068,WAS-Geno,Gene-Geno
2069,WDR24-Geno,Gene-Geno
2070,WDR59-Geno,Gene-Geno
2071,WIF1-Geno,Gene-Geno
2072,WNT1-Geno,Gene-Geno
2073,WNT10A-Geno,Gene-Geno
2074,WNT10B-Geno,Gene-Geno
2075,WNT11-Geno,Gene-Geno
2076,WNT16-Geno,Gene-Geno
2077,WNT2-Geno,Gene-Geno
2078,WNT2B-Geno,Gene-Geno
2079,WNT3-Geno,Gene-Geno
2080,WNT3A-Geno,Gene-Geno
2081,WNT4-Geno,Gene-Geno
2082,WNT5A-Geno,Gene-Geno
2083,WNT5B-Geno,Gene-Geno
2084,WNT6-Geno,Gene-Geno
2085,WNT7A-Geno,Gene-Geno
2086,WNT7B-Geno,Gene-Geno
2087,WNT8A-Geno,Gene-Geno
2088,WNT8B-Geno,Gene-Geno
2089,WNT9A-Geno,Gene-Geno
2090,WNT9B-Geno,Gene-Geno
2091,WTIP-Geno,Gene-Geno
2092,WWC1-Geno,Gene-Geno
2093,WWTR1-Geno,Gene-Geno
2094,XCL1-Geno,Gene-Geno
2095,XCL2-Geno,Gene-Geno
2096,XCR1-Geno,Gene-Geno
2097,XIAP-Geno,Gene-Geno
2098,YAP1-Geno,Gene-Geno
2099,YWHAB-Geno,Gene-Geno
2100,YWHAE-Geno,Gene-Geno
2101,YWHAG-Geno,Gene-Geno
2102,YWHAH-Geno,Gene-Geno
2103,YWHAQ-Geno,Gene-Geno
2104,YWHAZ-Geno,Gene-Geno
2105,ZAP70-Geno,Gene-Geno
2106,ZFYVE16-Geno,Gene-Geno
2107,ZFYVE9-Geno,Gene-Geno
2108,ZMAT3-Geno,Gene-Geno
2109,ZNF274-Geno,Gene-Geno
2110,ZNRF3-Geno,Gene-Geno
2111,ABL1-Tran,Gene-Tran
2112,ABL2-Tran,Gene-Tran
2113,ACAA1-Tran,Gene-Tran
2114,ACACA-Tran,Gene-Tran
2115,ACACB-Tran,Gene-Tran
2116,ACADL-Tran,Gene-Tran
2117,ACADM-Tran,Gene-Tran
2118,ACOX1-Tran,Gene-Tran
2119,ACOX2-Tran,Gene-Tran
2120,ACOX3-Tran,Gene-Tran
2121,ACSBG1-Tran,Gene-Tran
2122,ACSBG2-Tran,Gene-Tran
2123,ACSL1-Tran,Gene-Tran
2124,ACSL3-Tran,Gene-Tran
2125,ACSL4-Tran,Gene-Tran
2126,ACSL5-Tran,Gene-Tran
2127,ACSL6-Tran,Gene-Tran
2128,ACTA2-Tran,Gene-Tran
2129,ACTB-Tran,Gene-Tran
2130,ACTG1-Tran,Gene-Tran
2131,ACVR1-Tran,Gene-Tran
2132,ACVR1B-Tran,Gene-Tran
2133,ACVR1C-Tran,Gene-Tran
2134,ACVR2A-Tran,Gene-Tran
2135,ACVR2B-Tran,Gene-Tran
2136,ADAM17-Tran,Gene-Tran
2137,ADCY1-Tran,Gene-Tran
2138,ADCY10-Tran,Gene-Tran
2139,ADCY2-Tran,Gene-Tran
2140,ADCY3-Tran,Gene-Tran
2141,ADCY4-Tran,Gene-Tran
2142,ADCY5-Tran,Gene-Tran
2143,ADCY6-Tran,Gene-Tran
2144,ADCY7-Tran,Gene-Tran
2145,ADCY8-Tran,Gene-Tran
2146,ADCY9-Tran,Gene-Tran
2147,ADCYAP1-Tran,Gene-Tran
2148,ADCYAP1R1-Tran,Gene-Tran
2149,ADGRB1-Tran,Gene-Tran
2150,ADIPOQ-Tran,Gene-Tran
2151,ADIPOR1-Tran,Gene-Tran
2152,ADIPOR2-Tran,Gene-Tran
2153,ADORA1-Tran,Gene-Tran
2154,ADORA2A-Tran,Gene-Tran
2155,ADORA2B-Tran,Gene-Tran
2156,ADORA3-Tran,Gene-Tran
2157,ADRA1A-Tran,Gene-Tran
2158,ADRA1B-Tran,Gene-Tran
2159,ADRA1D-Tran,Gene-Tran
2160,ADRA2A-Tran,Gene-Tran
2161,ADRA2B-Tran,Gene-Tran
2162,ADRA2C-Tran,Gene-Tran
2163,ADRB1-Tran,Gene-Tran
2164,ADRB2-Tran,Gene-Tran
2165,ADRB3-Tran,Gene-Tran
2166,AFDN-Tran,Gene-Tran
2167,AFP-Tran,Gene-Tran
2168,AGAP2-Tran,Gene-Tran
2169,AGER-Tran,Gene-Tran
2170,AGRP-Tran,Gene-Tran
2171,AGT-Tran,Gene-Tran
2172,AGTR1-Tran,Gene-Tran
2173,AIFM2-Tran,Gene-Tran
2174,AIM2-Tran,Gene-Tran
2175,AJUBA-Tran,Gene-Tran
2176,AKT1-Tran,Gene-Tran
2177,AKT1S1-Tran,Gene-Tran
2178,AKT2-Tran,Gene-Tran
2179,AKT3-Tran,Gene-Tran
2180,ALDOA-Tran,Gene-Tran
2181,ALDOB-Tran,Gene-Tran
2182,ALDOC-Tran,Gene-Tran
2183,AMH-Tran,Gene-Tran
2184,AMHR2-Tran,Gene-Tran
2185,AMOT-Tran,Gene-Tran
2186,ANAPC5-Tran,Gene-Tran
2187,ANGPT1-Tran,Gene-Tran
2188,ANGPT2-Tran,Gene-Tran
2189,ANGPT4-Tran,Gene-Tran
2190,ANGPTL4-Tran,Gene-Tran
2191,AOX1-Tran,Gene-Tran
2192,APAF1-Tran,Gene-Tran
2193,APBB1IP-Tran,Gene-Tran
2194,APC-Tran,Gene-Tran
2195,APC2-Tran,Gene-Tran
2196,APH1A-Tran,Gene-Tran
2197,APH1B-Tran,Gene-Tran
2198,APLN-Tran,Gene-Tran
2199,APLNR-Tran,Gene-Tran
2200,APOA1-Tran,Gene-Tran
2201,APOA2-Tran,Gene-Tran
2202,APOA5-Tran,Gene-Tran
2203,APOC3-Tran,Gene-Tran
2204,AQP7-Tran,Gene-Tran
2205,ARAF-Tran,Gene-Tran
2206,ARAP3-Tran,Gene-Tran
2207,AREG-Tran,Gene-Tran
2208,ARF1-Tran,Gene-Tran
2209,ARF6-Tran,Gene-Tran
2210,ARHGDIA-Tran,Gene-Tran
2211,ARHGDIB-Tran,Gene-Tran
2212,ARHGDIG-Tran,Gene-Tran
2213,ARHGEF12-Tran,Gene-Tran
2214,ARNT-Tran,Gene-Tran
2215,ARRB1-Tran,Gene-Tran
2216,ARRB2-Tran,Gene-Tran
2217,ASPH-Tran,Gene-Tran
2218,ATF2-Tran,Gene-Tran
2219,ATF4-Tran,Gene-Tran
2220,ATF6B-Tran,Gene-Tran
2221,ATG12-Tran,Gene-Tran
2222,ATG16L1-Tran,Gene-Tran
2223,ATG5-Tran,Gene-Tran
2224,ATM-Tran,Gene-Tran
2225,ATP1A1-Tran,Gene-Tran
2226,ATP1A2-Tran,Gene-Tran
2227,ATP1A3-Tran,Gene-Tran
2228,ATP1A4-Tran,Gene-Tran
2229,ATP1B1-Tran,Gene-Tran
2230,ATP1B2-Tran,Gene-Tran
2231,ATP1B3-Tran,Gene-Tran
2232,ATP1B4-Tran,Gene-Tran
2233,ATP2A1-Tran,Gene-Tran
2234,ATP2A2-Tran,Gene-Tran
2235,ATP2A3-Tran,Gene-Tran
2236,ATP2B1-Tran,Gene-Tran
2237,ATP2B2-Tran,Gene-Tran
2238,ATP2B3-Tran,Gene-Tran
2239,ATP2B4-Tran,Gene-Tran
2240,ATP6V1A-Tran,Gene-Tran
2241,ATP6V1B1-Tran,Gene-Tran
2242,ATP6V1B2-Tran,Gene-Tran
2243,ATP6V1C1-Tran,Gene-Tran
2244,ATP6V1C2-Tran,Gene-Tran
2245,ATP6V1D-Tran,Gene-Tran
2246,ATP6V1E1-Tran,Gene-Tran
2247,ATP6V1E2-Tran,Gene-Tran
2248,ATP6V1F-Tran,Gene-Tran
2249,ATP6V1G1-Tran,Gene-Tran
2250,ATP6V1G2-Tran,Gene-Tran
2251,ATP6V1G3-Tran,Gene-Tran
2252,ATP6V1H-Tran,Gene-Tran
2253,ATR-Tran,Gene-Tran
2254,ATXN1-Tran,Gene-Tran
2255,ATXN1L-Tran,Gene-Tran
2256,AVP-Tran,Gene-Tran
2257,AVPR1A-Tran,Gene-Tran
2258,AVPR1B-Tran,Gene-Tran
2259,AVPR2-Tran,Gene-Tran
2260,AXIN1-Tran,Gene-Tran
2261,AXIN2-Tran,Gene-Tran
2262,AZI2-Tran,Gene-Tran
2263,BAD-Tran,Gene-Tran
2264,BAG4-Tran,Gene-Tran
2265,BAMBI-Tran,Gene-Tran
2266,BAX-Tran,Gene-Tran
2267,BBC3-Tran,Gene-Tran
2268,BCAR1-Tran,Gene-Tran
2269,BCL10-Tran,Gene-Tran
2270,BCL2-Tran,Gene-Tran
2271,BCL2A1-Tran,Gene-Tran
2272,BCL2L1-Tran,Gene-Tran
2273,BCL2L11-Tran,Gene-Tran
2274,BCL3-Tran,Gene-Tran
2275,BCL6-Tran,Gene-Tran
2276,BDKRB1-Tran,Gene-Tran
2277,BDKRB2-Tran,Gene-Tran
2278,BDNF-Tran,Gene-Tran
2279,BECN1-Tran,Gene-Tran
2280,BECN2-Tran,Gene-Tran
2281,BEX3-Tran,Gene-Tran
2282,BID-Tran,Gene-Tran
2283,BIRC2-Tran,Gene-Tran
2284,BIRC3-Tran,Gene-Tran
2285,BIRC5-Tran,Gene-Tran
2286,BLNK-Tran,Gene-Tran
2287,BMP2-Tran,Gene-Tran
2288,BMP4-Tran,Gene-Tran
2289,BMP5-Tran,Gene-Tran
2290,BMP6-Tran,Gene-Tran
2291,BMP7-Tran,Gene-Tran
2292,BMP8A-Tran,Gene-Tran
2293,BMP8B-Tran,Gene-Tran
2294,BMPR1A-Tran,Gene-Tran
2295,BMPR1B-Tran,Gene-Tran
2296,BMPR2-Tran,Gene-Tran
2297,BNIP3-Tran,Gene-Tran
2298,BOC-Tran,Gene-Tran
2299,BORCS8-MEF2B-Tran,Gene-Tran
2300,BRAF-Tran,Gene-Tran
2301,BRAP-Tran,Gene-Tran
2302,BRCA1-Tran,Gene-Tran
2303,BRCC3-Tran,Gene-Tran
2304,BTC-Tran,Gene-Tran
2305,BTK-Tran,Gene-Tran
2306,BTRC-Tran,Gene-Tran
2307,BUB1B-PAK6-Tran,Gene-Tran
2308,CAB39-Tran,Gene-Tran
2309,CAB39L-Tran,Gene-Tran
2310,CACNA1C-Tran,Gene-Tran
2311,CACNA1D-Tran,Gene-Tran
2312,CACNA1F-Tran,Gene-Tran
2313,CACNA1S-Tran,Gene-Tran
2314,CACNA2D1-Tran,Gene-Tran
2315,CACNA2D2-Tran,Gene-Tran
2316,CACNA2D3-Tran,Gene-Tran
2317,CACNA2D4-Tran,Gene-Tran
2318,CACNB1-Tran,Gene-Tran
2319,CACNB2-Tran,Gene-Tran
2320,CACNB3-Tran,Gene-Tran
2321,CACNB4-Tran,Gene-Tran
2322,CACNG1-Tran,Gene-Tran
2323,CACNG2-Tran,Gene-Tran
2324,CACNG3-Tran,Gene-Tran
2325,CACNG4-Tran,Gene-Tran
2326,CACNG5-Tran,Gene-Tran
2327,CACNG6-Tran,Gene-Tran
2328,CACNG7-Tran,Gene-Tran
2329,CACNG8-Tran,Gene-Tran
2330,CACYBP-Tran,Gene-Tran
2331,CALM1-Tran,Gene-Tran
2332,CALM2-Tran,Gene-Tran
2333,CALM3-Tran,Gene-Tran
2334,CALML3-Tran,Gene-Tran
2335,CALML4-Tran,Gene-Tran
2336,CALML5-Tran,Gene-Tran
2337,CALML6-Tran,Gene-Tran
2338,CAMK1-Tran,Gene-Tran
2339,CAMK1D-Tran,Gene-Tran
2340,CAMK1G-Tran,Gene-Tran
2341,CAMK2A-Tran,Gene-Tran
2342,CAMK2B-Tran,Gene-Tran
2343,CAMK2D-Tran,Gene-Tran
2344,CAMK2G-Tran,Gene-Tran
2345,CAMK4-Tran,Gene-Tran
2346,CAMKK2-Tran,Gene-Tran
2347,CAMP-Tran,Gene-Tran
2348,CARD10-Tran,Gene-Tran
2349,CARD11-Tran,Gene-Tran
2350,CARD14-Tran,Gene-Tran
2351,CARD16-Tran,Gene-Tran
2352,CARD17-Tran,Gene-Tran
2353,CARD18-Tran,Gene-Tran
2354,CARD6-Tran,Gene-Tran
2355,CARD8-Tran,Gene-Tran
2356,CARD9-Tran,Gene-Tran
2357,CASP1-Tran,Gene-Tran
2358,CASP10-Tran,Gene-Tran
2359,CASP12-Tran,Gene-Tran
2360,CASP3-Tran,Gene-Tran
2361,CASP4-Tran,Gene-Tran
2362,CASP5-Tran,Gene-Tran
2363,CASP7-Tran,Gene-Tran
2364,CASP8-Tran,Gene-Tran
2365,CASP9-Tran,Gene-Tran
2366,CASQ1-Tran,Gene-Tran
2367,CASQ2-Tran,Gene-Tran
2368,CASR-Tran,Gene-Tran
2369,CASTOR1-Tran,Gene-Tran
2370,CASTOR2-Tran,Gene-Tran
2371,CAT-Tran,Gene-Tran
2372,CBL-Tran,Gene-Tran
2373,CBLB-Tran,Gene-Tran
2374,CCKAR-Tran,Gene-Tran
2375,CCKBR-Tran,Gene-Tran
2376,CCL1-Tran,Gene-Tran
2377,CCL11-Tran,Gene-Tran
2378,CCL13-Tran,Gene-Tran
2379,CCL14-Tran,Gene-Tran
2380,CCL15-Tran,Gene-Tran
2381,CCL16-Tran,Gene-Tran
2382,CCL17-Tran,Gene-Tran
2383,CCL18-Tran,Gene-Tran
2384,CCL19-Tran,Gene-Tran
2385,CCL2-Tran,Gene-Tran
2386,CCL20-Tran,Gene-Tran
2387,CCL21-Tran,Gene-Tran
2388,CCL22-Tran,Gene-Tran
2389,CCL23-Tran,Gene-Tran
2390,CCL24-Tran,Gene-Tran
2391,CCL25-Tran,Gene-Tran
2392,CCL26-Tran,Gene-Tran
2393,CCL27-Tran,Gene-Tran
2394,CCL28-Tran,Gene-Tran
2395,CCL3-Tran,Gene-Tran
2396,CCL3L1-Tran,Gene-Tran
2397,CCL3L3-Tran,Gene-Tran
2398,CCL4-Tran,Gene-Tran
2399,CCL4L1-Tran,Gene-Tran
2400,CCL4L2-Tran,Gene-Tran
2401,CCL5-Tran,Gene-Tran
2402,CCL7-Tran,Gene-Tran
2403,CCL8-Tran,Gene-Tran
2404,CCN2-Tran,Gene-Tran
2405,CCNA1-Tran,Gene-Tran
2406,CCNA2-Tran,Gene-Tran
2407,CCNB1-Tran,Gene-Tran
2408,CCNB2-Tran,Gene-Tran
2409,CCNB3-Tran,Gene-Tran
2410,CCND1-Tran,Gene-Tran
2411,CCND2-Tran,Gene-Tran
2412,CCND3-Tran,Gene-Tran
2413,CCNE1-Tran,Gene-Tran
2414,CCNE2-Tran,Gene-Tran
2415,CCNG1-Tran,Gene-Tran
2416,CCNG2-Tran,Gene-Tran
2417,CCR1-Tran,Gene-Tran
2418,CCR10-Tran,Gene-Tran
2419,CCR2-Tran,Gene-Tran
2420,CCR3-Tran,Gene-Tran
2421,CCR4-Tran,Gene-Tran
2422,CCR5-Tran,Gene-Tran
2423,CCR6-Tran,Gene-Tran
2424,CCR7-Tran,Gene-Tran
2425,CCR8-Tran,Gene-Tran
2426,CCR9-Tran,Gene-Tran
2427,CD14-Tran,Gene-Tran
2428,CD19-Tran,Gene-Tran
2429,CD209-Tran,Gene-Tran
2430,CD22-Tran,Gene-Tran
2431,CD247-Tran,Gene-Tran
2432,CD28-Tran,Gene-Tran
2433,CD36-Tran,Gene-Tran
2434,CD38-Tran,Gene-Tran
2435,CD3E-Tran,Gene-Tran
2436,CD4-Tran,Gene-Tran
2437,CD40-Tran,Gene-Tran
2438,CD40LG-Tran,Gene-Tran
2439,CD72-Tran,Gene-Tran
2440,CD79A-Tran,Gene-Tran
2441,CD79B-Tran,Gene-Tran
2442,CD80-Tran,Gene-Tran
2443,CD82-Tran,Gene-Tran
2444,CD86-Tran,Gene-Tran
2445,CD8A-Tran,Gene-Tran
2446,CD8B-Tran,Gene-Tran
2447,CD8B2-Tran,Gene-Tran
2448,CDC25B-Tran,Gene-Tran
2449,CDC37-Tran,Gene-Tran
2450,CDC42-Tran,Gene-Tran
2451,CDH1-Tran,Gene-Tran
2452,CDK1-Tran,Gene-Tran
2453,CDK2-Tran,Gene-Tran
2454,CDK4-Tran,Gene-Tran
2455,CDK6-Tran,Gene-Tran
2456,CDKN1A-Tran,Gene-Tran
2457,CDKN1B-Tran,Gene-Tran
2458,CDKN2A-Tran,Gene-Tran
2459,CDKN2B-Tran,Gene-Tran
2460,CDKN2D-Tran,Gene-Tran
2461,CDON-Tran,Gene-Tran
2462,CEBPB-Tran,Gene-Tran
2463,CER1-Tran,Gene-Tran
2464,CFLAR-Tran,Gene-Tran
2465,CFTR-Tran,Gene-Tran
2466,CGA-Tran,Gene-Tran
2467,CHAD-Tran,Gene-Tran
2468,CHD8-Tran,Gene-Tran
2469,CHEK1-Tran,Gene-Tran
2470,CHEK2-Tran,Gene-Tran
2471,CHRD-Tran,Gene-Tran
2472,CHRM1-Tran,Gene-Tran
2473,CHRM2-Tran,Gene-Tran
2474,CHRM3-Tran,Gene-Tran
2475,CHRM5-Tran,Gene-Tran
2476,CHUK-Tran,Gene-Tran
2477,CIR1-Tran,Gene-Tran
2478,CISH-Tran,Gene-Tran
2479,CLEC1B-Tran,Gene-Tran
2480,CLEC4D-Tran,Gene-Tran
2481,CLEC4E-Tran,Gene-Tran
2482,CLEC4M-Tran,Gene-Tran
2483,CLEC6A-Tran,Gene-Tran
2484,CLEC7A-Tran,Gene-Tran
2485,CLIP1-Tran,Gene-Tran
2486,CNR1-Tran,Gene-Tran
2487,CNTF-Tran,Gene-Tran
2488,CNTFR-Tran,Gene-Tran
2489,COL1A1-Tran,Gene-Tran
2490,COL1A2-Tran,Gene-Tran
2491,COL2A1-Tran,Gene-Tran
2492,COL3A1-Tran,Gene-Tran
2493,COL4A1-Tran,Gene-Tran
2494,COL4A2-Tran,Gene-Tran
2495,COL4A3-Tran,Gene-Tran
2496,COL4A4-Tran,Gene-Tran
2497,COL4A5-Tran,Gene-Tran
2498,COL4A6-Tran,Gene-Tran
2499,COL6A1-Tran,Gene-Tran
2500,COL6A2-Tran,Gene-Tran
2501,COL6A3-Tran,Gene-Tran
2502,COL6A5-Tran,Gene-Tran
2503,COL6A6-Tran,Gene-Tran
2504,COL9A1-Tran,Gene-Tran
2505,COL9A2-Tran,Gene-Tran
2506,COL9A3-Tran,Gene-Tran
2507,COMP-Tran,Gene-Tran
2508,COP1-Tran,Gene-Tran
2509,CPT1A-Tran,Gene-Tran
2510,CPT1B-Tran,Gene-Tran
2511,CPT1C-Tran,Gene-Tran
2512,CPT2-Tran,Gene-Tran
2513,CREB1-Tran,Gene-Tran
2514,CREB3-Tran,Gene-Tran
2515,CREB3L1-Tran,Gene-Tran
2516,CREB3L2-Tran,Gene-Tran
2517,CREB3L3-Tran,Gene-Tran
2518,CREB3L4-Tran,Gene-Tran
2519,CREB5-Tran,Gene-Tran
2520,CREBBP-Tran,Gene-Tran
2521,CRK-Tran,Gene-Tran
2522,CRKL-Tran,Gene-Tran
2523,CRLF2-Tran,Gene-Tran
2524,CRTC2-Tran,Gene-Tran
2525,CSF1-Tran,Gene-Tran
2526,CSF1R-Tran,Gene-Tran
2527,CSF2-Tran,Gene-Tran
2528,CSF2RA-Tran,Gene-Tran
2529,CSF2RB-Tran,Gene-Tran
2530,CSF3-Tran,Gene-Tran
2531,CSF3R-Tran,Gene-Tran
2532,CSH1-Tran,Gene-Tran
2533,CSH2-Tran,Gene-Tran
2534,CSN2-Tran,Gene-Tran
2535,CSNK1A1-Tran,Gene-Tran
2536,CSNK1A1L-Tran,Gene-Tran
2537,CSNK1D-Tran,Gene-Tran
2538,CSNK1E-Tran,Gene-Tran
2539,CSNK1G1-Tran,Gene-Tran
2540,CSNK1G2-Tran,Gene-Tran
2541,CSNK1G3-Tran,Gene-Tran
2542,CSNK2A1-Tran,Gene-Tran
2543,CSNK2A2-Tran,Gene-Tran
2544,CSNK2A3-Tran,Gene-Tran
2545,CSNK2B-Tran,Gene-Tran
2546,CTBP1-Tran,Gene-Tran
2547,CTBP2-Tran,Gene-Tran
2548,CTF1-Tran,Gene-Tran
2549,CTLA4-Tran,Gene-Tran
2550,CTNNA1-Tran,Gene-Tran
2551,CTNNA2-Tran,Gene-Tran
2552,CTNNA3-Tran,Gene-Tran
2553,CTNNB1-Tran,Gene-Tran
2554,CTNNBIP1-Tran,Gene-Tran
2555,CTNND1-Tran,Gene-Tran
2556,CTNND2-Tran,Gene-Tran
2557,CTSB-Tran,Gene-Tran
2558,CTSD-Tran,Gene-Tran
2559,CUL1-Tran,Gene-Tran
2560,CUL3-Tran,Gene-Tran
2561,CX3CL1-Tran,Gene-Tran
2562,CX3CR1-Tran,Gene-Tran
2563,CXCL1-Tran,Gene-Tran
2564,CXCL10-Tran,Gene-Tran
2565,CXCL11-Tran,Gene-Tran
2566,CXCL12-Tran,Gene-Tran
2567,CXCL13-Tran,Gene-Tran
2568,CXCL14-Tran,Gene-Tran
2569,CXCL16-Tran,Gene-Tran
2570,CXCL2-Tran,Gene-Tran
2571,CXCL3-Tran,Gene-Tran
2572,CXCL5-Tran,Gene-Tran
2573,CXCL6-Tran,Gene-Tran
2574,CXCL8-Tran,Gene-Tran
2575,CXCL9-Tran,Gene-Tran
2576,CXCR1-Tran,Gene-Tran
2577,CXCR2-Tran,Gene-Tran
2578,CXCR3-Tran,Gene-Tran
2579,CXCR4-Tran,Gene-Tran
2580,CXCR5-Tran,Gene-Tran
2581,CXCR6-Tran,Gene-Tran
2582,CXXC4-Tran,Gene-Tran
2583,CYBA-Tran,Gene-Tran
2584,CYBB-Tran,Gene-Tran
2585,CYCS-Tran,Gene-Tran
2586,CYLD-Tran,Gene-Tran
2587,CYP17A1-Tran,Gene-Tran
2588,CYP27A1-Tran,Gene-Tran
2589,CYP7A1-Tran,Gene-Tran
2590,CYP8B1-Tran,Gene-Tran
2591,CYSLTR1-Tran,Gene-Tran
2592,CYSLTR2-Tran,Gene-Tran
2593,CYTH1-Tran,Gene-Tran
2594,CYTH2-Tran,Gene-Tran
2595,CYTH3-Tran,Gene-Tran
2596,CYTH4-Tran,Gene-Tran
2597,DAAM1-Tran,Gene-Tran
2598,DAAM2-Tran,Gene-Tran
2599,DAB2IP-Tran,Gene-Tran
2600,DAPP1-Tran,Gene-Tran
2601,DAXX-Tran,Gene-Tran
2602,DBI-Tran,Gene-Tran
2603,DCHS1-Tran,Gene-Tran
2604,DCHS2-Tran,Gene-Tran
2605,DCN-Tran,Gene-Tran
2606,DDB2-Tran,Gene-Tran
2607,DDIT3-Tran,Gene-Tran
2608,DDIT4-Tran,Gene-Tran
2609,DDX3X-Tran,Gene-Tran
2610,DDX58-Tran,Gene-Tran
2611,DEFB4A-Tran,Gene-Tran
2612,DEFB4B-Tran,Gene-Tran
2613,DEPDC5-Tran,Gene-Tran
2614,DEPTOR-Tran,Gene-Tran
2615,DHH-Tran,Gene-Tran
2616,DHX33-Tran,Gene-Tran
2617,DHX58-Tran,Gene-Tran
2618,DIAPH1-Tran,Gene-Tran
2619,DISP1-Tran,Gene-Tran
2620,DKK1-Tran,Gene-Tran
2621,DKK2-Tran,Gene-Tran
2622,DKK4-Tran,Gene-Tran
2623,DLG1-Tran,Gene-Tran
2624,DLG2-Tran,Gene-Tran
2625,DLG3-Tran,Gene-Tran
2626,DLG4-Tran,Gene-Tran
2627,DLG5-Tran,Gene-Tran
2628,DLL1-Tran,Gene-Tran
2629,DLL3-Tran,Gene-Tran
2630,DLL4-Tran,Gene-Tran
2631,DNM1L-Tran,Gene-Tran
2632,DOCK2-Tran,Gene-Tran
2633,DOCK4-Tran,Gene-Tran
2634,DRD1-Tran,Gene-Tran
2635,DRD2-Tran,Gene-Tran
2636,DRD5-Tran,Gene-Tran
2637,DTX1-Tran,Gene-Tran
2638,DTX2-Tran,Gene-Tran
2639,DTX3-Tran,Gene-Tran
2640,DTX3L-Tran,Gene-Tran
2641,DTX4-Tran,Gene-Tran
2642,DUSP1-Tran,Gene-Tran
2643,DUSP10-Tran,Gene-Tran
2644,DUSP16-Tran,Gene-Tran
2645,DUSP2-Tran,Gene-Tran
2646,DUSP3-Tran,Gene-Tran
2647,DUSP4-Tran,Gene-Tran
2648,DUSP5-Tran,Gene-Tran
2649,DUSP6-Tran,Gene-Tran
2650,DUSP7-Tran,Gene-Tran
2651,DUSP8-Tran,Gene-Tran
2652,DUSP9-Tran,Gene-Tran
2653,DVL1-Tran,Gene-Tran
2654,DVL2-Tran,Gene-Tran
2655,DVL3-Tran,Gene-Tran
2656,E2F4-Tran,Gene-Tran
2657,E2F5-Tran,Gene-Tran
2658,EBAG9-Tran,Gene-Tran
2659,ECSIT-Tran,Gene-Tran
2660,EDA-Tran,Gene-Tran
2661,EDA2R-Tran,Gene-Tran
2662,EDAR-Tran,Gene-Tran
2663,EDARADD-Tran,Gene-Tran
2664,EDN1-Tran,Gene-Tran
2665,EDN2-Tran,Gene-Tran
2666,EDN3-Tran,Gene-Tran
2667,EDNRA-Tran,Gene-Tran
2668,EDNRB-Tran,Gene-Tran
2669,EEF2-Tran,Gene-Tran
2670,EEF2K-Tran,Gene-Tran
2671,EFCAB7-Tran,Gene-Tran
2672,EFNA1-Tran,Gene-Tran
2673,EFNA2-Tran,Gene-Tran
2674,EFNA3-Tran,Gene-Tran
2675,EFNA4-Tran,Gene-Tran
2676,EFNA5-Tran,Gene-Tran
2677,EGF-Tran,Gene-Tran
2678,EGFR-Tran,Gene-Tran
2679,EGLN1-Tran,Gene-Tran
2680,EGLN2-Tran,Gene-Tran
2681,EGLN3-Tran,Gene-Tran
2682,EGR1-Tran,Gene-Tran
2683,EGR2-Tran,Gene-Tran
2684,EGR3-Tran,Gene-Tran
2685,EHHADH-Tran,Gene-Tran
2686,EI24-Tran,Gene-Tran
2687,EIF4B-Tran,Gene-Tran
2688,EIF4E-Tran,Gene-Tran
2689,EIF4E1B-Tran,Gene-Tran
2690,EIF4E2-Tran,Gene-Tran
2691,EIF4EBP1-Tran,Gene-Tran
2692,ELAVL1-Tran,Gene-Tran
2693,ELF5-Tran,Gene-Tran
2694,ELK1-Tran,Gene-Tran
2695,ELK4-Tran,Gene-Tran
2696,ELMO1-Tran,Gene-Tran
2697,ELOB-Tran,Gene-Tran
2698,ELOC-Tran,Gene-Tran
2699,ENAH-Tran,Gene-Tran
2700,ENO1-Tran,Gene-Tran
2701,ENO2-Tran,Gene-Tran
2702,ENO3-Tran,Gene-Tran
2703,ENO4-Tran,Gene-Tran
2704,EP300-Tran,Gene-Tran
2705,EPHA2-Tran,Gene-Tran
2706,EPO-Tran,Gene-Tran
2707,EPOR-Tran,Gene-Tran
2708,ERBB2-Tran,Gene-Tran
2709,ERBB3-Tran,Gene-Tran
2710,ERBB4-Tran,Gene-Tran
2711,ERBIN-Tran,Gene-Tran
2712,EREG-Tran,Gene-Tran
2713,ESR1-Tran,Gene-Tran
2714,ESR2-Tran,Gene-Tran
2715,ESRRB-Tran,Gene-Tran
2716,ETS1-Tran,Gene-Tran
2717,ETS2-Tran,Gene-Tran
2718,EVC-Tran,Gene-Tran
2719,EVC2-Tran,Gene-Tran
2720,EVL-Tran,Gene-Tran
2721,EXOC2-Tran,Gene-Tran
2722,EXOC7-Tran,Gene-Tran
2723,F2-Tran,Gene-Tran
2724,F2R-Tran,Gene-Tran
2725,F2RL3-Tran,Gene-Tran
2726,F3-Tran,Gene-Tran
2727,FABP1-Tran,Gene-Tran
2728,FABP3-Tran,Gene-Tran
2729,FABP4-Tran,Gene-Tran
2730,FADD-Tran,Gene-Tran
2731,FADS2-Tran,Gene-Tran
2732,FARP2-Tran,Gene-Tran
2733,FAS-Tran,Gene-Tran
2734,FASLG-Tran,Gene-Tran
2735,FASN-Tran,Gene-Tran
2736,FAT4-Tran,Gene-Tran
2737,FBP1-Tran,Gene-Tran
2738,FBP2-Tran,Gene-Tran
2739,FBXO25-Tran,Gene-Tran
