gene_name,TCGA-AF-2690-01,TCGA-AF-6136-01,TCGA-AF-6655-01,TCGA-AF-6672-01,TCGA-AF-A56N-01,TCGA-AG-3591-01,TCGA-AG-3725-01,TCGA-AG-3731-01,TCGA-AG-3742-01,TCGA-AG-4021-01,TCGA-AG-4022-01,TCGA-AH-6544-01,TCGA-AH-6547-01,TCGA-AH-6643-01,TCGA-AH-6644-01,TCGA-AH-6897-01,TCGA-CI-6621-01,TCGA-CL-5918-01,TCGA-DC-4745-01,TCGA-DC-4749-01,TCGA-DC-5337-01,TCGA-DC-5869-01,TCGA-DC-6155-01,TCGA-DC-6157-01,TCGA-DC-6158-01,TCGA-DC-6160-01,TCGA-DC-6681-01,TCGA-DC-6682-01,TCGA-DC-6683-01,TCGA-DT-5265-01,TCGA-DY-A0XA-01,TCGA-DY-A1DC-01,TCGA-DY-A1DD-01,TCGA-DY-A1DF-01,TCGA-DY-A1DG-01,TCGA-DY-A1H8-01,TCGA-EF-5830-01,TCGA-EI-6506-01,TCGA-EI-6507-01,TCGA-EI-6508-01,TCGA-EI-6509-01,TCGA-EI-6510-01,TCGA-EI-6511-01,TCGA-EI-6512-01,TCGA-EI-6513-01,TCGA-EI-6514-01,TCGA-EI-6881-01,TCGA-EI-6882-01,TCGA-EI-6884-01,TCGA-EI-6885-01,TCGA-EI-6917-01,TCGA-F5-6464-01,TCGA-F5-6465-01,TCGA-F5-6571-01,TCGA-F5-6702-01,TCGA-F5-6811-01,TCGA-F5-6812-01,TCGA-F5-6813-01,TCGA-F5-6861-01,TCGA-F5-6863-01,TCGA-F5-6864-01,TCGA-G5-6641-01
RRAGA,6.2313,5.7366,6.3491,5.3104,5.3758,5.1494,5.9928,5.2075,5.3882,5.142,5.3671,5.0233,5.3352,5.671,5.9151,5.2095,5.3944,4.8987,6.5896,5.2601,5.3692,5.7682,3.3591,5.797,5.0282,5.0704,5.6631,5.7753,5.406,5.6996,5.447,5.284,4.5405,3.8983,4.8987,5.281,5.0867,5.1724,5.0747,5.569,4.991,5.1301,5.562,5.4387,5.444,5.0751,5.3136,5.1839,5.4634,5.2928,4.9556,5.7926,5.5629,5.1235,5.8133,5.6659,5.6407,6.19,6.2735,5.4327,5.7068,5.4604
RRAGB,3.7888,4.197,3.2205,3.1442,3.4674,2.7826,2.5112,2.3592,3.1797,3.0808,3.1749,2.6208,2.2842,3.1588,2.7139,2.5087,2.3135,2.685,3.2557,1.8484,2.8402,3.2796,0.4865,2.6325,3.0127,3.3421,2.4623,3.1426,2.8542,3.9089,3.66,2.3704,3.3177,2.0946,3.2405,3.3061,2.4412,2.4439,2.4883,2.3926,2.4883,2.328,1.4065,3.1179,2.874,2.9032,2.7422,1.0847,2.043,2.2268,3.0706,2.5536,2.7007,1.9749,2.5213,2.6715,2.6984,2.1013,2.2813,2.5163,3.0092,3.1062
RRAGC,3.6894,3.2313,3.6324,3.0619,2.8076,3.2973,3.2602,3.0859,3.5362,3.772,3.869,2.7007,3.6451,2.8994,3.6983,3.3856,3.0842,3.1685,3.5875,2.8321,3.9099,3.623,1.4011,3.6691,4.38,2.8974,3.2313,3.6916,3.74,3.7496,3.4384,2.982,3.3993,2.5313,3.2856,1.9749,3.0757,3.222,2.9655,3.4804,3.2988,2.7931,2.9243,3.5035,3.9459,3.5754,3.6066,3.6428,3.7762,3.3047,3.5694,3.9617,3.421,3.8621,3.8431,3.3911,3.9166,3.4358,3.4894,3.5682,3.2158,3.7625
RRAGD,2.2019,-0.394,-0.0877,-0.3566,-0.8084,0.547,-1.4699,1.1447,-0.7108,1.595,1.6045,-0.1345,1.3679,0.4447,0.7146,-1.7322,1.6649,-1.8314,-0.1031,-0.7108,-1.1172,-0.3022,-1.5105,0.8805,1.1706,0.8568,0.6332,1.9712,0.8164,1.5366,-0.6643,-0.5332,2.1047,-0.5543,2.0535,-1.8836,-0.6873,0.2522,1.3567,-0.8863,0.8327,-1.4699,1.8201,0.4016,1.3511,0.6239,0.1776,1.2085,0.9789,2.7444,2.0604,2.5683,0.6699,1.2085,1.7229,1.2455,1.7532,4.2266,-0.4521,1.0151,1.4756,1.0503
RRAS,6.0268,5.4591,4.8022,5.4797,6.0253,5.6212,5.8982,5.738,5.2342,5.4686,5.9006,5.7241,5.4748,5.6514,5.5085,5.5793,5.2392,5.5787,4.7312,6.7869,5.8245,5.5904,6.5571,5.4236,5.327,5.0379,6.244,4.7448,5.7661,6.7324,5.6767,6.152,6.1219,5.4964,6.8515,5.7118,5.1815,5.877,5.5252,5.9605,5.4196,5.2032,5.0943,5.5167,5.176,6.5121,5.6605,5.3858,5.5662,5.3632,5.1526,6.4681,5.7903,5.5512,5.7528,6.0052,6.7017,6.0768,5.6519,6.4678,6.1546,5.4512
RRAS2,4.4588,3.6646,3.8023,4.4297,3.927,5.09,4.3111,4.6422,4.1228,4.449,3.453,3.3661,4.3075,3.1924,3.0305,5.0597,4.7143,3.4304,1.8722,5.026,4.4156,5.405,2.1702,4.5754,4.4483,4.8856,4.0541,5.1543,3.5827,4.1078,5.0361,3.8147,3.5473,0.099,3.9213,3.6883,3.7582,4.0313,4.7377,4.4595,2.5561,4.1244,3.9108,3.8136,4.6023,2.2783,2.6019,4.6177,4.1836,3.9487,4.3751,2.6464,1.9564,2.4623,4.2943,5.0059,3.8167,3.4318,3.5312,3.6184,4.3342,4.6462
RRM2,4.2495,5.1603,5.7195,4.4115,6.3544,5.1478,5.061,5.6591,5.2165,5.9267,4.4542,5.7716,4.0858,4.6994,5.0255,6.711,5.8951,5.0841,6.849,6.1611,5.8329,5.9129,5.0365,5.9324,5.3155,6.6876,5.7642,5.9132,5.3982,4.2204,5.3544,5.4803,3.5766,3.9079,4.8802,5.1098,4.8002,6.0501,6.4043,5.9939,4.7127,6.0231,6.2546,6.6174,5.5961,4.6838,6.4446,6.4738,5.5255,4.9737,6.6532,4.5717,5.1392,3.6474,4.8846,4.352,4.0627,5.6514,6.3756,4.7225,4.5053,2.8117
RRM2B,3.1844,2.4908,2.6138,2.3816,2.362,2.5338,1.7009,3.8461,3.0723,2.7572,3.2313,2.2452,2.7117,2.8301,2.5087,2.5413,2.7594,3.0038,1.7532,2.6805,2.2019,3.6113,-0.2328,3.1344,3.7464,2.5707,2.5238,2.8341,3.6219,2.8321,2.8799,2.5213,2.5137,1.6604,1.8683,2.7183,2.5852,1.5709,3.0533,1.9601,2.0878,1.8879,2.7972,1.9822,2.7314,2.7763,2.0395,2.9413,2.9319,4.479,2.0776,2.6185,3.1971,3.1145,2.9839,3.1924,2.3366,1.8201,2.3222,2.4571,3.1523,2.9581
RSPO1,-1.4305,-2.2447,-2.7274,-3.6259,-5.0116,-3.816,-3.3076,-1.5105,-3.1714,-5.0116,-3.816,-4.035,-1.2481,-9.9658,-2.9324,-6.5064,-4.6082,-5.5735,-4.6082,-6.5064,-4.035,-4.6082,-9.9658,-6.5064,-3.6259,-4.2934,-1.2142,-6.5064,-6.5064,-5.0116,-3.816,-9.9658,-5.0116,-5.5735,-9.9658,-5.0116,-4.6082,-3.3076,-4.2934,-3.3076,-6.5064,-5.5735,-4.6082,-4.2934,-5.5735,-3.458,-6.5064,-4.2934,-1.8314,-4.2934,-3.816,-6.5064,-1.6394,-4.6082,-2.2447,-4.6082,-2.6349,-2.2447,-5.5735,-3.816,-2.2447,-5.5735
RSPO2,-0.4521,-0.7588,-4.035,-2.3147,-2.6349,-3.816,-2.114,-0.7834,-3.0469,-1.7322,-0.2159,-2.7274,-0.1504,-2.1779,-1.1811,-3.816,-4.6082,-2.7274,-2.3147,-3.816,-6.5064,-1.8314,-9.9658,-6.5064,-1.6394,-3.0469,0.9038,-3.3076,-1.8314,-2.1779,-9.9658,-2.5479,-4.6082,-1.7322,-9.9658,-9.9658,-4.2934,-3.816,-6.5064,-1.3921,-9.9658,-4.6082,-4.6082,-2.3147,-4.2934,-3.1714,-5.5735,-2.9324,-0.1504,-1.2142,-4.6082,0.5271,-0.9406,-1.3183,-0.5756,-0.8863,-0.2671,-1.9379,-1.5951,-0.5125,-1.8836,-9.9658
RSPO3,2.694,4.7788,1.614,-1.0262,-0.2845,-1.6394,-1.3921,2.6325,-0.8084,0.5568,1.642,-0.3383,1.8404,-0.8599,0.9862,-2.6349,-1.0559,-2.7274,-1.2481,-2.8262,-1.1488,1.1382,-1.8314,-0.6193,1.674,-3.816,1.9931,-1.5951,-0.4325,4.0515,-1.1172,-0.9686,-0.7346,-0.2671,-6.5064,-6.5064,-1.7322,-3.816,0.3115,-0.0425,-1.8314,-6.5064,-1.0559,-2.3884,-1.1488,-0.5756,-3.816,-1.7809,0.7493,0.8082,-1.3921,1.6187,1.934,0.7916,2.3953,1.9264,2.9747,0.9862,-0.5756,0.3115,1.8604,-2.3147
RSPO4,-5.0116,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-3.816,-9.9658,-1.7809,-5.0116,-6.5064,-3.458,-5.5735,-6.5064,-2.6349,0.9493,-5.5735,-4.035,-5.5735,-5.0116,-2.2447,-3.458,-0.8339,-9.9658,-1.7322,-5.0116,-5.0116,-9.9658,-5.0116,-6.5064,-5.5735,-2.114,-6.5064,-1.4305,-9.9658,-0.6193,-4.2934,-5.5735,-4.035,-3.458,-6.5064,-6.5064,-5.0116,3.2959,-4.2934,-2.4659,-9.9658,-5.0116,-0.0425,-5.5735,-5.5735,-4.035,-5.0116,-1.4305,-0.1345,-4.035,-9.9658,-5.5735,-5.0116,-6.5064,-6.5064
RUVBL1,5.2616,5.1871,5.9378,5.6343,5.6306,5.5457,5.5008,5.5485,5.7703,5.3903,4.5136,6.0968,4.3299,5.7509,5.3527,6.242,5.6741,5.4317,6.0993,5.8153,5.936,6.2813,5.3013,5.5571,5.5775,5.689,5.7099,5.8897,5.2499,4.7887,5.5466,6.6552,5.1437,4.1563,5.3067,4.9113,5.4845,4.9454,5.0304,5.6668,5.0054,5.6716,5.3122,5.085,5.8405,5.0505,5.6074,5.3002,5.4189,6.1355,5.7176,4.8253,4.8895,4.8724,4.7955,5.4983,4.7693,5.2285,5.7843,5.4686,5.0148,5.1974
RXFP1,-2.2447,-2.3884,-3.3076,-4.2934,-5.5735,-4.035,-4.035,-3.458,-4.2934,-4.035,-3.816,-3.816,-2.9324,-2.3147,-4.2934,-5.0116,-3.0469,-6.5064,-3.458,-6.5064,-2.7274,-2.1779,-4.035,-3.816,-4.6082,-4.035,-3.1714,-4.6082,-5.5735,-3.1714,-6.5064,-5.5735,-6.5064,-4.035,-5.0116,-9.9658,-4.035,-3.6259,-1.6394,-6.5064,-4.6082,-5.0116,-4.6082,-5.5735,-2.7274,-3.1714,-4.035,-2.4659,-2.6349,-2.6349,-0.3201,-1.4305,-3.6259,-3.1714,-1.5105,-2.5479,-2.5479,-2.9324,-4.2934,-4.035,-3.0469,-5.0116
RXFP2,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RXFP3,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.3076,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-4.035,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-6.5064,-9.9658,-3.816,-5.0116,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
RXFP4,-1.1811,1.7403,0.9862,1.5612,0.4761,-0.9406,0.2277,-0.394,0.7916,-0.4131,0.5271,0.2642,0.9568,-1.0862,-0.5332,-0.8339,-0.5125,-0.7834,0.4865,1.8683,-0.8084,0.7493,1.7053,1.1512,-0.9686,-0.5973,1.595,0.1776,2.6395,-0.5543,-0.4921,0.4233,0.5271,0.9568,1.8323,0.7233,0.2762,0.9038,-3.1714,0.8647,-1.3548,1.9111,-0.8599,0.0014,0.7146,-0.5125,-1.1172,0.1388,1.0915,2.1047,-1.1488,-0.4921,0.6145,-1.0862,0.8327,0.537,1.2636,2.7826,0.9493,1.5216,2.1766,-0.013
RXRA,3.9156,4.1506,4.3306,3.0961,3.5851,3.2174,4.7071,4.1392,4.5657,2.8542,3.8289,3.9185,3.8561,3.2466,4.2009,3.9374,3.6566,3.0163,4.5796,2.8974,3.7072,3.2435,3.5669,4.4516,3.8441,3.8269,4.4919,3.3393,3.8218,4.1852,4.001,3.5982,3.7846,4.842,3.325,2.9655,3.8228,4.6445,4.1692,4.2281,4.1962,3.5935,4.0884,4.4122,3.9552,3.3647,4.17,3.8827,4.504,3.9865,3.6474,4.1796,4.0541,4.7088,3.6543,3.1653,4.01,3.9645,4.4932,4.4006,4.2578,3.7867
RXRB,3.9118,4.427,4.2541,4.4906,4.1923,4.783,4.4855,4.3876,4.1044,3.8002,4.306,4.1178,4.0295,3.9774,4.0216,3.7656,4.5571,3.7561,3.9223,4.2781,3.7667,4.4842,3.9251,4.4216,4.2601,4.0427,3.9682,4.6023,3.7783,3.4102,4.3903,3.9774,4.4855,3.0706,4.6201,4.4243,4.1571,4.7356,4.7005,4.4122,4.1145,4.1828,3.2158,4.3002,4.0688,3.8739,4.2563,4.3513,4.314,4.3506,4.5874,3.6883,4.4745,4.47,4.2419,3.8837,3.9865,3.5706,4.0985,4.1604,4.6821,4.2173
RXRG,-2.3147,-9.9658,-3.458,-0.9971,-2.4659,-3.6259,-5.0116,-3.0469,-4.6082,-4.6082,-2.5479,-5.0116,-2.3884,-5.0116,-4.2934,-4.2934,-3.6259,-2.3147,-3.0469,-3.816,-6.5064,-4.2934,-2.9324,-4.6082,-6.5064,-4.6082,-3.1714,-4.2934,-3.6259,-3.458,-4.035,-3.816,-1.2142,-9.9658,-2.9324,-6.5064,-2.3147,-2.9324,-6.5064,-5.5735,-5.5735,-3.458,-3.0469,-4.6082,-0.3383,-3.816,-4.2934,-4.2934,-5.0116,-2.2447,-5.0116,-2.8262,-4.6082,-3.6259,-4.6082,-3.1714,-3.3076,-2.8262,-6.5064,-6.5064,-2.8262,-4.035
RYK,4.5723,4.6462,4.8714,5.2423,4.7253,5.1132,4.7555,4.7263,4.7581,4.9346,4.6171,4.6177,4.0278,4.7846,4.5547,4.6376,4.6747,4.3378,4.9031,4.864,4.66,5.4702,2.9488,4.975,4.9746,5.0661,4.4443,5.1148,4.8115,3.7656,4.7523,5.2126,4.1269,3.644,4.0748,4.0189,4.5066,4.5808,4.8475,4.7323,4.4364,4.837,4.2758,4.1153,4.8182,4.957,4.8837,4.865,4.5994,5.3078,4.5608,4.2304,4.5117,4.7882,4.5142,4.701,4.4958,4.423,4.4529,5.0423,4.7804,4.421
RYR1,-0.013,-2.7274,-3.3076,-3.3076,-2.1779,-5.5735,-3.816,-1.6394,-2.3884,-2.3147,-1.5951,-1.3548,-0.1993,-3.1714,-1.5522,-1.8314,0.0854,-6.5064,-1.8836,-5.0116,-9.9658,-6.5064,-2.7274,-0.4719,-0.7346,-0.6643,-1.4699,-6.5064,-1.0862,-1.8314,-1.0559,-6.5064,-1.8314,-5.0116,-1.9379,-3.3076,-5.0116,-1.5105,1.7489,-2.1779,-4.2934,-1.5522,-1.6394,-3.3076,0.346,-5.0116,-6.5064,-2.8262,-0.9971,1.8604,-1.7809,-0.5973,-1.2828,-1.1172,-2.1779,-5.5735,-2.0529,-1.685,-2.7274,-2.3884,-1.8314,-3.1714
RYR2,-0.5125,-2.1779,-3.0469,-3.1714,-0.8084,-4.6082,-3.458,-0.8599,-2.4659,1.3735,-1.3921,-4.6082,-2.114,-3.6259,-1.5105,-5.5735,-2.6349,-4.2934,-2.3147,-5.0116,-9.9658,-0.7834,-2.3884,-0.1665,-1.685,-3.458,-1.3548,-1.3921,-3.458,-0.1828,-0.7108,-2.8262,-0.3022,-1.1488,-9.9658,-5.0116,1.7053,-1.3183,-3.1714,-2.8262,-1.9942,-2.8262,-1.5522,-0.1031,1.1117,-1.0262,-3.6259,-3.3076,-1.9379,-0.9406,-3.0469,-0.5756,-1.685,-1.7322,-0.8339,-0.4719,-0.1031,-0.8863,-2.5479,0.1776,-0.3566,-5.0116
RYR3,-5.0116,-2.3884,-5.0116,-3.6259,-3.6259,-9.9658,-6.5064,-3.6259,-4.035,-5.5735,-2.3884,-5.0116,-2.5479,-6.5064,-3.6259,-6.5064,-3.1714,-6.5064,-6.5064,-5.5735,-6.5064,-3.816,-5.5735,-3.6259,-5.0116,-5.5735,-2.114,-5.0116,-3.1714,-2.3147,-3.458,-6.5064,-2.8262,-4.6082,-3.1714,-4.6082,-6.5064,-4.035,-5.5735,-3.816,-3.816,-5.5735,-4.035,-5.5735,-3.6259,-5.0116,-5.0116,-6.5064,-5.0116,-3.816,-3.458,-3.458,-2.114,-3.6259,-2.1779,-2.9324,-4.035,-5.0116,-2.114,-1.5951,-2.4659,-3.3076
S100A7,-1.2142,-3.0469,-3.3076,-2.6349,-0.5332,1.4859,-3.816,-9.9658,-9.9658,-0.5125,-9.9658,-9.9658,-9.9658,1.8404,-9.9658,2.8442,1.4547,0.058,-3.816,-0.2159,2.118,-0.6873,-1.8836,-9.9658,0.1257,2.3649,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.8863,-9.9658,-9.9658,0.1257,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,0.7407,1.9111,-3.816,0.7058,-3.816,0.099,-9.9658,-3.458,-1.7809,0.2154,-2.7274,-9.9658,-4.2934,0.1124,3.0602,-3.816,-9.9658,-9.9658,-3.0469,-2.0529,-1.7809
S100A7A,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
S100A8,6.3892,3.0825,4.3169,1.6604,2.3164,2.5536,0.4657,4.9331,3.1781,4.63,3.2343,0.7999,3.7083,5.0562,3.6148,1.1577,5.4159,4.1351,2.609,1.5612,3.8915,1.6093,3.9318,0.9935,4.2788,3.5621,1.766,1.1447,1.5316,3.8167,2.9319,1.1897,0.8883,1.5806,0.6332,2.1047,2.0638,3.6646,6.3432,1.0079,0.8246,1.0293,5.3527,3.6335,3.3605,2.1957,4.8059,4.2033,4.1335,4.3779,4.4483,3.8239,4.4797,2.2783,3.1523,3.1637,2.9802,2.4831,1.4859,-0.2671,3.5839,0.2277
S100A9,7.6155,4.7672,5.6496,3.9974,5.0484,5.572,2.9893,6.9498,4.8929,7.0109,5.6142,5.9491,4.9787,7.8594,5.3817,6.747,7.1517,5.3681,4.4223,6.6005,6.9884,4.2847,9.1954,3.136,6.0104,7.607,5.0751,3.6669,4.298,5.4709,4.352,2.7007,1.334,1.3679,1.2209,6.6099,4.5454,5.1716,7.544,2.6067,2.8482,3.5047,6.958,5.4115,5.7288,5.3302,6.4956,6.1609,5.6462,5.9549,6.4489,6.32,5.7007,4.5142,5.3886,5.7648,4.0867,5.0584,3.7237,4.0454,5.2001,3.8905
S1PR1,4.1327,2.3019,2.3222,1.5661,1.7744,1.5612,0.6517,3.8228,2.081,2.236,2.236,0.2881,2.8301,2.0979,2.6185,1.0711,2.7314,0.6145,2.4623,0.7493,1.766,2.5561,-1.0262,2.5487,2.6873,1.9859,2.5876,1.0151,1.0573,1.5165,0.6969,1.0983,0.7058,1.1833,-0.5125,-0.7834,1.1897,2.1047,1.4547,1.5709,0.5859,0.517,2.0569,1.5316,1.412,1.8683,1.5902,1.7185,2.1988,2.6161,1.7053,3.242,2.8341,2.3251,2.9375,1.674,2.59,2.3732,1.0983,2.0912,2.4934,0.434
S1PR2,1.8201,-0.9406,0.8568,-0.0725,1.1447,-0.6873,-1.5522,1.8996,-0.0425,0.346,0.688,0.517,1.4704,0.6608,1.4335,-0.5973,1.2023,0.4552,-0.1187,-0.9971,-0.5332,-0.0425,1.0079,0.3346,1.5064,0.3346,1.3511,0.3115,0.5069,1.6093,0.4447,0.517,-0.3022,-0.9971,-1.4305,-0.2159,-0.0425,0.537,1.5998,-0.2498,-0.6643,-0.2328,0.9493,-0.1031,0.3907,0.2762,-0.7588,0.9038,0.0014,0.1903,1.3397,1.6281,1.5415,0.7493,1.7229,0.9419,0.9789,1.3791,0.7407,-0.1345,1.334,-0.8599
S1PR3,3.2127,0.6425,1.334,0.2277,1.8201,-0.1504,-0.0277,2.3564,1.5216,2.4649,1.4065,-0.5125,2.0395,2.0395,2.1766,0.2762,2.081,0.2642,1.8323,0.2762,0.6332,0.8805,-1.0862,2.1509,1.6964,0.3685,2.6895,0.7233,1.2271,2.1925,0.1776,1.0151,1.4174,2.1147,-0.7588,-0.5125,1.3679,0.7321,1.5165,1.4281,2.4306,-1.0559,2.5561,0.0718,0.2277,3.0446,1.3735,0.3573,1.5266,3.0305,2.1638,3.5559,1.8957,2.0254,2.4518,1.934,2.9205,1.9188,0.5069,2.4675,3.1955,-1.3921
S1PR4,1.9749,-0.7108,-0.6193,1.5854,-0.9406,0.8568,-0.1828,1.0079,-1.9379,-1.5105,0.1257,-2.1779,1.692,-1.0862,-0.0277,-0.0725,0.1388,-0.8863,-0.4325,-1.2828,1.5563,-0.6643,2.1862,-0.9686,0.1519,0.2881,-0.5973,-2.3884,-1.4305,-1.0862,-1.4699,-1.0862,-2.7274,-1.5951,-1.4305,1.787,-2.3884,0.099,1.2455,-0.3022,-2.6349,-0.1187,1.1897,0.2522,-0.7588,-1.685,-0.1828,0.5069,0.605,0.5271,0.8408,0.8082,0.3115,0.4233,-0.7588,-1.6394,0.5271,-0.3022,0.0854,-1.5522,-0.2159,0.1776
S1PR5,-0.5756,-1.3921,-1.9942,-1.9942,-1.5951,-2.4659,-2.6349,-1.1488,-1.3183,-1.4699,-2.7274,-4.035,-2.114,-1.5522,-2.114,-1.1172,-1.2142,-1.9379,-0.8339,-2.5479,-2.9324,-2.7274,-0.1828,-1.5522,-0.9971,-1.9942,-1.3183,-2.0529,-1.9942,-1.3548,-2.5479,-1.3921,-2.3147,-1.685,-1.6394,-2.1779,-2.6349,-0.8863,-1.5105,-1.1488,-1.3183,-2.9324,-1.5951,-2.8262,-1.2481,-2.9324,-0.9971,-2.6349,-0.6416,-1.6394,-1.0262,-2.114,-1.7809,-2.6349,-3.1714,-1.0559,-1.8836,-0.8339,-1.6394,-1.8314,0.3796,-4.2934
SAV1,3.7783,3.29,3.3952,4.1915,2.7007,3.309,3.8391,3.7389,2.7951,4.0287,3.5111,2.4198,2.8994,3.1458,2.9674,3.3731,3.3647,2.9071,3.0358,2.5213,2.96,3.5362,2.108,3.2841,3.345,3.6883,2.9128,3.8126,3.3675,3.7389,3.7378,3.1409,3.4156,3.3745,3.2811,3.4635,3.4556,2.6715,4.2929,2.2901,3.1327,3.1717,2.8402,3.1701,3.1426,2.7993,2.8701,4.0713,2.9356,3.3307,3.7226,4.287,3.0723,3.1112,4.0287,3.6207,3.2511,3.3647,2.3135,3.3633,4.3097,2.4883
SCD,6.3025,5.5345,6.6607,4.9256,7.7466,4.4162,7.0985,6.2003,7.2026,7.9039,6.1759,7.4725,4.7945,6.9508,6.1967,7.7964,6.097,6.6618,5.0144,7.382,6.5083,6.7462,5.7616,6.893,7.4576,5.2157,7.0622,8.0353,7.4448,5.9067,7.3285,6.5714,6.3473,5.0277,6.8362,6.5027,6.5563,4.439,5.6719,6.5126,6.36,5.366,5.7258,6.6817,5.6153,5.8001,6.3648,6.7277,6.4532,6.2806,8.1251,6.4922,6.911,5.862,7.3624,6.7244,4.6999,7.7269,7.3539,6.5595,7.6941,6.1194
SCD5,1.3283,0.5763,0.9493,2.4063,0.6145,1.0079,-1.2142,0.7146,0.099,2.1345,2.0912,4.0242,0.7579,2.4412,1.5165,1.2333,0.688,2.1988,0.4552,3.0393,2.5238,0.4657,-1.3548,1.8879,1.196,-0.4131,0.9268,2.6715,2.2452,2.1509,1.5266,-0.1187,1.0363,1.9452,-0.1993,-0.7588,1.8119,0.3231,4.1628,2.5087,1.3283,2.0569,-0.0277,1.6374,2.328,0.6969,0.1388,0.9115,1.3283,1.1184,0.0854,1.2516,1.1117,1.0222,1.7489,1.0151,1.1447,0.03,1.6695,0.9568,2.3451,0.537
SCP2,6.3884,7.086,6.5665,6.9356,6.7916,6.9492,6.8313,6.4276,6.9982,7.359,7.1417,7.0362,7.3865,6.3131,6.4567,6.3438,6.2823,6.966,6.9262,6.5635,6.789,6.6631,3.3966,6.4499,7.0189,6.5848,7.2057,6.7833,7.0101,7.088,6.3935,6.9119,6.7182,7.7584,6.9352,5.1115,7.1263,6.8347,6.1241,7.0864,7.0481,6.975,5.7187,6.7466,6.7232,7.244,7.3605,7.4103,7.2349,5.7328,6.2634,6.4975,6.9848,6.8358,6.7869,6.9397,6.4333,6.2979,6.9609,6.8674,7.087,8.0691
SCRIB,4.6713,4.5261,6.2173,5.5546,5.3653,4.445,4.4713,5.7358,5.5024,5.8714,4.7291,5.4317,4.2684,5.1748,5.3284,4.951,5.2204,6.0873,4.6159,4.7307,4.5808,4.7285,7.1796,5.5993,5.9552,4.9955,5.3968,4.9778,4.8048,4.8069,6.0101,6.4062,6.6468,6.7247,6.3916,6.6946,6.0002,4.8895,4.9127,5.3941,5.0423,5.1724,5.3699,4.3653,5.3169,4.5255,5.4496,4.9103,5.5732,7.0167,4.4919,5.2111,5.1879,4.6679,5.0418,4.5255,4.5098,3.222,5.8508,5.9794,5.6384,5.6522
SEC13,6.2046,6.9673,6.5723,6.833,6.6941,6.8675,6.7744,6.2375,6.5092,5.7648,6.4586,6.1177,6.2889,5.9695,6.4021,6.2832,6.3549,6.4501,6.5693,7.0173,6.9329,6.7622,6.286,6.3388,6.4135,6.6405,7.0467,5.3016,6.6534,6.1385,5.8061,6.3114,6.4053,5.7538,6.2555,5.9222,7.3015,6.5746,6.2265,6.4097,6.6892,7.1573,6.3031,6.3693,6.4899,5.3266,6.4373,6.6737,6.4423,5.9851,6.5046,5.9814,6.0195,6.5163,6.6008,6.3641,6.3178,6.2858,6.5564,6.6534,6.6144,6.6486
