gene_name,TCGA-KL-8324-01,TCGA-KL-8325-01,TCGA-KL-8326-01,TCGA-KL-8327-01,TCGA-KL-8328-01,TCGA-KL-8329-01,TCGA-KL-8330-01,TCGA-KL-8331-01,TCGA-KL-8332-01,TCGA-KL-8333-01,TCGA-KL-8334-01,TCGA-KL-8335-01,TCGA-KL-8336-01,TCGA-KL-8337-01,TCGA-KL-8338-01,TCGA-KL-8339-01,TCGA-KL-8340-01,TCGA-KL-8341-01,TCGA-KL-8342-01,TCGA-KL-8343-01,TCGA-KL-8344-01,TCGA-KL-8345-01,TCGA-KL-8346-01,TCGA-KM-8438-01,TCGA-KM-8439-01,TCGA-KM-8440-01,TCGA-KM-8441-01,TCGA-KM-8442-01,TCGA-KM-8443-01,TCGA-KM-8476-01,TCGA-KM-8639-01,TCGA-KN-8418-01,TCGA-KN-8419-01,TCGA-KN-8421-01,TCGA-KN-8423-01,TCGA-KN-8424-01,TCGA-KN-8425-01,TCGA-KN-8426-01,TCGA-KN-8427-01,TCGA-KN-8428-01,TCGA-KN-8429-01,TCGA-KN-8431-01,TCGA-KN-8432-01,TCGA-KN-8433-01,TCGA-KN-8434-01,TCGA-KN-8435-01,TCGA-KN-8436-01,TCGA-KN-8437-01,TCGA-KO-8403-01,TCGA-KO-8404-01,TCGA-KO-8405-01,TCGA-KO-8406-01,TCGA-KO-8407-01,TCGA-KO-8408-01,TCGA-KO-8409-01,TCGA-KO-8410-01,TCGA-KO-8411-01,TCGA-KO-8413-01,TCGA-KO-8414-01,TCGA-KO-8415-01,TCGA-KO-8416-01,TCGA-KO-8417-01
PRLR,2.5036,4.943,2.2391,0.2522,2.8096,2.8661,2.7249,2.0289,3.4251,4.0427,3.1327,3.4437,3.5436,1.9073,1.8801,4.6691,2.7292,4.1261,4.3506,5.4754,4.0688,4.8022,2.108,0.8805,2.828,3.287,4.0162,3.0859,2.9262,-3.458,-0.1504,4.0375,2.4649,-5.5735,2.7422,3.5009,3.2826,2.828,-2.3884,3.0654,4.5211,2.0254,4.4887,0.4865,2.9618,4.7165,0.9935,4.1294,0.2029,-3.458,0.3231,2.0946,2.874,1.0363,-0.8339,3.1393,0.5666,2.7227,1.7995,0.8883,1.8444,3.981
PRMT1,6.6143,6.2085,5.4169,5.4851,6.721,6.2315,6.5523,6.6063,6.0907,5.9683,6.2022,6.3448,6.4057,6.3999,6.3142,6.6726,6.2229,5.5641,6.399,5.6511,6.0964,6.1312,6.3127,6.4328,5.6966,6.3089,5.6215,6.5162,6.281,5.9649,5.4506,6.7189,5.2994,6.2373,6.639,6.139,5.9189,5.9873,6.6465,6.2428,6.3928,6.4874,6.3418,5.2642,6.1659,6.2512,6.8538,5.2991,5.6969,7.1748,6.0657,6.0762,6.4341,6.381,6.1693,6.3429,6.2985,5.8094,6.5943,6.1685,5.8339,6.5005
PRR5,4.6136,4.1466,4.5123,5.0614,4.3256,3.991,3.0358,4.2056,3.6195,4.0506,3.6771,3.9496,3.9691,4.4693,4.9584,3.927,4.8885,2.8341,4.1285,4.4088,3.4933,4.0189,5.8525,4.0127,2.3871,5.1052,1.8918,4.5274,4.0619,3.3605,2.8422,5.1997,4.4654,3.6089,4.623,4.986,4.3499,4.1498,3.3828,5.2028,4.8038,4.2381,3.2766,3.9728,4.5626,1.9415,4.4569,1.2576,4.6253,4.5583,4.3883,4.3688,4.9241,5.9633,4.6029,3.0199,4.0073,4.528,4.5663,4.2335,3.3966,3.8521
PSEN1,4.3198,4.9764,4.0242,3.0723,4.774,4.7203,4.6288,4.1506,4.717,5.114,4.1302,4.5047,4.9308,4.1523,4.0144,5.1514,4.402,5.1579,4.0773,4.6236,5.0405,4.7919,3.8391,3.6804,4.3972,4.1732,4.4713,4.9449,4.0679,3.3307,4.6047,4.7203,4.6077,4.162,5.0308,4.9065,4.9709,4.6634,4.0436,4.5148,4.8074,4.0242,4.7893,2.8897,4.1036,5.07,4.7453,4.5324,3.7028,3.7083,4.2825,4.8675,3.5523,3.833,3.2602,5.033,4.1343,4.5583,3.7614,4.1604,3.869,4.4615
PSEN2,5.2472,4.9146,4.7404,4.3456,4.6468,3.7432,3.4504,5.1086,4.2518,3.8886,4.3709,3.4881,4.0756,3.772,4.3965,3.6691,4.6212,4.0985,4.347,3.7149,3.5174,3.6894,4.441,2.909,3.3148,3.0876,3.1145,4.8151,3.417,2.9911,4.2936,4.0662,4.0935,3.2587,3.5742,5.0884,4.6882,2.1313,3.4984,3.7646,4.2381,3.0217,6.2828,3.3619,4.9031,4.8817,3.9242,3.0287,3.4984,3.9147,4.1587,4.4588,4.8822,3.9147,2.96,3.4569,4.8753,3.5411,3.8896,3.8511,4.1875,4.1252
PSENEN,6.6557,6.054,5.6781,5.5211,6.7874,6.0171,6.2017,6.4622,6.0676,5.4145,6.1455,5.6476,5.9179,5.9442,6.2928,6.5115,5.939,4.9486,6.5365,5.3737,6.1938,5.9565,6.3448,5.9871,6.5452,5.8866,6.0164,5.98,5.9531,6.5023,6.5438,5.9946,4.2906,6.1144,5.9096,5.9517,5.6662,5.8746,5.6479,5.9393,5.6387,5.8513,5.7669,5.5233,5.9771,5.6597,5.7407,5.86,6.1268,7.0125,6.4474,5.9746,6.306,6.377,6.288,5.7952,5.8878,5.7434,6.3937,6.5649,5.7848,6.195
PSTPIP1,-0.3383,-1.7809,-2.9324,-0.3022,-1.7322,0.6239,-1.7322,-1.5951,-0.5543,1.1706,-0.6416,-1.0262,-0.5543,-1.3921,-0.5332,-1.2481,-1.7809,-3.458,0.1124,-1.2142,-1.5105,-2.7274,-3.6259,-1.5522,-0.1504,-1.5522,-0.2498,-0.9971,-3.1714,-0.6416,1.2333,-1.3921,-0.9971,-1.2142,-0.013,0.3231,-0.2159,-0.5332,1.2696,-0.4131,0.0718,-1.2828,-0.0725,0.3573,0.3115,-0.6416,-1.9379,-1.3548,-0.7108,4.9213,2.1766,-2.114,0.4552,-0.8339,-0.394,-0.2328,-1.4699,0.6969,-0.013,0.24,0.044,-2.5479
PTAFR,-0.6873,-1.2481,-4.2934,-1.7809,-2.3147,2.1213,-2.3147,-1.5522,0.2998,1.4388,0.4233,-1.8836,1.1706,-1.4305,-0.8084,-0.6643,-0.9132,-0.7346,0.6425,-0.3383,0.2881,0.2642,-1.1488,-1.7322,0.1388,-0.8599,1.177,-0.5125,-1.4699,-1.4699,2.4117,-1.2142,-0.4719,-2.4659,0.8883,1.3623,1.7185,0.2522,0.7748,0.1648,0.044,-1.3548,-0.1187,1.2815,1.0293,-0.8084,-1.8314,1.5165,0.9343,3.1344,1.674,-0.7834,0.1519,-1.3921,-2.114,0.1776,-1.3921,0.8647,0.2762,0.7999,-0.1187,-1.9379
PTCH1,0.8082,2.4908,1.8643,0.6608,1.4388,2.5288,2.1147,2.4544,1.2576,2.4908,4.2699,2.4675,1.1833,2.8014,2.2019,2.299,3.3321,3.245,3.3464,1.1316,2.5536,2.2051,1.5998,1.2875,0.4125,2.7868,0.2762,4.0867,2.4117,0.6145,1.5854,2.4359,2.5487,4.4283,1.3623,3.6939,1.7009,3.208,1.5612,1.3623,3.4843,1.9601,3.8788,0.2029,3.1701,3.0791,1.6187,0.3115,1.5366,-0.2159,0.8246,1.6558,2.3871,0.6608,-0.0877,1.9188,1.5563,1.0847,3.0619,2.2206,1.9638,3.027
PTCH2,-3.816,-6.5064,-5.0116,-2.5479,-4.035,-2.6349,-4.035,-4.035,-2.8262,-2.114,-3.816,-3.458,-3.3076,-3.816,-3.458,-5.5735,-4.035,-6.5064,-3.458,-3.816,-1.7322,-3.1714,-4.6082,-4.2934,-3.3076,-3.458,-3.1714,-4.035,-5.0116,-3.6259,-2.1779,-5.0116,-5.5735,-3.1714,-2.7274,-3.816,-2.3147,-3.816,-3.0469,-1.8836,-3.3076,-4.035,-2.5479,-2.7274,-3.0469,-4.6082,-3.816,-4.035,-3.458,-0.0425,-2.6349,-4.2934,-4.035,-2.114,-3.458,-2.3147,-5.0116,-3.6259,-3.0469,-4.2934,-4.2934,-4.035
PTCRA,-9.9658,-9.9658,-9.9658,-3.458,-4.2934,-1.7809,-5.5735,-4.2934,-5.0116,-3.0469,-3.0469,-9.9658,-1.9379,-3.816,-3.816,-5.0116,-3.6259,-4.035,-5.0116,-3.458,-4.6082,-5.5735,-5.0116,-3.3076,-4.2934,-9.9658,-2.9324,-3.3076,-9.9658,-3.816,-4.2934,-4.6082,-9.9658,-9.9658,-5.5735,-2.0529,-1.7809,-3.458,-5.5735,-3.816,-2.5479,-9.9658,-4.6082,-2.3884,-3.6259,-3.816,-9.9658,-2.6349,-1.9379,-1.0262,-0.4325,-5.5735,-1.8836,-9.9658,-5.5735,-4.2934,-5.0116,-4.2934,-3.0469,-3.6259,-3.458,-4.2934
PTEN,3.5523,3.8411,3.2127,2.3394,3.0791,3.5875,3.4984,2.6805,3.3619,4.3653,3.3773,3.2557,3.9431,2.8877,2.8897,3.2572,2.9356,4.2936,3.0619,3.3856,4.373,2.6208,2.8562,3.4945,3.5224,3.2389,4.2973,3.6543,2.9784,2.8681,3.8481,3.3321,4.0189,3.1749,4.1915,3.6849,2.7029,3.6393,5.9819,3.506,3.449,3.4437,3.8798,2.59,3.5923,3.8935,4.1153,4.0977,3.3478,3.7614,3.3119,3.7345,2.9729,1.8879,2.5731,3.7614,3.2034,3.8116,3.0376,2.081,2.8582,3.6382
PTGER1,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-5.0116,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-4.6082,-3.6259,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-2.4659,-9.9658,-3.0469,-5.5735,-9.9658,-9.9658,-1.1172,-6.5064,-9.9658,-5.0116,-6.5064,-9.9658,-5.5735,-6.5064,-3.3076,-3.6259,-9.9658,-5.5735,-9.9658,-4.2934,-9.9658,-6.5064,-6.5064,-5.0116,-5.5735,-9.9658,-1.9379,-5.5735,-5.5735,-9.9658,-5.5735,-9.9658,-5.5735,-3.458,-4.6082,-2.4659,-6.5064,-9.9658
PTGER2,-3.458,1.7141,-2.9324,-3.458,-4.6082,-1.4699,-2.9324,-4.035,-3.0469,0.9716,-2.9324,-2.7274,-2.1779,-2.8262,-2.6349,-3.1714,-0.4325,-5.5735,-2.3884,0.4016,-1.7322,-2.2447,-6.5064,-4.035,-1.5522,-3.458,-0.1993,-2.3884,-5.0116,-3.1714,-2.0529,-3.458,-2.114,-1.3183,2.5731,-1.4305,-1.2828,-1.1811,0.2277,-2.9324,-2.114,-2.4659,1.7828,-1.5522,-2.1779,-5.0116,2.1013,-1.8836,-0.9971,0.5271,-0.3566,-0.3752,-1.3921,-3.458,0.0718,0.5069,-2.3147,1.8683,-0.5756,-2.114,-3.0469,-2.8262
PTGER3,7.56,7.0147,6.8494,2.0395,2.0465,7.9392,8.5567,4.1716,7.1468,6.9599,7.3588,4.9883,6.1595,7.5069,6.4887,7.3942,7.0077,0.5955,6.0215,7.3704,7.9724,6.8728,5.4797,7.0398,7.9399,7.7367,7.7455,8.0637,7.3074,6.5679,7.878,7.3908,7.2579,7.87,8.2473,6.2231,7.4093,7.6803,-2.4659,4.6571,7.3649,6.2236,8.207,7.0623,5.5756,5.5392,6.0295,7.5378,3.7867,2.7444,7.0609,7.1229,5.7931,5.5904,6.997,8.0442,4.1186,8.0571,6.9562,5.5558,6.7944,7.7505
PTGFR,2.1798,-5.5735,-4.6082,-2.2447,-1.5522,-6.5064,-3.6259,-9.9658,-6.5064,0.24,-4.6082,0.7664,-6.5064,-2.3147,-2.3147,-9.9658,-6.5064,1.105,-3.458,0.9716,-4.6082,-9.9658,-5.5735,-9.9658,2.0604,-6.5064,2.7314,-3.458,-3.458,-3.458,5.0175,-6.5064,-5.0116,-6.5064,-2.7274,-6.5064,0.2277,-4.6082,-3.816,-6.5064,-6.5064,-9.9658,0.6425,0.679,-5.0116,-1.3921,2.0535,3.6254,-6.5064,3.907,-4.6082,-6.5064,-0.2159,-4.2934,2.3308,2.5213,-5.0116,-5.0116,-4.6082,-5.0116,-9.9658,-9.9658
PTGS2,0.1519,0.4657,0.2642,-0.6643,2.0946,0.517,-0.6873,1.8201,2.676,4.4641,0.3115,0.8408,2.4063,1.6512,0.4447,3.6405,-0.5756,1.0503,2.1734,0.8568,1.4174,1.4962,-2.5479,1.0642,-3.816,2.8502,-0.5543,0.3115,-1.5951,-2.3884,-1.9942,3.6219,0.7321,2.8117,2.5996,2.2901,-0.5973,-0.7834,-2.3884,-1.4305,1.8484,-1.5105,4.4108,-4.035,0.5763,-1.4699,3.6006,-3.0469,0.7233,-0.6193,0.5955,1.1117,2.7117,1.3225,-1.4305,0.9862,0.058,2.0254,0.7579,-0.1993,-1.3183,0.2881
PTK2,4.9686,5.8473,4.2235,2.8422,4.8345,5.1603,5.1664,4.3328,4.9117,5.6271,4.975,4.6999,5.6918,3.6748,4.4108,6.11,4.6212,5.5531,4.7544,5.6194,5.5104,5.3342,4.6142,4.5261,4.309,4.7714,4.9012,5.1859,4.9232,3.0774,4.7181,4.8866,5.2925,4.7296,6.0175,5.1289,5.1465,6.5417,5.3906,6.0431,5.2265,4.7772,4.783,3.7061,5.1132,5.093,4.3002,4.7751,4.7507,4.0189,4.7088,5.1647,4.6611,5.0691,3.9031,5.6212,3.8818,5.4728,4.0782,4.8655,3.7006,4.222
PTK2B,3.7919,4.2781,2.6114,3.0498,4.5047,5.4446,3.7867,4.4417,3.4358,3.8749,4.3765,4.2495,5.1863,4.1764,4.2631,4.3234,4.6347,3.4411,4.6955,3.3993,4.2472,5.0335,3.7345,4.2412,2.2421,4.8812,2.2482,4.4115,4.3793,3.1781,2.7931,5.3982,3.9983,3.4583,4.4523,4.2304,4.2833,3.7561,3.0323,4.4529,5.23,4.2781,3.5682,3.9524,4.2343,2.7465,2.9375,2.3222,3.9079,3.0428,3.9118,4.6798,4.373,4.4926,2.8661,3.835,3.3828,4.4304,4.0593,4.9127,2.7826,3.8739
PTPN1,3.9022,3.8269,3.3379,2.7336,3.9856,4.3421,4.3133,4.079,4.2691,4.2586,3.8228,3.1685,3.4945,4.3951,3.6759,4.4823,3.9755,4.2126,3.7443,3.8481,3.9847,3.9892,4.162,3.402,3.7116,3.992,4.166,4.1318,3.869,3.1377,4.4977,4.245,2.8034,3.7105,4.1474,4.1252,4.0532,3.2602,5.5735,3.8259,4.2442,3.7846,4.3442,3.8621,3.7846,3.9318,3.7982,3.741,3.154,4.9842,3.9956,3.864,3.7699,4.1359,2.3953,3.5839,3.864,4.0696,4.1962,3.9992,3.5411,4.1458
PTPN11,4.0189,5.7123,3.5299,2.4144,3.7561,4.6871,4.9012,3.9156,4.7388,5.0674,4.6588,3.9654,4.6317,4.2699,3.6589,4.9681,4.2995,5.5671,4.0357,5.527,5.2582,4.9132,4.0313,4.1044,4.1547,4.7453,4.6439,5.1252,4.2289,3.002,4.7501,4.7629,5.0135,4.2335,5.5778,4.9397,4.3681,4.6364,5.1522,4.1351,4.9612,4.1836,5.1871,2.7465,4.4364,5.1811,5.1211,4.7613,4.0313,3.8798,3.6994,4.7448,4.0207,3.9856,3.1955,5.0977,4.7851,4.4996,3.9478,3.9185,4.079,4.847
PTPN2,3.6393,3.6289,3.2343,3.3814,2.362,2.7139,3.7105,3.1749,2.8897,3.9792,3.5387,3.6066,3.0463,3.4384,3.3773,4.2691,3.3407,3.3869,3.5572,3.5199,3.4331,3.7593,3.449,3.4674,3.7345,3.5486,3.5994,3.9089,2.685,2.9984,3.5523,4.0046,3.208,3.345,3.6125,3.9608,3.6382,2.9655,3.945,4.3321,3.2737,3.6125,3.928,1.8564,3.3017,4.1668,3.9089,3.1653,3.3938,4.986,3.7539,3.4726,3.6816,3.6861,3.1195,3.5161,4.0127,2.8877,2.59,3.5657,3.3264,4.1044
PTPN5,-5.0116,-6.5064,-5.5735,-5.5735,-9.9658,-4.2934,-9.9658,-3.6259,-0.6873,-1.5951,-4.2934,-6.5064,-4.2934,-6.5064,-3.3076,-4.2934,-5.0116,-5.5735,-6.5064,-9.9658,-2.2447,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-5.0116,-4.6082,-9.9658,-2.7274,-9.9658,-3.816,-2.7274,-3.816,-9.9658,-3.816,-3.816,-5.5735,-6.5064,-4.2934,-5.0116,-3.3076,-5.5735,-9.9658,-4.6082,-6.5064,-4.2934,-3.6259,-9.9658,-9.9658,-4.6082,-4.6082,-5.5735,-9.9658,-9.9658,-3.816,-3.816,-9.9658,-9.9658,-9.9658
PTPN6,4.3972,3.7453,3.4143,4.835,4.373,4.0918,4.1236,3.8847,4.1962,4.373,3.9783,3.3633,3.8886,3.7741,3.6612,3.6417,3.2511,3.4075,4.2304,3.945,3.9393,3.6759,4.2064,3.9856,4.4647,3.3478,4.2088,3.9232,3.4687,4.562,4.5663,3.3364,4.0662,2.5487,4.1555,3.8905,4.0497,3.9645,2.9052,4.1153,3.8739,3.3492,3.7193,3.4371,3.8391,3.2189,3.6089,3.2737,4.2699,6.3147,5.302,3.551,4.2173,3.1797,4.6404,4.1772,3.7226,4.8485,4.5766,4.8304,3.9393,3.8837
PTPN7,-1.4699,-2.2447,-4.035,-1.6394,-2.6349,0.6425,-3.1714,-1.8314,-0.9686,1.1641,-0.3752,-1.7809,-0.2671,-1.8836,-0.8863,-1.2828,-1.685,-2.7274,-0.0725,-2.3884,-1.4699,-2.114,-4.6082,-2.114,-0.9971,-2.9324,-0.0877,-1.1172,-2.5479,-2.7274,-0.4325,-2.4659,-0.6193,-1.4305,-0.4131,0.044,0.3796,-0.394,1.692,0.5666,-0.0277,-1.8314,-0.1828,-0.2328,0.2642,-1.7322,-1.8836,-1.3548,0.4447,2.5561,1.8282,-1.3548,0.1388,-2.2447,-2.114,-0.0277,-2.3884,0.24,0.1776,-0.1828,-0.3022,-2.6349
PTPRC,0.2881,1.3846,-1.3548,-0.6643,-0.5543,2.8897,-1.0862,-0.7834,1.334,4.1867,2.4063,0.9115,2.0535,0.3685,0.1124,1.4335,0.5271,0.2522,1.7912,1.0151,1.8404,1.8323,-2.0529,0.5666,1.0079,0.4552,2.1476,0.8883,1.2271,-0.6193,2.0111,0.3231,2.7292,-1.8314,2.6395,2.651,2.7249,1.7273,2.5731,1.4756,2.0111,0.4865,3.0287,0.7748,2.2723,0.5955,2.1114,2.1444,1.9302,2.77,2.9581,0.5271,2.0912,-0.2845,-0.2845,2.6138,1.3791,3.0808,1.614,1.3846,0.8568,0.688
PTPRF,5.4832,4.7762,3.2481,3.0791,4.0488,5.3834,4.7323,5.2491,3.8044,3.741,4.9069,4.8987,4.6474,4.7071,4.4894,4.3191,5.0286,5.0691,5.5814,4.1011,3.0199,5.5874,5.5732,4.4536,5.5336,4.89,5.3406,5.1437,5.2529,3.3278,6.1044,5.1002,4.711,4.8156,5.3198,5.1784,5.6982,5.5135,5.8525,5.7772,5.051,4.3737,4.6747,4.9137,5.3548,4.9621,2.3649,5.4637,4.0977,0.5568,4.0392,5.225,4.2743,4.5723,2.945,5.1591,4.9069,4.8213,4.9533,5.8994,4.4277,5.5094
PTPRR,-2.5479,-2.2447,-3.6259,-2.2447,-3.3076,-1.8314,-6.5064,-2.6349,0.9191,-0.5332,0.24,-3.6259,-1.685,-2.7274,-1.9942,-6.5064,-1.5105,-0.4325,-3.6259,-0.1345,-1.3921,-3.458,-2.3884,-3.6259,-5.0116,-2.7274,-3.6259,-4.035,-4.6082,-1.4305,-5.0116,-3.1714,-1.4305,-2.6349,-0.7108,-0.4521,0.3907,-3.816,-1.5951,-3.6259,-1.3921,-1.5105,-0.4131,-2.7274,-1.3183,-2.1779,-2.4659,-3.816,-1.0862,0.0718,-0.6416,-1.5105,-1.8836,-1.2828,-4.2934,-2.8262,-2.4659,-0.2671,0.2881,-0.6193,-1.9379,-2.5479
PXN,6.5626,6.4854,6.1303,5.8812,4.867,6.1841,6.7353,5.0471,6.4986,6.4994,5.6162,5.6874,5.824,6.6961,6.2221,6.1406,6.2455,5.022,6.4469,6.3073,6.1711,5.9816,6.4741,6.4601,5.3484,6.1266,5.0896,6.0603,6.204,5.5066,5.6988,6.4825,5.964,6.3376,6.4224,5.6142,5.9086,6.7732,6.7912,3.6509,5.9201,5.8523,6.438,6.0155,5.8716,5.8076,6.1441,5.2099,4.7798,6.4435,5.2487,5.7851,6.0239,6.3212,5.7509,6.5857,5.9746,6.4082,7.167,5.859,5.9155,6.6183
PYCARD,1.7009,0.0854,2.7227,2.8442,1.0433,3.2405,0.9343,1.3791,2.753,2.3077,2.3592,0.5859,2.4386,0.8568,2.4035,1.1577,1.7912,-0.3383,2.96,1.2455,2.4934,0.9493,0.2522,2.0912,6.9056,1.3283,5.6349,2.7444,0.6517,1.7141,4.3002,0.7832,1.642,-0.4719,2.4306,2.8897,2.8462,2.1345,3.4264,2.0183,1.8282,0.8961,2.128,2.4831,3.2389,0.537,0.6969,5.8395,3.1011,6.686,4.6479,1.642,2.7117,1.816,2.8034,2.1862,2.1247,3.8944,2.6138,3.1112,2.4805,0.9642
PYDC1,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,5.8174,-9.9658,4.4364,-9.9658,-9.9658,-9.9658,4.2825,-9.9658,-9.9658,-9.9658,-2.9324,-5.5735,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,4.2847,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.3183,-5.5735,-9.9658,-9.9658,-9.9658
PYDC2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PYDC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYGB,7.9042,6.8334,5.5286,5.0153,6.3212,7.1881,7.3647,6.6221,6.6747,5.9556,6.7123,6.1104,5.9451,6.3361,6.3009,6.1514,6.8119,6.7578,6.5737,6.0479,5.3667,5.8787,7.6101,7.078,5.824,6.732,5.9084,6.6558,6.648,4.748,6.3744,6.9286,5.9296,6.9505,7.443,6.5062,7.9652,6.3714,6.5809,6.2906,6.6228,7.0376,6.6999,7.596,6.4499,6.5708,5.9748,5.4851,4.9194,6.0516,6.1402,5.7299,6.0381,6.9101,6.5676,7.4783,5.2634,7.3194,7.9146,7.6182,6.1835,6.7698
PYGL,-1.0559,0.1648,-1.3921,-1.5105,-0.2845,0.9716,0.4657,-0.8339,-0.1187,2.1345,0.346,-0.7834,1.1641,-1.5951,-0.5125,-0.9406,-1.4699,-1.0559,-0.013,0.0014,0.3907,-0.6643,-1.7809,-0.1345,1.7532,-1.5522,2.5163,1.2696,-1.2142,-0.4719,1.4652,-1.5522,-0.2498,-0.5543,2.1766,0.8488,1.1316,-0.4325,5.5934,0.8568,-0.1031,-1.8314,-0.8084,0.24,0.0014,0.0014,0.9268,1.0363,0.5666,4.9313,3.136,0.099,0.044,-0.3383,-0.9132,2.9167,-0.2845,1.5902,-0.6193,0.9191,0.0718,-1.1172
PYGM,-1.6394,-2.3147,-1.7322,-1.3921,-0.4521,-1.3548,-0.8599,-2.1779,-1.7322,0.0718,-1.2142,-0.0425,-1.6394,0.7832,-0.9971,-2.8262,-0.7834,1.0079,-1.8836,-0.5543,0.03,-1.685,-2.1779,-1.6394,-2.3884,-1.8314,-1.9942,-0.4719,-0.5756,-2.0529,-1.6394,-1.685,0.9642,-1.5522,4.5142,-1.6394,-1.1172,-0.1504,-3.0469,-1.1172,-1.1811,-0.7108,-0.6873,-1.3548,-0.3752,-0.7588,0.058,-1.3921,-1.9379,-2.6349,-0.5973,-2.0529,-1.1488,3.1377,0.3231,-2.114,-1.6394,0.5859,-0.8863,-1.8314,-1.1488,-1.5105
RAB10,4.1086,5.6499,4.9426,3.1327,4.225,4.9635,4.9098,4.7772,4.838,6.2841,5.5179,4.3986,5.3583,5.0743,4.3242,5.5034,4.6171,5.7038,4.579,6.8383,5.8558,5.3906,3.8847,4.6537,5.4774,5.051,6.2653,5.0781,4.2196,4.3256,6.0036,5.0299,5.48,5.1768,5.4835,5.5164,5.2891,4.499,6.5512,5.3761,5.0998,4.3046,5.5515,3.7846,5.0095,5.5361,4.7565,6.2568,4.7415,5.3562,4.8655,5.2396,4.6944,4.1563,3.7313,5.9512,5.5245,4.7672,4.6531,4.7181,4.585,5.1859
RAB11B,7.0424,6.7281,6.2209,5.696,6.7149,6.8722,7.1286,6.8816,6.5344,6.0398,7.0422,6.3514,5.8448,6.8764,6.9706,6.7473,6.8047,6.6712,6.8883,6.1761,6.5659,6.3953,7.1357,6.4676,5.9043,6.5717,5.8164,6.9199,6.7108,6.4772,6.6394,6.5466,5.859,6.7412,6.7439,6.7789,6.3712,6.2073,6.5884,6.2838,6.8192,6.5222,6.7204,6.7313,6.9287,6.7256,6.537,5.5976,6.2242,6.6453,6.2422,6.6128,7.0018,6.5662,6.3599,6.3114,6.6639,6.3125,6.9394,6.5652,6.5788,6.8464
RAB14,3.9431,4.7099,4.1269,3.1669,4.7426,5.4585,5.1855,4.9561,4.3688,5.5853,5.3868,5.0484,5.383,5.2851,4.847,5.2091,5.1788,5.7458,5.1563,4.1111,5.3629,5.2698,4.0601,4.6514,4.7437,5.5407,5.4861,5.2052,5.0401,3.6816,5.5562,5.3281,4.8115,5.3512,4.5565,5.2604,4.8915,3.7992,4.3133,4.7209,5.2468,4.6826,5.6699,3.8866,5.1461,5.3906,4.2766,5.2869,4.518,3.831,4.3191,5.1639,4.7714,3.773,3.3563,4.504,5.2396,4.4162,5.1899,4.0064,4.3862,5.1907
RAB2A,5.0964,6.8636,4.6977,3.0978,5.4654,6.6033,6.4296,5.8319,5.7181,6.4825,6.4435,5.8319,6.4887,5.0875,5.4719,6.5056,6.3259,6.2161,5.8637,6.4867,6.0704,6.2502,5.6628,5.2634,5.3392,6.3546,5.8009,6.3934,5.8868,3.8167,6.0121,6.3105,6.2525,5.8143,6.37,6.5782,5.847,6.3248,6.5592,6.6427,6.48,5.2851,5.3194,4.6259,6.0788,6.6878,5.0601,5.8069,5.7096,6.1293,5.8007,6.399,5.7244,5.1788,4.479,6.2151,5.6462,6.0764,4.892,5.4549,4.6329,5.3972
