gene_name,TCGA-A5-A1OH-01,TCGA-A5-A2K3-01,TCGA-A5-A2K4-01,TCGA-A5-A2K5-01,TCGA-A5-A2K7-01,TCGA-A5-A3LO-01,TCGA-A5-A3LP-01,TCGA-AJ-A23N-01,TCGA-AJ-A2QM-01,TCGA-AJ-A3BD-01,TCGA-AJ-A3BF-01,TCGA-AJ-A3BH-01,TCGA-AJ-A3BK-01,TCGA-AJ-A3EK-01,TCGA-AJ-A3NG-01,TCGA-AJ-A3OJ-01,TCGA-AJ-A3OK-01,TCGA-AJ-A3OL-01,TCGA-AJ-A3TW-01,TCGA-AX-A2HH-01,TCGA-AX-A3FS-01,TCGA-AX-A3FT-01,TCGA-AX-A3FV-01,TCGA-AX-A3FW-01,TCGA-AX-A3FX-01,TCGA-AX-A3FZ-01,TCGA-AX-A3G4-01,TCGA-AX-A3G8-01,TCGA-AX-A3G9-01,TCGA-AX-A3GI-01,TCGA-B5-A0JN-01,TCGA-B5-A0K9-01,TCGA-B5-A1MS-01,TCGA-B5-A1MW-01,TCGA-B5-A3FA-01,TCGA-B5-A3FB-01,TCGA-B5-A3FC-01,TCGA-B5-A3FD-01,TCGA-B5-A3FH-01,TCGA-B5-A3S1-01,TCGA-BG-A0MK-01,TCGA-BG-A3EW-01,TCGA-BG-A3PP-01,TCGA-BK-A0CA-01,TCGA-BK-A0CC-01,TCGA-BK-A139-01,TCGA-BK-A13B-01,TCGA-BK-A26L-01,TCGA-BS-A0V4-01,TCGA-BS-A0V7-01,TCGA-D1-A2G0-01,TCGA-D1-A3DA-01,TCGA-D1-A3DG-01,TCGA-D1-A3DH-01,TCGA-D1-A3JQ-01,TCGA-DF-A2KN-01,TCGA-DF-A2KU-01,TCGA-DF-A2KV-01,TCGA-DF-A2KZ-01,TCGA-DF-A2L0-01,TCGA-DI-A1BU-01,TCGA-DI-A2QT-01,TCGA-DI-A2QY-01,TCGA-E6-A2P8-01,TCGA-E6-A2P9-01,TCGA-EO-A1Y7-01,TCGA-EO-A22U-01,TCGA-EO-A22X-01,TCGA-EO-A22Y-01,TCGA-EO-A3AU-01,TCGA-EO-A3AV-01,TCGA-EO-A3AY-01,TCGA-EO-A3AZ-01,TCGA-EO-A3B0-01,TCGA-EO-A3B1-01,TCGA-EO-A3KU-01,TCGA-EO-A3KW-01,TCGA-EO-A3KX-01,TCGA-EO-A3L0-01,TCGA-EY-A1GL-01,TCGA-EY-A1GO-01,TCGA-EY-A1GP-01,TCGA-EY-A1GX-01,TCGA-EY-A210-01,TCGA-EY-A2ON-01,TCGA-EY-A2OO-01,TCGA-EY-A2OP-01,TCGA-EY-A2OQ-01,TCGA-EY-A3L3-01,TCGA-EY-A3QX-01,TCGA-FI-A2EY-01,TCGA-FI-A3PX-01,TCGA-H5-A2HR-01,TCGA-K6-A3WQ-01,TCGA-KP-A3VZ-01,TCGA-KP-A3W0-01,TCGA-KP-A3W1-01,TCGA-KP-A3W3-01,TCGA-KP-A3W4-01
PPP2R2B,4.4602,0.6969,-0.7108,-3.816,-2.9324,-3.1714,-1.9942,0.1648,-2.5479,-0.5756,2.5511,-1.4699,-0.1031,-1.1488,2.5828,-1.1172,-0.5756,-4.6082,-2.9324,-6.5064,-2.9324,0.5763,-3.6259,-2.5479,-1.5522,-9.9658,-1.4699,-4.2934,-6.5064,-0.0277,1.7141,-1.7809,4.3068,-3.0469,-2.8262,-1.6394,-1.1811,-2.6349,-1.2828,-0.9971,-2.6349,-3.816,-1.1172,-2.02326474981,-1.9658102487,-1.13289732434,-3.3076,-0.258412006218,-2.9324,-1.3921,-1.3921,-6.5064,1.8363,0.7579,2.1606,-0.4325,-0.394,-3.1714,-1.685,-2.8262,-1.0862,-4.035,4.3463,-1.7322,-1.685,-2.9324,-2.3884,-1.5522,-3.1714,-2.3147,-0.9406,1.0007,-1.4305,-1.4305,1.0573,0.2881,-1.0862,-2.8262,-1.9942,-4.6082,-3.816,-0.9132,-9.9658,0.7748,0.7058,1.934,-4.2934,5.4286,4.7132,-3.0469,-1.2142,0.9343,0.2762,3.6289,-3.3076,-1.8836,-0.3201,3.1971,4.5772
PPP2R2C,1.0642,-1.3921,2.7227,-1.2481,-0.4521,3.0637,2.3981,1.5316,4.2088,-0.1504,0.4447,4.8694,3.7961,4.5268,-1.1811,3.1955,1.5216,2.0707,-4.2934,2.6138,2.0076,2.7868,1.0779,-4.035,2.3048,-4.035,3.5657,0.0014,-2.9324,-0.1187,-1.4699,-1.3548,-2.3884,2.5683,3.4674,-4.2934,3.1112,4.523,1.9712,2.4727,2.4727,3.2313,-2.3147,1.59265720092,-2.68034721189,3.06368144171,1.0151,1.34539885476,1.8762,2.0289,-1.1811,-2.6349,0.9115,4.2427,0.7146,2.1925,1.1897,-3.816,2.8838,0.2029,2.7183,-1.4699,0.1776,2.4465,-3.1714,0.5271,-1.0559,0.1257,3.8778,4.7661,1.6327,-3.816,0.547,0.4233,-3.6259,-0.013,-0.5543,1.2875,-1.3921,-0.5756,-0.0877,-0.3752,-9.9658,3.0287,0.2522,0.5568,3.6497,-0.4325,0.24,-3.6259,-1.9379,-1.0862,-1.3548,-1.3183,-1.8836,0.4967,1.105,2.3451,0.4125
PPP2R2D,3.9892,3.6894,3.9393,4.7361,4.5324,4.1061,3.8954,4.5436,4.2669,5.3678,4.6537,4.2126,4.3198,4.0019,4.2196,4.0322,3.8431,4.4595,3.9431,4.623,4.3191,4.0567,4.034,4.8963,4.597,4.756,3.8778,3.9327,4.3986,4.9805,4.0722,3.7248,3.7215,4.1852,4.6106,3.9929,4.1628,3.8411,4.1219,3.716,4.1482,4.2965,3.7836,3.61485436769,5.4263006592,4.14654340105,3.644,4.41553421499,4.2631,4.5657,4.7132,4.0471,4.4874,4.0436,4.3406,4.5632,4.8895,4.1748,3.7464,4.6537,4.4054,4.8595,4.6335,4.327,4.6617,5.4715,4.4919,4.1804,4.3576,4.1756,3.6301,4.5454,3.8075,4.7291,3.7846,3.9956,3.9242,4.359,4.7225,3.6725,4.2987,4.3827,4.6451,5.1619,4.0392,4.5123,5.2273,4.1883,4.1194,3.4726,3.8561,4.4562,4.1828,3.287,4.4771,4.1433,3.29,4.1523,4.2442
PPP2R3A,1.0915,-0.5973,2.1766,0.3685,0.9935,1.8282,2.328,2.376,2.8422,1.1641,1.4756,1.7053,0.2522,1.8323,2.3592,0.9268,0.1519,2.128,0.1124,1.766,1.595,1.9749,4.0515,0.9568,0.434,0.1648,1.412,0.4657,0.9935,3.2481,1.6558,0.8408,2.2299,0.7146,1.0983,1.0007,0.0158,1.0007,0.8883,1.8643,0.5568,2.6278,1.7995,2.81471581645,5.30452380779,3.43375014643,1.0983,3.2721692975,0.4016,1.3791,-0.394,1.4335,1.5465,2.1476,1.9786,0.7916,0.3796,1.1641,1.2023,-0.7588,0.5568,0.8726,1.9931,1.4335,1.6234,1.0642,1.1833,0.7832,1.8242,1.5013,-0.6193,-0.1345,-0.6643,0.9038,2.5924,1.7532,2.0878,1.2875,0.8961,0.3346,1.0079,0.5666,1.5465,1.0573,2.3423,1.9452,1.0433,1.1897,2.5288,0.537,1.2209,2.3677,-0.7834,1.6695,1.9073,1.614,2.0076,2.6693,1.766
PPP2R3B,-3.39145,-2.74695,-3.54195,-2.43195,-2.62275,-3.8946,-4.021599999999999,-3.4615,-3.27985,-2.3332,-2.54745,-3.35735,-2.44855,-3.2299,-3.44505,-3.4248,-3.4554,-2.94765,-2.6598,-3.2901,-2.8801,-2.66555,-3.4215,-3.0386,-2.95325,-3.1796,-2.2763,-2.8133,-3.27035,-3.43235,-3.2922,-3.6194,-2.7486,-3.18855,-3.1086,-2.9883,-3.2382,-2.37525,-3.8033,-3.0352,-3.3665,-3.48825,-3.5217,-3.775693374555,-4.6103758815625,-3.76161301868,-3.6415,-4.02162292818,-2.9815,-2.16705,-3.3665,-3.7949,-2.7502,-3.3789,-3.44335,-3.29985,-1.5804,-2.62,-3.6879,-3.00575,-2.59985,-3.10485,-2.91205,-3.1421,-3.3401,-2.7277,-3.1343,-2.81295,-2.94895,-3.6772,-3.04155,-2.24875,-3.24985,-2.58515,-2.57075,-3.58015,-3.52075,-2.76505,-2.9739,-3.3781,-2.8754,-3.44505,-3.4928,-2.50345,-3.50105,-3.05435,-3.0859,-3.3899,-4.20965,-3.2785,-3.4528,-2.5927,-2.8055,-3.0328,-3.04545,-3.1472,-3.13205,-3.0328,-3.43315
PPP2R3C,5.0418,4.7682,2.9692,5.5043,4.3986,4.504,3.3047,3.8421,3.2466,4.2503,3.8471,2.824,4.2691,4.1708,3.4583,4.0645,4.0136,3.7149,4.5154,3.3993,3.8719,3.6793,4.5705,3.0671,4.2921,5.0862,4.4739,4.7143,4.7783,3.5959,2.8442,3.616,3.421,3.6827,4.0019,3.8925,4.8314,4.3104,3.7752,4.4457,4.1203,4.0584,4.6966,3.89590117148,3.49324715755,4.20758193334,3.8228,3.98923393421,4.5436,5.2983,3.3221,3.6905,5.3005,3.8167,3.8857,4.3046,5.821,4.7512,4.1376,5.2983,4.2661,3.9299,4.7198,3.6184,3.6543,4.3306,4.5224,4.018,4.6668,3.981,3.705,4.6387,5.2177,3.8818,4.4983,3.5424,3.6589,4.5964,4.5129,3.927,3.2692,3.928,3.864,4.4277,3.6077,3.4129,3.3731,3.3293,4.5626,4.281,2.2391,3.9031,4.3242,3.6148,4.4384,4.8059,4.5916,4.7104,4.3604
PPP2R5A,4.3611,4.0401,4.7861,2.8502,4.5736,4.4304,4.8729,3.6669,3.162,4.1587,3.6827,4.1417,3.2737,4.4203,4.149,4.8992,3.8136,5.2438,4.1899,3.9089,4.0118,3.9031,4.7361,4.9012,3.6928,2.7095,4.2048,5.1285,5.2157,4.3133,3.7825,5.36,3.4517,3.6486,2.9765,3.97,3.8866,3.869,5.1692,3.9012,4.1612,5.4614,5.7162,4.50720829494,4.21225600796,5.37023082208,5.6459,4.09431340594,4.2033,2.2901,3.9865,5.2361,4.6866,5.1494,4.6776,4.7181,3.9232,3.837,4.1539,2.676,4.9561,3.6359,4.2396,4.1828,4.7955,4.2958,4.8105,3.2002,4.8033,4.0295,4.0269,3.1588,3.1987,4.2825,3.5262,4.4575,4.3758,4.2899,4.1368,3.2174,4.7323,4.3534,5.1202,3.8915,4.5361,5.2369,3.7971,3.623,3.8769,4.3639,3.3163,4.613,2.6918,3.5694,3.9468,4.4823,3.8239,4.6323,4.3191
PPP2R5B,2.6464,2.3308,3.0002,2.6783,3.5486,3.9374,3.668,4.0952,4.067,3.5299,2.0569,3.9929,2.0465,2.9544,2.8361,2.9765,2.3366,3.1955,1.7617,2.7826,2.7572,3.7356,0.7233,2.4225,4.0696,2.77,3.1523,2.7183,3.345,1.5998,2.4883,3.3206,2.5388,3.4778,3.5718,2.7594,2.1313,2.7336,3.0234,3.1491,3.011,3.1971,2.7139,1.26664009406,3.31844913152,1.95268900441,3.2617,2.1345539209,1.5854,2.5288,2.7742,0.3685,2.9338,3.7378,2.828,3.9327,2.6624,3.3535,3.5608,0.9568,3.3047,2.8178,2.7487,3.4075,2.9281,3.8421,3.7678,3.0791,2.4306,3.6894,3.5473,2.3337,1.2696,2.5061,3.0163,2.3536,2.5061,3.9374,2.6738,4.048,2.0183,2.7508,3.7061,3.4907,3.7302,3.3869,3.2049,2.6556,3.1311,2.4701,1.6512,3.1311,1.2085,3.0602,0.9268,2.7868,2.6161,3.7226,3.3003
PPP2R5C,5.9579,6.3569,5.7426,6.8796,5.9385,6.0081,6.611,5.9348,5.8058,6.0433,5.1708,6.2904,5.9635,6.3241,5.5832,6.3777,6.0077,5.6834,6.1938,5.8123,5.9331,6.3562,7.3611,6.5753,6.8197,6.6676,5.6622,6.7403,6.7576,6.5306,5.1914,5.9642,5.5179,5.4826,6.1394,5.3413,7.212,6.726,5.8672,5.1522,5.9901,5.7372,6.6227,6.50694027564,5.39903541161,6.37826967402,7.0311,6.39325965356,5.703,6.0618,5.4423,5.9151,6.1328,5.7323,5.7947,6.366,6.6724,6.1303,5.8907,7.7789,6.1165,5.752,6.5787,5.947,5.9019,7.0118,6.4155,6.3368,6.2828,6.1098,6.0702,5.8709,5.9672,6.3397,6.0043,6.1841,5.0286,6.6066,5.3782,6.3829,4.7809,6.433,6.3091,5.9729,5.8924,5.5488,5.7123,5.6445,6.2756,6.2732,5.9198,6.2373,5.6479,6.2018,5.7887,6.0424,5.4797,6.1416,6.1361
PPP2R5D,5.1469,3.4358,4.7214,5.142,5.0023,4.5565,3.4102,4.6428,4.9801,4.8314,5.4526,4.6491,4.5324,5.0545,5.0981,4.3534,3.603,4.8724,5.1326,4.8778,5.72,4.0909,5.3527,4.0645,3.9223,5.1412,4.7242,3.836,4.3406,5.3765,4.5386,4.3541,4.7877,5.0131,4.6445,4.5886,4.5856,5.064,4.8665,4.8905,4.6154,4.6124,4.2457,3.83903240304,3.60360809007,3.62537615603,4.2699,4.27732532295,2.9562,3.0515,4.8973,4.0162,5.3792,4.7851,4.8615,6.0753,5.5931,4.2578,4.0436,4.4203,4.943,3.9755,4.7991,5.0635,4.9175,4.9737,5.2381,5.149,4.7517,4.7677,4.067,4.5268,3.8788,5.2548,5.1277,4.6882,4.7661,4.8968,4.4693,4.0523,4.865,4.5255,5.3516,5.0361,4.6253,4.5236,4.8125,5.3111,5.1859,5.2917,3.5766,4.9303,4.1547,3.9829,4.9341,4.14,4.232,5.0833,4.6485
PPP2R5E,3.9496,1.9073,3.637,2.8858,3.47,4.3082,4.3249,3.8289,4.1161,2.7161,3.5923,3.5523,2.7465,3.8827,3.7539,3.7443,2.8301,4.0977,2.9375,3.3759,4.208,3.1685,3.8198,3.8085,3.1344,4.0841,3.1491,2.2206,3.4971,4.6594,2.8542,3.4237,4.0251,4.0506,3.4451,3.3911,2.4439,3.0995,3.5149,3.0585,3.3221,3.8521,4.3206,4.62066873096,3.80385468895,4.38720256649,3.5047,4.93172853107,2.3451,2.183,3.3464,3.3925,4.0688,3.2405,3.345,3.7992,2.9338,3.0944,3.0774,1.8444,2.9692,2.4597,3.4945,3.6509,3.7529,3.4102,3.6207,3.7127,4.4621,3.868,3.4971,2.3479,1.9415,3.8013,3.8033,3.3759,2.4779,3.795,3.2112,2.971,2.2144,3.6113,2.6019,3.0757,2.5437,3.0287,3.6939,3.5694,3.9356,3.8441,2.3479,4.0348,1.3956,3.7378,3.8218,3.5436,2.6715,3.695,3.8511
PPP3CA,2.791,1.5366,2.5462,1.4962,3.6748,2.578,3.453,2.9929,2.8799,1.4859,3.1829,2.6579,1.9638,3.38,2.6278,3.3897,3.1588,3.0671,2.4386,3.3206,2.8779,2.2237,3.4881,2.4171,1.9859,3.7171,2.2482,3.4504,4.2304,2.9784,2.0289,2.8858,1.7702,3.0287,3.866,3.091,3.2557,2.0254,3.1442,2.7183,2.8158,3.1523,3.1311,3.94917572464,3.74262901186,4.54079107848,3.38,4.57171168409,1.7912,2.8341,-0.4921,3.5374,2.4359,2.3536,2.6043,2.1541,1.2271,2.4934,3.4304,1.2992,2.824,2.1213,2.0147,3.0791,3.3938,1.8119,2.9911,3.0287,2.233,4.6029,0.3796,2.1147,1.8722,2.1509,2.8361,3.3435,3.2526,2.3816,2.496,4.3119,2.5036,2.5924,3.6916,2.6138,2.1444,2.8799,3.865,3.3897,1.9749,1.934,1.1382,1.7141,2.0946,3.2929,2.0076,2.3337,1.8762,3.1162,3.186
PPP3CB,4.1061,3.3221,4.3119,3.3293,3.9746,3.906,3.1939,4.1724,3.3814,3.8187,3.5362,3.3925,3.3506,4.3484,4.6358,4.2258,3.6994,4.2987,3.9561,4.4556,4.95,3.9865,4.6691,3.9728,3.865,4.2389,3.5374,3.3647,4.2818,3.9041,3.6089,4.0549,3.7667,4.2373,3.9459,4.2639,3.7857,3.2766,3.7486,4.8793,4.0001,4.3234,3.7688,4.65566955271,4.7219384468,5.31777818553,3.867,4.75414918453,2.7551,3.5947,3.1491,3.9515,3.4752,3.2677,4.2699,4.048,3.3421,3.9412,3.8411,2.676,3.7006,3.1588,4.0082,4.1875,4.9491,3.981,3.1442,3.4183,4.6154,4.449,3.4048,3.3703,1.8363,4.6826,5.2728,6.1266,4.026,4.3979,4.6882,3.4958,4.511,4.4719,4.3234,4.7285,3.9459,4.8084,4.1812,4.6606,6.3834,4.2258,2.4753,4.4919,1.7316,3.0568,4.2457,4.38,3.242,4.0497,4.5844
PPP3CC,1.4652,3.1955,2.8158,2.8361,2.7379,2.4623,2.5828,2.1378,1.642,2.59,1.6234,2.7292,2.5561,2.93,3.4945,2.9507,2.1114,3.402,2.0742,-1.8314,1.105,3.4843,-1.2828,2.4359,2.05,4.6662,2.1411,-1.9379,3.1685,1.6785,2.1509,2.7205,1.2696,3.6714,3.027,2.081,2.9413,2.651,2.5238,1.816,2.3366,1.2085,1.1316,2.92713116238,3.00558578198,2.98656152884,3.1507,2.46493262301,1.1512,1.949,2.8877,1.5661,2.826,1.3623,1.9712,3.2343,1.6964,2.2513,2.7594,1.2394,3.1145,2.108,1.8683,2.6185,2.4727,1.9712,2.9052,1.8604,2.8542,2.7444,3.011,2.9525,1.7912,3.4156,2.5087,2.236,1.884,2.0844,0.1257,2.9618,1.46,3.5035,2.9413,2.5462,2.7657,1.8604,2.8117,1.3109,1.5316,1.8722,0.1903,3.6347,-0.8599,0.8164,0.9568,1.8036,2.7993,2.9911,2.1862
PPP3R1,5.0833,2.9525,4.5091,2.685,3.9765,4.7555,4.6047,5.178,4.2987,3.7846,4.3435,4.9435,3.6486,4.7913,4.9514,4.5386,3.7518,4.652,4.6491,5.3356,4.9658,3.9337,4.8905,4.0392,3.4102,4.8973,3.7656,3.3321,4.7725,4.5392,4.1555,5.153,4.366,4.565,4.9704,4.3068,4.2951,4.1796,4.3917,4.7038,3.7857,4.579,4.9598,4.52082087415,4.96003398937,5.16193656607,4.63,5.29721627926,1.9377,2.3106,3.9118,4.47,4.9924,4.2995,4.5497,4.3681,3.3869,4.0627,4.3883,1.2576,4.1277,3.8075,3.9022,4.5802,4.4006,4.0162,4.7464,5.0144,3.7815,5.1918,4.2335,3.0234,1.5709,4.6393,4.3198,4.9644,4.2041,4.5608,4.0679,4.2691,4.8345,4.8095,4.2609,4.3328,3.9608,4.8084,4.8485,4.9865,4.8949,4.6849,2.043,4.6236,3.0602,4.359,5.1555,4.429,3.0252,4.9103,4.6944
PPP3R2,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-7.380866483,-6.50638501219,-3.62596677104,-5.5735,-6.50638501219,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
PPP4C,6.9375,6.9445,6.0396,7.6968,7.2185,6.7343,7.0399,7.2451,5.9151,8.2369,7.6023,6.701,7.3809,6.5848,6.6235,6.6984,5.7252,6.7942,7.5952,6.8204,6.5674,6.6091,6.2828,6.127,6.8238,5.9043,7.222,7.7714,6.6355,7.2809,6.794,7.3923,6.9646,6.4798,7.5185,6.9111,7.1695,7.4852,6.9251,5.6588,6.9324,6.562,6.7094,5.34221589712,6.83674241432,4.65457346084,6.6565,5.29006148856,6.344,6.1995,7.1678,6.6791,7.1354,7.1721,7.7986,7.4005,8.1509,7.5065,6.9027,7.6331,7.0236,7.1431,6.6371,6.9665,6.5718,7.2557,7.108,7.354,6.6353,6.8605,7.2355,8.1253,7.5869,7.3655,6.4621,7.2114,7.4322,6.8437,7.0383,6.7072,7.1016,7.0229,6.8712,6.2044,6.4441,6.877,7.2417,6.8782,6.986,5.7156,6.0711,6.8654,7.3449,6.5126,7.0144,6.3149,6.4754,6.4396,5.8115
PPP4R3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4R3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4R3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP5C,5.4712,3.8925,5.1835,5.2434,5.5205,4.9991,5.3463,4.7735,5.1256,5.8575,6.828,5.4199,5.2381,5.2865,5.5976,5.0943,4.3484,5.7423,4.5814,5.2338,5.9103,4.9933,6.7327,4.2795,4.6747,5.3374,5.3488,4.245,4.9542,5.7963,5.4973,4.8934,5.5635,5.4077,5.8555,5.639,4.7581,6.0099,5.1744,5.7244,5.3434,5.176,4.9973,4.8071263478,4.65196141383,4.32089423661,4.2181,5.27504859899,3.1475,3.8228,5.8922,4.796,6.3261,5.331,4.9117,5.6874,5.2965,5.2087,4.3082,3.9728,5.8027,5.4111,4.8151,5.5292,5.119,4.5085,5.4861,5.6041,5.582,5.0135,5.5604,4.6101,3.3163,6.0323,5.3999,5.2052,5.3608,5.1445,5.6177,4.2586,5.5961,5.7934,5.2773,4.4621,5.0824,5.6952,5.4333,5.569,5.4286,4.8156,4.4149,5.6568,5.1148,4.3104,5.176,5.1811,5.562,5.4693,5.3716
PRDM4,2.9802,1.2147,3.7237,2.4908,2.8779,3.3061,2.5437,3.6347,3.835,2.4571,3.8857,3.3148,2.5996,3.2572,3.5899,2.5388,2.4144,3.2282,2.8219,3.5436,3.2781,2.8858,2.3953,1.816,2.1444,3.1987,3.0842,1.5013,2.4857,4.1086,3.1393,2.8779,3.8837,3.6635,3.1245,3.4622,3.4609,3.1028,2.8838,3.958,2.6984,3.3506,3.011,3.50666573078,4.1535209068,3.33216771764,2.3871,3.96498511015,1.177,2.5363,3.4933,3.1409,3.2267,2.3592,3.0446,3.208,2.8994,2.6255,2.8422,1.334,2.7951,1.766,1.8363,3.1829,3.1669,2.3677,3.5324,3.5436,3.0145,3.2988,2.6302,2.3451,1.1706,3.2662,2.4359,3.2282,2.6418,3.7464,3.0825,3.0481,3.5337,3.5411,1.8918,3.2511,2.8858,3.7571,3.3911,2.6828,3.242,3.1278,1.6234,3.0859,2.0465,2.1798,3.0654,3.2127,2.4225,2.8199,3.5994
PREX1,3.8925,4.0073,2.4883,1.7532,1.614,4.1086,2.676,3.5461,2.676,2.3843,2.6161,2.1988,2.9224,2.4908,3.6312,2.5313,3.1311,1.9226,3.7389,4.0162,0.4125,3.3633,5.0998,0.5859,1.9415,5.7096,2.7679,1.5064,-0.0425,3.38,2.4727,1.9822,2.9262,1.2576,2.8076,3.7421,3.6703,3.1212,1.8201,2.9674,3.7248,2.4805,1.4441,2.23602349511,2.97007749811,3.08509398547,1.3283,3.20884608956,0.24,2.8701,2.4623,4.1119,3.74,3.3336,2.6043,3.6428,2.5363,2.4306,2.4753,0.9268,2.5924,1.2576,3.5584,2.7292,1.9749,2.6138,4.3256,3.6277,2.4779,2.3479,2.6395,2.0878,2.4518,2.3077,3.7667,3.0995,2.2543,2.9243,2.7465,3.0808,2.1147,4.3213,0.9935,4.1555,2.8301,4.7307,0.7146,4.2639,3.3911,1.4756,1.1897,3.7877,1.3901,1.7316,3.1344,3.0002,2.824,3.222,2.7465
PRICKLE1,3.2481,-1.7809,1.0079,2.0535,1.4281,0.8082,0.4657,2.561,1.5415,0.2881,0.537,2.0673,-0.9406,0.6608,0.3796,-0.0877,1.4228,2.2633,1.0642,3.831,2.8661,2.6325,-3.1714,-4.035,-0.6193,0.9642,1.8524,2.0395,-0.7108,-0.9406,1.0293,-0.9686,0.3231,0.1257,1.0642,0.1776,0.3796,0.6608,-0.5543,0.9343,0.517,3.7313,0.7321,0.868671777299,2.25127346084,0.609777381404,-0.2498,3.30687213239,-1.4699,1.7912,-1.1811,4.0816,0.8327,0.4233,1.5563,-0.9971,1.1577,-0.7346,0.434,-2.3884,0.8164,-0.3566,0.6699,2.1378,0.3115,-0.3201,1.5563,2.7117,-0.2845,1.4065,-0.8599,-1.1172,0.0014,1.4388,0.3796,1.7141,-1.3183,3.4371,0.099,1.3397,-0.4921,2.694,-1.2828,-0.2159,0.3231,2.5634,1.8683,0.3796,-0.6643,-1.5105,-3.816,3.4398,-1.9942,1.8762,2.3048,-0.4131,-1.5522,-0.1993,2.5924
