gene_name,TCGA-OR-A5J2-01,TCGA-OR-A5J3-01,TCGA-OR-A5J6-01,TCGA-OR-A5J7-01,TCGA-OR-A5J8-01,TCGA-OR-A5J9-01,TCGA-OR-A5JA-01,TCGA-OR-A5JP-01,TCGA-OR-A5JR-01,TCGA-OR-A5JS-01,TCGA-OR-A5JT-01,TCGA-OR-A5JV-01,TCGA-OR-A5JW-01,TCGA-OR-A5JY-01,TCGA-OR-A5JZ-01,TCGA-OR-A5K0-01,TCGA-OR-A5K1-01,TCGA-OR-A5K3-01,TCGA-OR-A5K4-01,TCGA-OR-A5K5-01,TCGA-OR-A5K6-01,TCGA-OR-A5K8-01,TCGA-OR-A5KO-01,TCGA-OR-A5KU-01,TCGA-OR-A5KW-01,TCGA-OR-A5KX-01,TCGA-OR-A5KY-01,TCGA-OR-A5KZ-01,TCGA-OR-A5LD-01,TCGA-OR-A5LG-01,TCGA-OR-A5LH-01,TCGA-OR-A5LJ-01,TCGA-OR-A5LK-01,TCGA-OR-A5LL-01,TCGA-OR-A5LM-01,TCGA-OR-A5LN-01,TCGA-OR-A5LO-01,TCGA-OR-A5LP-01,TCGA-OR-A5LS-01,TCGA-OR-A5LT-01,TCGA-OU-A5PI-01,TCGA-PA-A5YG-01,TCGA-PK-A5H8-01,TCGA-PK-A5H9-01,TCGA-PK-A5HA-01
RSPO2,-5.5735,-2.9324,-9.9658,-9.9658,-2.5479,-6.5064,-4.6082,-5.0116,-9.9658,-6.5064,-5.5735,-6.5064,-9.9658,-3.3076,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-0.9686,-9.9658,-9.9658,-4.6082,-3.1714,-6.5064,-9.9658,-4.6082,-1.685,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-4.6082,-4.6082,-9.9658,3.2737,-3.816,-9.9658,-6.5064,-9.9658,-9.9658
RSPO3,-4.035,-4.035,-5.5735,-9.9658,3.5187,-4.6082,-9.9658,-2.8262,-1.9379,-4.2934,-4.035,-6.5064,-6.5064,-9.9658,-4.6082,-9.9658,-2.6349,-4.2934,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-3.816,-9.9658,-6.5064,-4.035,-6.5064,2.3508,-9.9658,-9.9658,-5.0116,1.46,-9.9658,-3.6259,-5.0116,4.4162,-9.9658,-0.5543,-3.816,4.1539,-9.9658,-3.0469,-5.0116
RSPO4,-3.6259,-3.816,-3.816,-3.1714,-9.9658,-6.5064,-3.1714,-6.5064,-3.6259,-5.5735,-0.8599,-3.0469,-6.5064,-5.0116,-1.9942,-9.9658,-3.0469,-5.0116,-1.7322,-3.0469,-9.9658,-9.9658,-4.6082,-3.1714,-3.0469,-2.8262,-3.1714,-5.5735,-3.0469,-9.9658,-3.458,0.8082,-2.1779,-3.816,-4.035,-2.9324,-5.0116,-2.9324,-3.0469,-9.9658,-2.4659,-3.0469,-0.2498,-3.816,-1.2481
RUVBL1,4.851,3.991,3.3206,4.0269,4.6537,4.3039,4.2142,4.2951,4.3855,4.8248,3.9543,4.2884,3.4635,3.9318,4.0028,3.8769,4.3667,3.1813,4.1764,5.1599,4.9341,2.8936,5.31,3.9118,3.9691,4.251,4.1011,5.332,2.945,4.5934,4.3082,4.5411,2.9875,3.907,3.2297,3.3787,2.9205,3.4674,4.9189,4.5693,4.6531,3.3076,3.8857,3.8601,4.1692
RXFP1,-2.5479,-2.3884,-3.458,-5.0116,-1.7322,-5.5735,-2.7274,-5.0116,-4.2934,-2.5479,-3.0469,-2.5479,-2.1779,-3.458,-3.458,-4.2934,-2.3884,-2.9324,-9.9658,-2.2447,-3.6259,-4.6082,-2.6349,-0.7834,-2.5479,-5.5735,-4.6082,-1.0862,-3.0469,0.434,-1.3548,-4.2934,-5.5735,-0.0725,-3.458,-5.5735,-1.3183,-3.1714,-9.9658,-5.0116,-1.8314,-2.114,-4.035,-0.8863,-3.0469
RXFP2,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-1.5522,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RXFP3,-2.2447,0.8408,-9.9658,0.0854,-4.6082,-1.8314,-6.5064,-1.7809,-9.9658,-9.9658,-9.9658,-2.4659,-0.3752,-1.2142,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-2.8262,-2.3884,-9.9658,-1.0262,1.3283,-2.5479,-9.9658,-5.5735,-9.9658,-4.6082,-9.9658,-4.6082,-1.0862,-9.9658,-0.5973,-9.9658,-9.9658,-0.0725,-2.5479,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116
RXFP4,-2.5479,-9.9658,-3.816,-5.5735,-4.035,-6.5064,-2.8262,-9.9658,-5.5735,-5.5735,-5.0116,-9.9658,-5.0116,-9.9658,-5.0116,-5.5735,-4.035,-9.9658,-4.2934,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-4.6082,-9.9658,-5.5735
RXRA,3.4596,4.2412,3.8561,3.6566,3.773,4.7819,3.3278,4.1194,2.8219,4.1716,2.7422,2.6067,4.9184,1.9073,1.1447,3.5815,1.5316,1.8119,2.8916,2.6579,3.2885,3.9374,4.86,3.0706,4.1907,5.2312,4.5311,3.6928,3.5706,4.7176,4.0171,4.0523,2.1766,5.4407,2.3308,3.1245,2.9929,3.4609,4.3349,3.5287,4.6077,3.9346,1.7009,5.2825,2.4857
RXRB,4.1161,3.6555,4.5856,4.4236,4.404,4.0506,4.4621,3.7237,3.8208,4.4317,4.1368,3.8002,4.8525,4.706,3.9892,4.7955,3.5199,3.1011,4.3328,4.5324,4.5299,2.8602,4.8324,3.836,3.4129,5.0683,3.6417,5.0148,2.9544,4.2884,4.17,3.9099,4.1252,4.3667,4.1335,3.9299,4.3191,3.836,3.9892,3.8208,4.0287,3.6405,5.1716,4.8973,4.551
RXRG,-3.6259,-9.9658,-0.1504,-1.9942,1.196,-9.9658,-5.0116,-1.9942,-9.9658,-4.035,-3.816,-9.9658,-5.0116,1.766,-9.9658,-1.2142,-4.2934,-4.2934,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-4.2934,-9.9658,-5.0116,-3.3076,-4.2934,-4.035,-6.5064,-1.3183,-4.035,-5.0116,-3.1714,-9.9658,-5.5735,-9.9658,-2.5479,-5.5735,-2.4659,-3.3076,-9.9658,-2.5479,-9.9658
RYK,4.834,3.492,2.4701,2.4035,3.8973,3.5547,3.0287,2.5948,4.4719,3.7496,4.0331,3.2781,3.6451,3.7518,4.6821,3.7269,3.5947,1.9302,4.6804,3.9571,4.4745,2.8014,4.4693,3.6635,3.0181,3.9223,3.3017,5.6502,2.7465,4.0295,3.66,4.7714,3.6827,3.8808,2.8582,3.2096,3.4997,3.6335,3.7971,4.2892,4.6468,4.9496,4.0064,4.7394,3.9728
RYR1,-0.9132,1.4494,2.2693,-1.1488,0.0158,3.0498,0.6969,-2.3884,-0.7108,-1.8314,-2.4659,0.9115,1.9564,-3.458,0.3796,0.9716,-0.4131,-0.1345,0.7493,-0.7588,-0.1828,-0.3752,1.8957,-0.5332,-1.3183,-1.1488,1.4911,-2.8262,-1.4699,-3.1714,-1.1172,2.7336,-0.2328,-0.4131,0.5271,0.058,4.2419,0.7999,3.2915,-2.7274,2.9394,-0.2671,1.7617,-1.2142,0.0718
RYR2,-3.458,1.9895,-9.9658,0.4761,-2.8262,-0.7346,1.2023,0.1388,-0.5125,-0.6416,1.3051,0.3231,1.7702,2.1247,0.1388,-5.5735,-6.5064,-1.5105,0.1124,-3.0469,-1.1811,-0.5973,-4.2934,1.2815,1.9895,-1.9942,0.4016,-6.5064,-4.2934,-5.5735,0.7579,-3.816,-0.2159,-0.5125,-1.2142,-1.8314,0.7146,-2.3147,2.3981,-1.8314,-3.0469,0.0718,-0.0425,-3.816,0.605
RYR3,-2.6349,-1.4305,-0.6416,-0.5543,-5.0116,-2.4659,1.6964,1.1184,-2.7274,-1.0559,-3.816,-6.5064,-3.0469,-0.3383,-3.3076,-2.3147,-6.5064,-3.1714,-3.3076,-3.1714,-1.5951,-9.9658,-2.1779,-2.5479,-1.1811,-2.6349,-4.2934,-2.8262,-2.7274,-4.2934,-1.8836,-1.1172,-3.816,-1.7322,-0.6643,-5.0116,-3.458,-3.458,-0.9971,-1.8836,-4.6082,-5.5735,-3.816,-2.7274,-1.7809
S100A7,-9.9658,-2.4659,-2.5479,-9.9658,-2.7274,-9.9658,-1.5105,-3.6259,-9.9658,-2.2447,-9.9658,-2.6349,-9.9658,5.073,-9.9658,5.5967,-1.8836,-9.9658,-3.1714,-3.6259,-0.9406,-9.9658,-9.9658,-1.9379,-1.9942,-0.0725,-9.9658,-9.9658,-9.9658,2.7073,4.5571,-2.114,-1.7322,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.24
S100A7A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-2.3147,-1.1811,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
S100A8,1.4808,1.412,1.3283,0.7058,3.8759,2.3019,2.6895,1.0151,-0.3383,2.4252,2.2452,0.7916,0.0718,3.5959,1.4441,2.3451,2.3926,0.9038,1.5216,1.2934,1.9564,1.3454,0.3231,-0.4325,-1.0262,1.8201,1.3225,1.2455,1.1577,5.0721,5.383,-1.685,0.5271,0.346,1.9712,-0.2671,0.2154,0.2998,0.8726,-1.0862,-0.8339,1.0642,2.7931,2.9186,0.1776
S100A9,2.3816,2.1798,5.4043,1.5216,7.7412,2.874,3.3703,2.0395,1.8242,2.3981,2.5972,1.766,0.8408,4.6955,1.9895,3.5827,2.5876,1.8036,2.0673,3.5399,3.5791,1.4652,0.8961,3.29,1.787,2.2842,2.081,3.1924,-3.6259,4.7872,5.1819,-0.394,1.2333,0.7146,3.5362,-0.7588,1.1512,2.1411,1.105,-2.0529,0.1257,3.2034,3.7226,3.0808,3.4411
S1PR1,3.7486,3.9147,3.8441,4.5904,3.4424,4.0471,2.3222,3.4726,3.1112,2.9729,2.3898,3.3076,4.1078,3.2737,2.4225,3.9137,3.5994,1.7575,0.7748,2.4492,2.4779,2.0076,2.2693,1.0433,2.2237,3.1458,3.0463,4.1128,2.9262,1.8762,3.0671,2.0742,2.233,1.5165,2.7615,2.1574,2.5188,4.7903,2.3451,2.3843,3.1261,4.0462,2.6487,3.4197,3.5022
S1PR2,0.1648,0.4552,-0.5543,0.6699,3.8023,0.0014,1.0503,1.8683,0.434,0.8246,-0.8599,-0.1187,0.2277,0.6699,-1.0262,2.0465,0.03,-0.2845,1.125,1.5115,0.679,0.537,1.3623,1.787,-0.1993,1.1382,-0.1665,1.0503,0.1388,0.0014,-0.0725,0.9642,0.8488,-0.6643,0.7493,-0.2498,0.3796,0.5955,-0.3383,0.688,0.7407,0.4865,-0.013,0.0718,1.6045
S1PR3,3.7783,5.1044,1.8444,6.2536,4.2526,6.0306,4.6994,5.4047,2.6302,5.5601,1.9452,1.692,5.4236,2.8562,1.8078,6.3043,3.5535,4.3206,1.46,3.4791,2.8602,5.9642,4.0153,4.4608,5.8309,4.6809,7.1408,4.976,6.1639,4.3938,2.6348,5.4283,-0.2159,5.026,5.1692,0.099,4.6606,2.9893,4.9883,1.0151,6.6628,1.4911,3.8983,1.692,1.9377
S1PR4,-1.1488,-4.035,0.3685,-2.3884,1.0151,-0.7588,-2.7274,-0.9971,-1.3921,-1.3548,-1.5105,-1.4699,-1.7809,-1.4699,-4.035,-3.458,-0.6873,-2.8262,-2.3147,-3.6259,-2.114,-1.3183,-1.7809,-3.458,-2.9324,-2.3884,-1.685,-0.9971,-2.9324,-0.7588,0.8164,-1.2828,-0.0725,-2.114,-1.8314,-1.1811,-5.0116,-1.0262,-0.7108,-2.7274,-2.3147,-0.2159,-1.5522,-0.1993,-1.4699
S1PR5,-0.3566,0.2277,-2.8262,0.8883,2.5828,-1.5105,-0.7108,1.0503,-2.0529,0.3907,-1.0262,-3.6259,-2.1779,-1.4699,-4.2934,-3.0469,-1.0262,-3.816,-2.9324,-0.3752,-0.4325,-2.7274,-0.9132,-2.8262,-2.9324,-2.6349,-1.9942,-0.1345,-0.5756,-0.8339,-0.9686,-1.6394,-2.4659,-2.7274,-2.7274,-1.6394,-1.4305,-0.5973,-0.8599,-4.035,-0.5332,-1.2142,-3.816,-2.3884,-2.3884
SAV1,3.7877,3.8896,3.1924,2.2753,3.5098,3.6543,3.9929,4.0207,2.8482,3.7248,3.3278,4.2095,3.8788,3.869,2.9765,3.9645,2.8974,2.6579,4.2965,3.7867,3.1749,4.0558,4.5669,3.4277,3.3235,4.1788,2.9618,3.5022,3.4984,4.4726,3.0757,2.7073,2.8014,4.208,4.5009,2.5707,4.8161,3.1179,3.3577,2.9581,3.9213,3.5224,3.8391,3.5086,2.5163
SCD,5.6648,7.724,7.0491,8.2613,4.443,5.5635,7.5014,7.922,6.4135,8.1777,3.1162,6.1404,7.9258,8.4959,7.9758,4.9002,7.2361,6.3887,7.4283,7.9995,8.4576,4.7714,7.0553,6.5432,6.787,5.3747,8.543,7.4096,4.4128,8.0533,6.7028,5.5314,4.1788,5.6496,7.3469,3.7646,8.24,2.4439,5.6795,2.2237,7.3295,1.9638,7.2015,5.0709,3.5887
SCD5,4.8535,5.4426,2.8522,5.337,3.0893,6.6439,4.846,4.8704,7.9998,5.404,8.1969,6.6007,7.3121,2.6019,6.4991,5.4152,8.0048,6.19,8.59,3.186,5.7318,7.1602,7.2907,6.9119,4.3335,6.4616,7.0248,7.0226,5.8017,5.1748,7.1849,4.7814,6.114,6.2902,6.1129,6.3259,6.9548,6.3484,7.0941,7.0551,7.0254,5.5568,4.9951,4.2396,5.9028
SCP2,6.3944,6.4177,6.2826,6.3915,6.4011,6.4303,6.4184,5.803,6.3963,5.5299,6.4002,6.2424,5.6971,6.1235,6.3333,6.1156,6.2361,5.898,6.3549,5.1704,5.7068,5.5787,6.5126,6.0803,6.4179,5.2791,6.109,6.2373,5.033,5.5308,6.3248,6.231,5.3395,5.2025,5.9184,5.5395,5.1065,6.0112,5.9514,6.3695,5.6026,6.1229,6.2763,7.0479,5.3463
SCRIB,3.5791,3.7667,4.1002,3.7356,4.7882,5.3611,4.0782,5.4115,4.0251,4.2914,4.1094,3.2096,2.9262,4.7159,3.8778,5.0339,4.2958,3.6382,4.3786,5.2536,4.1716,3.9318,4.6781,4.1523,4.4061,5.0648,4.048,5.4002,5.2204,4.7033,4.2358,4.439,3.5645,3.6543,3.7083,4.306,3.1344,3.2251,3.4648,3.7857,2.9243,3.0234,4.6781,3.7028,4.3555
SEC13,6.4903,6.3003,5.3747,5.7005,6.9683,5.783,6.6307,6.5687,6.3693,6.5067,5.9175,6.1117,5.8166,5.981,5.9035,6.0339,6.2447,5.096,5.7096,6.5443,6.4603,5.5475,6.0394,6.4694,6.3932,5.8176,6.6244,6.7115,4.9012,6.1709,6.0943,7.1213,6.1554,5.444,5.8545,4.7856,5.5611,6.1272,5.5515,6.3218,5.8125,5.8994,5.5558,5.9896,6.4829
SEH1L,2.9262,2.5112,1.9264,2.3048,3.8837,3.0056,2.6232,1.7828,2.3337,2.0742,1.7995,2.8321,2.4008,2.8502,2.7422,3.2065,2.6302,2.0076,3.2781,2.6325,2.694,1.7316,3.2002,2.118,2.3479,2.5263,2.4831,3.5899,2.7868,3.3293,2.8974,2.3953,2.3843,3.3883,2.6805,1.5661,2.6232,2.5683,2.4386,1.8524,2.9243,2.3508,2.676,3.5645,2.05
SELE,-0.3383,-3.816,-5.0116,-4.035,-3.3076,-5.5735,-4.6082,-5.0116,-1.7809,-1.3921,-3.3076,-6.5064,-5.5735,-4.035,-2.8262,-3.816,-1.0559,-9.9658,-5.5735,-6.5064,-2.4659,-5.0116,-5.0116,-9.9658,-4.035,-9.9658,-3.816,-2.7274,-9.9658,-5.5735,-3.458,-5.0116,-2.114,-4.6082,-6.5064,-5.0116,-4.2934,-0.5756,-9.9658,-5.5735,-3.3076,-1.9379,-5.0116,-4.035,-9.9658
SENP2,4.6154,2.5804,2.5213,3.6428,2.609,2.874,2.8799,2.3479,3.5982,3.6759,2.9262,4.0994,3.1179,4.1327,3.3221,2.2421,2.0183,1.3901,3.6838,3.8167,2.8442,1.5514,4.1236,2.9167,2.5707,2.824,2.1894,3.4291,1.5465,2.409,2.7615,3.6125,2.1638,3.002,1.4441,1.5064,3.4622,2.93,4.1684,2.5658,4.3392,3.871,2.7615,3.6635,3.1426
SERPINB5,-6.5064,-4.2934,-4.6082,-9.9658,-5.5735,-9.9658,-2.114,-9.9658,-6.5064,-9.9658,-4.2934,-4.035,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658,-5.5735,-3.1714,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-2.0529,-5.5735,-5.5735,3.0358,-9.9658,-2.7274,-2.7274,-9.9658,-0.1187,-6.5064,-4.035,-9.9658,-9.9658,-9.9658,-1.6394,-5.5735,-4.2934,-5.5735,-6.5064,-9.9658,-9.9658
SERPINE1,4.4176,6.0047,6.6559,1.7744,7.5157,2.496,6.794,2.0465,1.125,4.8425,2.9525,5.1498,3.7709,7.293,2.9394,5.9626,2.2206,2.4306,-0.1345,4.5705,3.8808,6.1956,5.6832,4.6247,8.5179,1.8918,2.7572,5.5367,-0.8339,5.2165,6.2876,2.7805,0.4657,3.5815,5.7024,1.1316,3.866,4.6089,-2.7274,-0.2159,2.6371,2.8219,3.345,4.6347,1.7744
SERPINF1,2.4544,4.7285,3.9147,2.7551,10.1436,1.2209,3.8147,4.499,3.9346,3.7625,1.5216,5.8863,2.651,2.5338,3.7678,2.3926,1.5266,3.2096,0.2642,5.0427,4.3428,3.9865,3.3506,4.2381,3.9175,4.5249,5.6044,5.7293,2.233,6.7939,4.3406,2.1957,4.6977,5.5069,3.0181,3.7496,2.1013,4.2056,0.9419,5.5503,5.2906,4.5129,4.9113,2.0183,4.7751
SESN1,2.685,3.3577,6.3087,3.3577,5.5305,5.061,3.0217,4.3611,3.9108,4.1587,4.1433,4.4602,4.3371,5.1429,4.1684,5.4182,4.0136,3.3003,3.9099,3.8769,3.245,2.7951,2.5288,4.1425,4.1441,5.8684,2.6715,4.5002,4.8445,3.9356,4.1285,1.6093,3.6623,4.2274,4.1852,3.1129,4.0558,3.5572,3.2049,3.981,3.7561,4.2212,4.6189,4.7203,4.6101
SESN2,3.011,2.5972,1.7828,1.4704,5.1347,1.3901,2.4908,3.0825,3.3047,2.0147,4.0269,3.2915,2.036,3.7127,3.6793,2.6624,3.2405,2.6418,2.8321,3.7475,1.6093,1.7912,1.4281,2.8301,2.8462,2.0465,1.6234,1.0293,1.9452,2.0673,3.3647,1.6187,1.4652,1.5064,2.982,0.9343,2.8681,2.9205,2.8622,2.0878,2.9784,2.6738,2.9052,4.5644,2.4332
SESN3,3.8147,1.7009,0.5763,2.4544,3.417,2.2206,0.6332,1.6558,1.9452,3.2112,1.9564,2.233,1.7912,2.8994,3.4477,0.3573,1.2023,0.0854,2.9375,1.595,2.0638,2.0844,2.6278,3.5572,0.7146,0.4761,2.3981,0.679,3.0602,0.4761,0.8568,4.3256,1.196,1.7141,0.434,-0.2498,1.125,0.6517,3.8925,3.5274,2.1541,2.6602,-0.2498,2.4198,0.2522
SETD7,2.6464,2.4008,2.7465,2.872,3.154,3.1572,2.1444,3.5262,2.651,3.2662,3.1844,3.0927,3.9645,3.8033,2.4386,3.7389,1.1382,0.4447,3.5035,2.9469,3.4945,1.4174,2.7139,2.9394,1.8524,1.6875,2.05,2.4279,0.547,2.4465,3.2018,2.2175,1.4808,4.4013,2.609,1.0007,3.4817,2.3251,2.3366,3.0092,4.0679,2.4117,1.2085,3.2988,0.9568
SFN,-2.5479,-2.3147,-5.0116,-3.816,-2.4659,-9.9658,-1.0262,-2.0529,-9.9658,-2.9324,-9.9658,-5.5735,-9.9658,-3.1714,-0.4521,-2.6349,-2.9324,-4.2934,-9.9658,-3.816,-5.5735,-3.3076,-3.816,-4.2934,-2.6349,-5.0116,-2.9324,-3.3076,-9.9658,1.177,1.5806,-2.3147,-5.0116,-9.9658,-1.0862,-5.5735,-2.3147,-9.9658,-5.5735,-9.9658,-4.6082,-4.6082,-5.5735,-6.5064,-4.035
SFRP1,4.2312,2.6962,2.8034,5.2304,-5.0116,-0.3201,2.3732,4.9486,-2.7274,-0.3752,-0.9971,-3.1714,-1.5105,6.7715,-0.3383,7.246,0.5271,2.6067,4.837,2.4857,3.5473,1.7185,4.918,1.4808,-0.0877,6.1369,2.5363,5.8694,0.5859,3.2541,2.5924,3.6006,-3.816,-0.6416,0.5271,-6.5064,-1.2481,-0.8599,2.004,-5.5735,4.47,-4.035,-1.2481,0.1648,-5.0116
SFRP2,-4.6082,-2.3884,-5.5735,-3.0469,7.2211,-1.3183,-1.4305,1.4228,-0.9132,-6.5064,-1.2142,5.7732,-9.9658,-9.9658,-5.0116,-9.9658,-3.1714,1.9302,4.0515,-5.5735,-5.5735,-1.3548,-3.0469,-2.6349,1.5563,-9.9658,1.2815,-3.6259,-9.9658,1.3901,-2.8262,-6.5064,-3.1714,-9.9658,5.3176,-9.9658,-4.6082,0.1257,-5.0116,2.6984,-2.1779,1.4335,0.2998,-3.816,-9.9658
SFRP4,-1.685,2.1378,-3.3076,-1.4305,3.728,-2.7274,-2.6349,0.346,-2.114,-2.1779,-5.0116,-2.9324,0.5763,-3.0469,-2.3147,-1.3183,-1.4699,1.0711,-2.3884,-6.5064,-4.6082,-1.8314,-0.2845,2.5634,1.3791,-1.8836,1.2636,0.1388,-1.1811,2.2421,-1.0862,-2.6349,-1.2828,-0.4921,1.2455,-3.816,-0.6643,-0.3201,-1.7809,1.2085,2.4934,-0.4719,-4.035,-2.7274,-5.5735
SFRP5,0.5955,-9.9658,-6.5064,-6.5064,-5.5735,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-5.5735,-1.4305,-9.9658,-9.9658,-9.9658,-2.4659,-4.6082,-9.9658,-3.458,-9.9658,-1.4305,-1.0262,-6.5064,-1.2142,-9.9658,-9.9658,-6.5064,-9.9658,-1.1811,-9.9658,-3.6259,-9.9658,-0.2159,-6.5064,-9.9658,6.7689,-9.9658
SGK1,3.716,4.4476,5.5808,6.5005,5.8992,4.6888,6.4326,6.2468,6.4895,5.7192,5.7616,6.377,6.0286,5.7423,5.0862,5.2836,6.3728,5.1918,5.9628,3.3535,3.5387,4.2095,3.8481,3.5547,6.0805,4.85,5.9177,6.1359,1.3283,3.4224,5.7052,4.8125,4.9449,7.4923,4.6236,6.0879,3.6961,5.3965,2.4597,3.7302,4.6171,4.8415,7.096,7.5034,8.0148
SGK2,-2.2447,0.4125,-2.3147,0.0014,-4.6082,-1.6394,-1.4699,-3.3076,-0.3022,0.1519,-0.5543,-2.6349,-0.9971,-2.0529,0.3346,-1.2481,-2.114,-1.685,-0.2845,-3.1714,-2.0529,-2.4659,-3.1714,-0.1504,-2.4659,0.537,-2.5479,-0.6643,-2.6349,-2.3884,-3.3076,0.346,-0.3752,0.2154,-2.4659,0.4016,-1.8836,0.1257,-2.5479,-1.1811,-5.0116,-2.114,0.3907,5.7355,1.9073
SGK3,0.4657,1.2636,2.2482,2.328,0.7999,1.2934,0.2154,0.9493,1.8078,2.8858,2.0465,2.4008,2.8014,1.9452,2.0004,1.6695,1.1577,0.3115,2.0742,1.3679,0.9789,-0.5125,2.4465,1.2875,1.5563,0.7493,0.4447,1.9895,-0.0877,1.3454,1.4174,0.058,1.2934,1.816,1.766,1.4962,2.0289,1.4228,3.3703,1.3397,1.7185,1.8643,2.2421,2.4544,0.9716
SH2B1,4.4423,5.2292,4.1161,4.391,4.4615,5.3456,5.2799,5.0277,5.149,5.1708,5.4002,4.7394,5.0734,4.4404,5.7858,5.1587,5.6617,5.14,6.3425,4.9837,4.8615,4.7474,5.6197,5.4233,5.6758,5.2657,5.4186,5.0409,6.067,5.5723,4.3082,4.4417,3.4958,4.9528,5.1396,3.7571,5.1672,4.6736,5.5562,4.6053,5.4436,4.8709,5.8997,5.0286,4.3111
SH2B2,0.058,1.2992,0.537,-0.8863,1.8957,0.2277,1.1577,-0.2671,-0.8084,0.547,-0.9132,-0.1665,0.0718,0.4657,-0.8339,2.1147,0.2762,-0.0725,-0.4325,-0.3383,1.0983,-0.0277,0.2154,1.0363,1.4441,0.1257,0.3346,0.1903,-1.2142,0.058,0.3573,1.8683,-0.394,-0.5332,0.346,-0.2159,-0.9406,-0.5973,0.8805,0.0158,0.517,-0.6873,1.3454,-0.3383,0.3115
SH2B3,2.5163,0.9642,2.4063,2.4985,3.9865,2.753,2.4597,2.2175,1.8722,3.0163,2.7679,3.5073,1.6604,2.0707,3.0498,2.8014,3.0533,0.9935,2.5238,1.5758,1.7489,0.7058,1.3283,1.177,1.3735,1.4065,1.9564,2.9148,-0.1187,1.4911,2.128,2.4252,2.3926,1.8036,1.8201,1.1447,1.2394,2.9052,1.1577,0.3907,1.6875,2.6895,1.8683,3.9374,3.5073
SH2D2A,-0.2159,-1.0559,-2.3147,-0.3022,2.0289,-2.3884,-1.3183,-0.4131,-1.2142,-2.7274,-2.6349,0.1257,-6.5064,-0.1665,-3.1714,-1.1488,-1.2142,-1.7809,-2.5479,0.3907,-2.114,-1.8314,-1.8314,-3.1714,-3.3076,-2.6349,-2.8262,-0.8599,-4.035,-2.2447,-1.4699,-0.4325,-0.6416,-3.0469,-3.6259,-1.1172,-2.5479,-1.0559,-2.2447,-4.035,-1.1172,-0.5756,-3.458,-1.1488,0.0718
SHARPIN,5.2851,4.9275,5.9098,4.9718,5.5919,6.2388,5.5832,6.52,6.9607,5.7366,6.9967,5.9526,4.7539,5.2502,7.0036,5.9385,6.9313,4.8218,7.8261,6.2169,5.7584,4.4855,6.2812,5.8528,5.7544,6.3649,5.2939,6.2411,6.8928,6.2099,6.5099,4.8565,5.5167,5.3385,5.1136,5.7931,5.2676,5.2122,4.811,4.9279,4.9284,5.2411,6.6397,5.698,6.8945
SHC1,6.415,5.1835,4.497,5.8765,5.5868,5.6488,4.9151,6.4163,4.9355,6.3259,5.3868,5.7695,5.0273,4.6571,5.3709,6.2304,5.1863,4.2142,5.426,5.5395,5.4545,4.5491,4.6877,5.5592,5.298,5.0592,5.8731,4.9801,4.6821,5.8079,5.0862,4.1899,4.1692,8.2573,5.09,4.3039,4.7203,5.5485,5.1599,4.7903,5.2698,4.9402,5.0018,5.6183,5.1922
