gene_name,TCGA-N5-A4R8-01,TCGA-N5-A4RA-01,TCGA-N5-A4RD-01,TCGA-N5-A4RJ-01,TCGA-N5-A4RM-01,TCGA-N5-A4RN-01,TCGA-N5-A4RO-01,TCGA-N5-A4RS-01,TCGA-N5-A4RT-01,TCGA-N5-A4RV-01,TCGA-N5-A59E-01,TCGA-N5-A59F-01,TCGA-N6-A4V9-01,TCGA-N6-A4VC-01,TCGA-N6-A4VD-01,TCGA-N6-A4VE-01,TCGA-N7-A4Y0-01,TCGA-N7-A4Y5-01,TCGA-N7-A4Y8-01,TCGA-N7-A59B-01,TCGA-N8-A4PI-01,TCGA-N8-A4PL-01,TCGA-N8-A4PM-01,TCGA-N8-A4PN-01,TCGA-N8-A4PO-01,TCGA-N8-A4PP-01,TCGA-N8-A4PQ-01,TCGA-N8-A56S-01,TCGA-N9-A4PZ-01,TCGA-N9-A4Q1-01,TCGA-N9-A4Q3-01,TCGA-N9-A4Q4-01,TCGA-N9-A4Q7-01,TCGA-NA-A4QV-01,TCGA-NA-A4QW-01,TCGA-NA-A4QX-01,TCGA-NA-A4QY-01,TCGA-NA-A4R0-01,TCGA-NA-A4R1-01,TCGA-ND-A4W6-01,TCGA-ND-A4WA-01,TCGA-ND-A4WC-01,TCGA-ND-A4WF-01,TCGA-NF-A4X2-01,TCGA-NF-A5CP-01,TCGA-NG-A4VU-01,TCGA-NG-A4VW-01,TCGA-QN-A5NN-01
THEM4,4.4634,3.8551,2.7572,3.3278,3.7259,3.5461,3.795,4.0366,3.6928,2.1476,3.9792,3.6219,-1.5105,3.9543,2.8858,3.0706,4.2258,2.7742,3.5047,2.8178,3.3883,3.6006,3.0808,4.4983,3.2096,5.3934,3.3393,3.4304,4.166,3.4411,3.5682,3.7259,4.0799,3.7335,3.0181,3.0791,3.0217,3.5073,-3.3076,2.8622,3.74,2.5948,3.8085,3.8847,2.9948,4.1019,3.1523,3.6219
THPO,0.9862,1.5854,2.727,1.6649,0.2881,-1.9379,-0.9406,-0.8863,1.6649,0.7146,2.1606,3.3076,-4.035,0.1124,-4.035,-0.6873,2.4008,1.9749,1.1382,-9.9658,-3.1714,-2.5479,0.3573,3.2781,-1.8314,0.03,0.8408,-0.8863,-1.2481,3.8808,-0.4521,2.6067,-2.8262,0.5271,2.0289,0.4016,-5.5735,-0.013,-2.3147,0.2881,-2.1779,2.4252,0.7579,-2.0529,-1.1811,1.6649,-9.9658,-4.6082
THRA,4.837,4.4758,4.6662,4.2001,4.4317,3.8033,4.0765,5.3363,7.2259,4.4938,4.7377,3.9496,3.6849,3.7127,4.7291,4.7945,2.9747,4.861,3.0706,2.4144,4.5626,4.4848,5.7843,6.0803,3.9118,5.0837,5.2381,3.867,5.2649,4.1796,3.9175,4.3889,3.1685,6.3347,4.8939,4.0506,4.1587,4.0627,4.1433,3.7182,5.6955,3.4007,4.5577,4.3227,3.838,4.2017,4.2396,3.4687
THRB,-0.9971,-0.9132,-1.1172,0.9191,-2.2447,-3.1714,-2.2447,-0.8339,1.0293,-1.5522,1.1512,0.1257,-1.2828,0.2277,0.5763,0.517,-6.5064,0.2029,-4.035,-0.0725,1.683,-1.8836,1.2992,-2.4659,0.9862,0.2522,1.6649,-0.0574,0.3231,-5.5735,-1.6394,-2.114,-0.8339,1.595,0.5271,0.7146,-1.5951,1.9527,-3.0469,-0.7108,0.1648,0.6425,-0.3022,-1.0559,1.1447,-0.3566,3.8002,0.1648
TIAM1,3.2885,-0.2671,1.2636,2.0979,2.4857,1.6695,2.6579,3.6703,2.7972,2.5011,3.7762,2.183,2.1541,2.409,1.5366,1.9675,-3.1714,-1.5951,2.5338,0.6608,0.7493,0.7493,0.8805,2.4518,2.0569,0.7916,3.242,1.8564,1.2209,1.177,3.7699,0.5955,-0.2159,2.5828,0.5069,0.537,1.692,1.6785,1.9527,2.8838,1.4704,1.0983,1.6875,-0.394,1.1706,-0.3566,2.2543,1.9034
TICAM1,2.2144,2.0004,2.0465,2.4171,2.59,1.7995,1.9226,2.0673,2.0707,2.1147,0.9568,1.6512,2.9674,2.3677,3.011,2.3337,1.7532,1.2516,2.7357,4.2126,2.9948,2.5087,1.2992,1.614,3.0217,3.1179,2.0289,1.3623,3.868,1.7273,2.299,1.412,3.0893,2.3843,0.8568,1.2516,2.4008,3.0515,2.5163,2.8701,2.3308,3.3264,1.6649,3.5572,3.6623,2.561,3.5387,3.3911
TICAM2,1.2209,0.4657,0.9115,0.4016,0.2154,0.4125,-1.4305,0.5069,0.6239,0.0014,0.9642,0.547,0.1124,-0.0725,-0.394,0.8961,-0.1504,0.2642,-0.3383,1.5013,0.4657,-0.0277,0.3573,0.8408,0.1648,0.434,0.4865,0.0718,1.0079,-0.1665,-0.4921,0.2881,0.6608,1.0983,0.3115,0.9115,-1.5105,1.787,-2.4659,0.6425,0.3115,1.0847,0.1519,1.7009,1.9149,-0.0277,1.0007,2.3222
TIMP1,7.8557,10.4873,9.4718,9.6533,9.5419,6.9388,8.6515,10.2278,8.5176,10.6307,11.4003,9.5941,8.959,9.1831,7.9428,9.0581,9.5719,6.9328,9.4148,7.8401,7.5732,8.1581,8.4146,7.0074,7.4426,8.2175,8.1676,8.6969,11.3043,8.6936,10.8726,8.8339,7.8183,8.7175,7.6554,8.5243,9.3699,8.9598,6.5259,12.4268,8.3093,9.8169,9.3286,9.1775,8.3018,8.2436,6.337,9.9169
TIRAP,2.4465,0.1648,0.1124,0.8408,1.125,1.8119,0.8164,1.4335,1.8323,0.3907,-0.3201,1.5854,1.5115,0.5955,1.8683,1.2636,0.2522,-0.394,1.5165,0.5069,0.8488,0.5763,-0.3752,2.2603,1.7097,0.8647,0.3796,1.8604,0.346,0.4447,0.8082,1.4174,0.7493,1.0007,1.8643,-0.0425,2.0218,1.4859,2.4465,0.4552,1.7097,0.7664,0.3115,1.6234,1.7828,1.412,2.0465,1.0573
TKFC,5.729,3.705,4.2412,4.9194,5.4585,4.2563,4.852,6.0616,5.5267,4.7762,4.9887,5.2765,4.1153,5.3779,5.8802,4.9924,4.686,3.7815,4.9203,4.6933,5.4689,4.862,5.5738,5.1891,4.4196,5.9964,5.4512,6.1379,3.6136,4.7624,5.3758,5.9823,5.2932,5.5491,5.093,4.8294,4.7656,5.0379,3.8259,5.0339,5.4383,5.4353,5.7263,4.6537,5.0027,4.4816,5.5543,4.235
TLE1,4.6691,4.5994,5.9454,5.5907,3.8208,5.6335,5.7682,4.5066,4.5802,4.576,4.8807,5.8243,3.3264,4.6439,6.2533,4.7296,2.4883,4.4951,4.0427,5.6159,5.2649,5.3705,6.0743,5.3424,5.3381,5.1672,5.2736,4.6809,3.9223,5.0077,4.1011,4.3625,3.4504,5.4286,4.3986,5.1375,4.9704,5.6468,5.4871,3.8228,5.5407,5.3681,5.426,4.4628,5.6401,4.597,5.7947,5.1277
TLE2,3.2944,-1.2142,2.9319,4.4582,4.4726,3.8993,2.1476,3.8401,3.9746,5.1073,4.6508,3.3717,4.6148,4.5324,5.2544,5.4919,1.8801,0.1519,1.5216,5.5211,3.4881,5.0077,4.538,1.1706,4.4033,1.0007,3.3911,3.6301,4.4149,1.9073,4.1261,1.8078,-0.394,4.073,3.0791,2.0325,3.9929,3.3192,6.6945,2.3843,5.0824,3.6816,5.4098,2.5731,4.0601,4.5723,5.6491,3.5682
TLE3,4.0287,4.6894,4.3667,3.7635,4.0909,5.0471,4.1644,4.9801,4.4861,4.958,4.9486,4.1628,5.0379,3.7421,3.741,4.5862,3.9242,4.2289,4.9098,5.1847,4.3688,4.4582,3.4344,6.0605,4.0019,4.2624,4.9468,4.4713,4.8192,4.5429,5.2315,4.3002,3.483,5.1895,4.6725,5.1827,4.3313,3.5669,4.7517,4.6206,4.3428,4.1094,4.6606,4.0926,4.5693,3.7961,4.3299,4.8192
TLE4,2.1247,2.0707,2.6395,2.561,2.1862,-0.9406,4.7581,3.2374,2.4306,1.816,1.9452,2.7183,3.5349,4.528,1.6234,2.5288,0.3231,3.7709,1.8722,1.1833,0.2522,2.6556,1.4441,3.5098,3.6555,4.2495,3.5387,2.4279,1.8762,2.3222,3.2557,1.9859,1.412,2.5876,2.7227,3.7443,2.8522,2.2051,-2.114,1.674,3.6006,3.6703,2.6962,1.6558,1.3109,3.7762,3.3235,3.1162
TLE6,-1.685,-9.9658,-1.1172,1.9931,-0.1031,-0.3752,-2.4659,1.8564,-0.394,2.362,0.2881,-1.1172,1.3791,1.6512,1.8201,1.2934,1.4808,-3.6259,0.3796,1.3397,-0.0277,0.2998,1.2636,-2.0529,-0.7588,-1.0862,-1.4699,0.8805,0.8246,-2.4659,2.0742,-1.8836,-2.114,0.547,0.3907,0.1257,1.1117,0.9115,4.4122,0.5271,1.4388,0.058,-0.0877,1.1382,2.0395,1.2756,1.9601,0.24
TLE7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLN1,6.2056,5.4539,6.7878,6.2184,6.3073,6.3785,6.8595,5.6326,6.3408,6.0038,5.824,6.5607,5.6862,6.1777,6.2546,6.1954,5.4529,6.3156,5.2208,5.8112,6.877,7.0673,6.3778,5.9789,6.6851,6.6829,6.4393,6.4426,7.2184,5.7568,6.0849,6.3475,5.9472,6.2099,6.1471,6.453,6.3424,7.0278,6.9251,6.242,6.6914,6.3223,6.4316,6.7549,6.6502,5.5104,5.9449,6.5029
TLN2,3.6703,3.7324,3.1523,2.96,1.6374,3.8729,3.4997,1.2394,2.6805,1.5465,2.3222,2.6067,2.2237,2.1638,3.0446,0.9115,-0.8339,3.6184,1.9527,1.1447,2.2693,2.5238,1.6558,4.1867,1.9527,1.5514,3.9992,3.1588,3.0287,2.4386,2.0604,2.3366,1.7744,3.2328,4.3075,3.5608,3.3032,3.6195,2.8178,2.5213,2.0004,0.547,1.9149,3.3478,3.0092,3.944,3.8944,4.0471
TLR1,-0.7346,-2.8262,-0.4325,-0.8863,-2.1779,-0.2328,-2.8262,-1.5951,-0.8599,-1.5105,-1.3183,0.8961,0.4657,-1.6394,0.7233,0.6239,-2.8262,-1.685,-2.5479,-0.2671,0.8164,-1.7322,-0.0574,0.6239,1.7744,0.8327,0.8883,-0.1031,0.9419,-0.0277,-0.9132,-0.5125,2.6441,0.2029,-1.1172,0.1519,0.0158,2.1509,-2.3884,0.7233,-0.1031,0.2522,-2.0529,0.0854,1.3735,-0.9686,0.24,-0.1345
TLR2,-0.3752,0.1257,0.7493,0.6332,0.346,2.0707,-0.4719,0.9343,2.167,-0.1031,0.9268,1.1512,1.4335,0.5069,2.9432,1.3791,-2.9324,-1.8836,-1.1811,2.7805,1.2147,0.688,0.0158,1.3225,1.2756,2.77,1.7575,0.6699,2.7007,-1.2828,0.434,0.03,2.7336,2.0218,-0.394,1.412,0.5955,2.6067,-0.5543,2.4883,0.7321,0.9493,0.044,1.2636,1.4388,0.1388,-0.9132,1.0642
TLR3,-1.1172,-1.5522,-0.8599,-2.3884,-2.1779,-1.7322,-4.2934,-1.8314,0.6145,-0.8339,-1.9379,-1.6394,2.4544,-1.2828,0.8164,0.8246,-2.114,-1.9379,-4.035,1.5316,0.3346,-1.8314,-1.5522,1.0573,-0.9406,0.2522,0.099,-1.0862,0.6969,-2.0529,-2.2447,-1.7809,-0.1993,-0.7108,-2.5479,-0.4921,-2.9324,1.4281,-2.8262,-1.5951,-0.5756,2.4831,-3.816,-0.1187,-1.3921,-2.2447,1.5013,-1.3548
TLR4,-0.8599,-5.0116,-0.6873,-1.5951,-2.114,-1.0262,-0.3566,-1.2828,-1.3921,-3.0469,-1.2481,-0.0277,1.4388,-1.5951,0.0014,0.4233,-3.1714,-1.5522,-3.3076,-1.1172,0.7146,-0.9686,-1.4305,0.3907,0.4233,0.6332,0.5763,-0.2498,0.5763,-2.6349,0.099,-1.3183,0.8327,-0.2328,-0.9971,-0.1504,-0.9132,1.3397,-2.6349,0.4761,-0.5756,-0.5125,-1.685,0.434,1.0503,-0.1665,-0.4131,1.3051
TLR5,-1.9942,-1.5951,-0.9132,-0.4719,-1.0559,-0.6416,-1.2481,0.1519,1.1897,-0.8084,-0.2498,-1.4305,1.3567,1.8282,2.2842,1.0642,-4.035,-3.3076,-0.4131,1.3167,-0.4921,-0.7108,-2.0529,0.6425,0.044,-0.013,1.1382,-1.0862,1.5216,-1.1811,-0.0425,-0.6416,-0.5973,0.7233,0.4552,-0.9971,-1.2828,0.7233,-0.2328,-0.0425,0.5859,-0.3752,-1.5522,0.346,0.8961,1.4756,1.5854,-0.9406
TLR6,-4.2934,-3.6259,-3.1714,-4.6082,-2.4659,-3.3076,-5.5735,-3.1714,-1.5105,-3.816,-3.1714,-2.0529,-1.1811,-3.1714,-1.1172,-2.0529,-6.5064,-2.5479,-5.5735,-3.816,-1.8314,-4.035,-4.2934,-1.8836,-0.394,-0.7834,-1.9942,-3.1714,-1.8836,-3.0469,-3.816,-3.6259,1.9931,-1.5522,-2.3884,-2.3147,-3.0469,-1.2142,-3.6259,-2.114,-2.8262,-2.5479,-3.3076,-2.3147,-1.1172,-3.458,-0.8599,-2.2447
TLR7,-5.0116,-4.2934,-4.6082,-1.3921,-3.816,-2.9324,-3.458,-4.2934,-5.0116,-4.2934,-2.8262,-0.2328,-3.816,-3.816,-0.1345,-1.1172,-6.5064,-3.458,-6.5064,-0.9971,-1.7322,-4.2934,-2.3884,-0.6416,-0.1993,-1.8314,-0.4325,-1.0262,-0.6416,-3.6259,-1.5522,-1.4305,0.7058,-0.8339,-1.9379,-2.4659,-1.685,-0.1993,-6.5064,-1.2481,-0.9971,-2.4659,-3.458,-0.8339,-0.1665,-1.7322,-2.7274,-1.5522
TLR8,-5.0116,-6.5064,-5.5735,-3.6259,-9.9658,-4.2934,-5.5735,-6.5064,-3.3076,-4.035,-5.0116,-0.013,-3.6259,-3.458,-1.2481,-2.3884,-9.9658,-6.5064,-4.6082,-2.3884,-1.8836,-5.0116,-4.035,-1.5522,-1.6394,-0.1187,-0.3201,-3.3076,-3.3076,-3.816,-2.6349,-3.458,0.3685,-1.3548,-3.0469,-1.0559,-4.2934,-0.5756,-4.035,-0.0725,-1.4699,-2.4659,-3.3076,-2.2447,-0.6873,-1.685,-5.0116,-2.2447
TLR9,-9.9658,-0.6643,-4.6082,-9.9658,-9.9658,-2.114,-2.0529,-4.035,-4.6082,-2.1779,-4.2934,-4.6082,-9.9658,-2.6349,-3.816,-3.3076,-9.9658,-3.6259,-4.6082,-9.9658,-1.2481,-3.1714,-3.0469,-1.4699,-0.8339,-2.5479,-1.5522,-0.5125,-0.9686,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-1.9379,-2.1779,-9.9658,-2.8262,-2.3147,-9.9658,-3.458,-3.458,-1.8314,-9.9658,-4.6082,-0.3566,-4.2934,-4.2934
TNC,4.2714,4.917,3.0876,5.1684,5.3089,2.4439,5.5123,3.9719,5.1506,2.0111,4.7981,4.4913,3.9524,5.3024,3.8769,4.9901,0.4016,5.1027,2.3222,1.1117,6.1751,7.1804,5.6619,6.2937,6.4192,3.97,5.2969,4.8475,5.142,3.4251,4.3306,5.1347,2.05,5.0627,5.533,5.9484,4.7986,4.0567,1.7532,4.1772,5.442,5.84,6.3383,7.0442,6.3516,2.5011,6.4567,6.0457
TNF,-6.5064,-4.035,-3.1714,-2.2447,-0.8863,-1.5522,-0.9686,-2.8262,-5.0116,-6.5064,-1.4305,-0.1665,0.8327,1.7702,1.3846,-0.9686,-4.035,-9.9658,-6.5064,1.1577,-3.816,1.7702,-1.3548,-1.5951,0.0014,-0.1665,-0.6873,-2.3884,-1.7322,-1.3921,2.6962,-2.6349,-0.4719,-0.7346,-1.5951,-4.2934,0.1519,0.6425,-3.3076,0.7407,-2.5479,-2.7274,-4.6082,-3.0469,2.2482,-4.6082,-3.458,-0.1504
TNFAIP3,2.5388,1.5612,1.674,2.2482,0.6239,2.1988,3.8075,0.8488,1.7828,0.8246,2.0465,1.5415,2.5658,1.9264,3.4971,2.7051,-0.9132,1.46,-1.7809,1.4756,1.0079,2.3592,0.2642,2.128,1.9226,4.5053,3.8085,1.125,2.3704,1.4704,2.5413,0.6699,4.322,2.3953,1.9564,2.2391,1.7053,5.0462,1.8879,2.9488,0.7664,1.949,1.595,0.3907,4.1962,1.642,1.3735,1.0573
TNFRSF10A,-0.4521,-2.2447,0.0158,-1.7322,1.2576,-0.8339,-1.5522,1.8036,1.0915,-1.2828,-0.8339,0.6332,2.8819,0.9115,1.8036,1.125,3.4622,-2.3147,-0.0425,1.0503,2.328,1.3283,0.03,-2.8262,0.3685,-0.6193,-0.1187,-0.1665,1.1316,-0.7834,0.8883,-0.2671,1.2934,-0.7108,-0.7108,-0.8863,-0.7346,1.2815,0.03,-0.1031,-0.5125,2.5087,-0.6643,1.5366,0.7748,-1.3183,2.6962,0.9935
TNFRSF10B,3.6509,4.6277,4.5002,2.651,4.3765,3.2343,3.5559,4.6594,3.603,3.2481,2.9071,3.5994,5.051,3.5863,4.7285,3.8259,5.8007,3.335,4.2297,3.7539,4.8146,4.5663,4.2142,3.7919,2.2753,3.8013,3.8769,4.4964,2.8321,3.4984,3.863,3.6916,3.7898,2.4934,2.9128,3.3307,4.1628,3.7783,3.9337,3.3856,3.0619,5.0475,3.7094,4.944,3.4477,3.7028,4.7132,3.2049
TNFRSF11A,-3.458,-2.114,-1.2828,-1.4699,-1.8836,-3.1714,-2.3147,-0.2159,0.5955,-1.4699,-0.7108,0.346,-0.5543,-0.9132,0.8082,0.7058,-4.2934,-3.6259,-4.035,-0.8863,1.642,-2.7274,-1.4305,-1.3548,-1.4699,-2.7274,0.9268,-1.1811,0.7407,-4.6082,-2.2447,-1.3548,2.1378,-0.6873,-2.6349,-1.3183,-1.3921,-0.1665,-0.5332,-0.1665,-2.9324,0.058,-0.3566,0.1124,-1.3183,-1.4699,-0.8084,-0.1345
TNFRSF13C,2.5363,-0.0425,0.9789,0.7664,0.1124,0.4233,0.4865,1.736,1.3225,-0.5756,1.5854,1.6187,-0.9132,0.8805,-1.5105,-0.4325,2.2573,-0.0725,1.4011,-0.9971,-3.1714,0.5271,-0.6643,1.5998,1.2696,1.1382,0.8408,3.1892,0.099,1.6649,1.4441,0.8164,0.4657,0.605,0.9115,0.099,-2.2447,-0.1345,-0.4719,-0.1031,-1.7322,-0.3566,-0.4325,-1.8314,-1.1488,0.6239,-2.9324,-0.3022
TNFRSF1A,5.562,6.363,5.5336,5.7761,5.9088,5.2676,5.2821,6.3252,5.6702,5.4909,6.6869,5.3151,6.4175,6.1659,5.682,6.7481,5.3913,5.7428,5.5401,6.3523,5.8495,6.9134,5.5919,4.6224,5.1563,6.4024,5.7597,5.1538,6.143,5.8362,6.8043,5.1792,5.467,5.8775,4.1875,6.083,5.7431,6.374,2.5487,6.2758,6.1451,6.6642,6.1198,6.2819,6.6215,5.0505,5.4986,6.3988
TNFRSF1B,1.7954,3.3925,3.2944,2.9338,2.3508,3.335,1.2147,2.0076,2.7889,2.299,2.3019,3.837,1.334,1.0779,3.6578,3.2112,0.0854,1.3397,3.9709,3.4088,3.1294,1.6604,2.7951,3.2205,3.5047,3.958,4.4357,1.7273,2.561,2.496,2.0604,2.6464,5.6605,3.2929,2.0673,4.2472,3.7127,4.2041,1.0847,5.0614,2.108,3.034,1.9415,3.3911,4.041,2.8076,2.8502,3.772
TNFSF10,0.1257,0.8246,3.0654,3.8421,1.8444,3.6589,0.1903,0.9493,5.2817,2.6371,2.4831,4.8084,5.4516,5.0108,5.4128,8.21,1.0915,0.6699,-0.3566,7.9362,3.9137,2.4883,2.5707,1.3167,3.3192,3.6474,3.9755,4.735,4.1772,4.4317,3.3321,1.8201,6.7369,5.2649,0.8082,2.3536,2.5388,6.9047,0.1903,3.6714,3.8983,4.5243,1.0711,2.7721,5.8061,1.595,2.9319,3.3619
TNFSF11,-1.5522,-3.458,-2.5479,-4.035,-3.1714,-5.5735,-1.2828,-3.458,-6.5064,-3.6259,-1.5522,-1.8836,1.7185,-0.5973,0.605,-0.7346,-3.0469,-9.9658,-5.5735,-1.4699,2.4597,-1.4699,-5.0116,-6.5064,-4.6082,-2.7274,-0.7108,-2.2447,-0.8863,-1.2828,-9.9658,-9.9658,-1.1488,-0.4921,-3.0469,-3.816,-1.7322,-1.8314,-5.5735,-0.9686,-1.0262,-1.2481,-2.1779,-0.6416,-3.1714,-9.9658,-3.458,-1.3921
TNFSF13B,-0.2159,-1.1811,0.2029,0.0854,0.5763,-1.0862,-2.4659,1.5854,-0.2159,0.3907,1.2992,1.4756,-0.3566,-0.6416,0.9419,0.5271,-1.2481,-0.0277,-0.7108,2.6208,-0.3022,-0.6193,-0.2159,-0.1187,0.7579,1.692,2.1147,0.1519,1.0711,-1.5105,0.5666,-0.0574,3.4778,0.044,-0.1665,1.3283,0.5763,2.3953,-0.1345,2.4144,0.547,0.8327,0.2762,0.3907,1.8444,0.547,-0.8863,0.2277
TNFSF14,-4.2934,-2.7274,-3.0469,-6.5064,-9.9658,-4.2934,-4.035,-3.1714,-6.5064,-3.816,-4.2934,-2.3884,-4.2934,-3.458,-0.6193,-2.8262,-5.5735,-9.9658,-9.9658,-3.816,-0.9406,-4.2934,-5.0116,-3.816,-4.2934,-0.9686,-3.3076,-5.0116,-1.8836,-5.5735,-3.1714,-4.2934,-1.4699,-4.6082,-3.6259,-5.5735,-5.0116,1.4281,-4.2934,-3.1714,-3.6259,-1.0559,-4.6082,-4.035,-3.0469,-9.9658,-4.6082,-5.5735
TNN,-2.114,-1.5522,-2.114,-0.5973,-2.4659,-1.4305,-2.4659,-3.3076,-0.5125,-2.7274,-1.2142,-3.0469,-1.685,-4.6082,-3.816,3.7752,-9.9658,-2.1779,-1.4699,-2.1779,-2.9324,-1.4305,-0.2671,2.1476,-1.3921,-5.0116,-1.5522,-1.3548,0.2029,-0.9132,-3.0469,0.2998,-5.0116,3.3745,-0.0574,0.8164,-3.0469,-1.2828,-3.6259,-4.2934,-4.035,-5.5735,-2.7274,2.0183,-0.9971,-3.458,-3.3076,1.8242
TNNI3,3.9892,3.8964,5.3685,6.5102,0.2154,-0.9971,2.1541,6.6394,4.5249,3.5682,4.7345,6.3065,-1.4699,2.1606,3.3938,3.0944,6.1377,3.5523,3.9599,2.8137,3.5899,5.6619,4.9915,2.9281,1.4652,1.0915,3.4331,1.4065,2.7465,0.7407,3.6691,4.3234,-0.4521,1.7575,5.5775,5.4023,2.0638,3.863,3.0671,5.8074,2.9802,4.5398,3.8611,-3.6259,4.3611,3.5249,2.0569,3.4817
TNR,-5.5735,-6.5064,-2.5479,-6.5064,-9.9658,-9.9658,-4.2934,-3.816,-5.5735,-6.5064,-5.5735,-5.5735,-3.1714,-5.0116,-5.0116,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-6.5064,-5.0116,-6.5064,-4.6082,-1.7322,-6.5064,-0.5973,-6.5064,-9.9658,-5.5735,-5.5735,-6.5064,-4.6082,-9.9658,-6.5064,-6.5064,-1.5105,-6.5064,-9.9658,-9.9658,-6.5064,-0.6643,-9.9658,-5.5735
TNXB,0.7146,6.7624,3.4635,3.837,1.5661,2.4701,2.1345,2.3704,2.5011,2.0673,2.6043,4.4101,-0.1828,-0.394,-0.0574,3.3192,2.4805,3.2647,2.0147,-0.0425,2.7292,1.2875,4.5796,2.6418,4.8263,2.004,3.034,2.2482,2.5036,4.7814,1.2209,4.8172,2.3019,1.5563,1.9786,1.8604,-0.6643,2.1147,-0.9686,4.5699,0.7999,2.2753,1.4281,-0.4719,0.1519,2.4857,-0.9971,1.1447
TOLLIP,3.8964,3.7072,3.4116,3.9147,5.0674,3.728,4.1724,4.7242,4.4067,4.2095,3.6382,3.6266,3.8075,3.6428,4.0322,4.2921,3.6219,3.6972,4.3392,4.404,3.832,3.7215,3.5633,4.5657,4.1539,4.6525,4.0901,4.7666,3.7138,4.8773,4.1036,3.4437,4.1161,4.6764,4.1433,4.3031,3.9118,3.5136,3.8033,3.7378,3.8259,3.958,4.0295,4.1285,3.6463,4.0653,3.7836,3.8218
TP53,3.0305,4.5559,5.8679,5.2036,5.5173,4.7656,6.505,7.0322,5.3495,5.3075,5.3477,6.0104,4.5173,6.7888,5.8863,3.3047,5.6542,4.8355,5.7361,5.4192,6.4544,6.8216,2.1476,5.1688,5.8958,6.0832,5.1575,2.6302,5.2453,4.8314,4.7143,4.6456,5.88,4.9256,4.2335,3.2359,5.4162,5.4456,4.4582,5.5031,2.2051,4.3814,3.8116,5.6916,5.5258,4.7296,6.1202,5.6773
TP53AIP1,-0.4521,-3.0469,-0.8863,-2.1779,-2.0529,-0.5543,-3.816,-1.0262,-3.1714,-3.0469,-2.0529,-1.685,-1.0862,-0.6416,2.4332,-1.8314,-5.0116,-2.9324,-2.114,-1.8314,-1.8314,-2.9324,1.8604,-2.0529,-1.8836,0.058,-0.3201,0.03,-1.9379,-5.0116,-4.035,-3.816,-2.6349,-2.4659,-1.7322,-0.8599,-3.1714,-1.3183,-2.5479,-4.6082,-2.6349,-2.9324,-1.2142,-3.3076,-4.2934,-3.6259,1.6512,-4.2934
TP53BP1,4.551,3.5766,4.5173,3.6612,3.0163,3.4765,4.1186,4.0799,3.3148,4.3896,3.6691,4.4938,4.0619,4.1384,4.7804,3.4291,4.4149,3.4726,3.8591,3.449,4.0952,4.1515,4.1011,4.2041,3.154,3.0038,4.1915,4.3534,3.3003,3.492,4.523,3.1162,4.3972,4.3737,3.2018,4.2472,3.8759,3.8136,4.1883,4.1716,3.7356,4.2335,3.6838,3.4739,4.018,3.8511,4.287,3.7971
TP53BP2,4.3674,3.4398,4.2825,3.2158,3.222,3.8719,4.9089,3.9938,4.1236,3.4791,3.7367,3.8491,4.7104,4.7835,4.0593,3.5187,2.4727,3.154,3.0825,3.1572,2.9966,4.6456,2.9784,4.7426,4.443,4.6571,3.6939,4.1515,3.7699,4.2258,3.8571,3.9403,2.5972,4.208,4.6012,4.2958,4.2488,3.7836,3.9487,2.7572,3.7971,3.7313,3.6219,4.0875,3.8002,4.8177,4.9681,2.9032
TP53I3,4.597,4.3435,4.1587,5.3299,4.2025,5.3848,3.6497,6.1144,5.5946,4.4582,4.3104,4.373,4.9764,5.9964,5.4696,4.0841,5.4722,4.4582,4.3999,7.3201,5.1635,4.8053,5.5021,5.5245,4.9327,4.9542,6.1041,5.5148,3.5754,4.4829,5.5085,3.8136,3.3925,5.3245,5.4855,5.0108,4.5553,5.2289,4.9773,4.735,4.7093,5.6727,3.9213,5.3519,4.9275,4.9108,5.1534,5.2548
TP73,-3.0469,-1.4699,1.8643,-1.9379,0.8488,-4.6082,0.3685,-1.5951,0.5069,-0.0425,-0.1345,-0.1504,1.3225,-0.5543,1.1316,1.5266,-0.4131,-1.685,-0.394,-3.0469,-3.458,-2.9324,0.9493,0.1257,0.5763,-2.4659,0.0158,0.7579,-0.0725,1.2696,-3.6259,-1.0559,-1.2481,-2.0529,2.3592,0.5069,-2.3884,-0.7108,4.3569,-2.1779,-3.458,0.3796,2.2693,3.7961,-1.3921,1.0363,2.3106,-1.685
TPTEP2-CSNK1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
