gene_name,TCGA-2H-A9GF-01,TCGA-2H-A9GI-01,TCGA-2H-A9GL-01,TCGA-2H-A9GR-01,TCGA-IC-A6RE-01,TCGA-IG-A3I8-01,TCGA-IG-A3QL-01,TCGA-IG-A3Y9-01,TCGA-IG-A3YA-01,TCGA-IG-A3YB-01,TCGA-IG-A3YC-01,TCGA-IG-A4P3-01,TCGA-IG-A4QS-01,TCGA-IG-A50L-01,TCGA-IG-A51D-01,TCGA-IG-A5B8-01,TCGA-IG-A5S3-01,TCGA-IG-A625-01,TCGA-IG-A6QS-01,TCGA-IG-A8O2-01,TCGA-IG-A97H-01,TCGA-IG-A97I-01,TCGA-JY-A6F8-01,TCGA-JY-A6FB-01,TCGA-JY-A6FD-01,TCGA-JY-A6FE-01,TCGA-JY-A6FG-01,TCGA-JY-A93E-01,TCGA-JY-A93F-01,TCGA-L5-A43C-01,TCGA-L5-A43H-01,TCGA-L5-A43I-01,TCGA-L5-A43J-01,TCGA-L5-A4OE-01,TCGA-L5-A4OF-01,TCGA-L5-A4OG-01,TCGA-L5-A4OH-01,TCGA-L5-A4OI-01,TCGA-L5-A4OJ-01,TCGA-L5-A4ON-01,TCGA-L5-A4OP-01,TCGA-L5-A4OQ-01,TCGA-L5-A4OR-01,TCGA-L5-A4OS-01,TCGA-L5-A4OT-01,TCGA-L5-A4OU-01,TCGA-L5-A4OW-01,TCGA-L5-A4OX-01,TCGA-L5-A88W-01,TCGA-L5-A891-01,TCGA-L5-A8NE-01,TCGA-L5-A8NF-01,TCGA-L5-A8NI-01,TCGA-L5-A8NJ-01,TCGA-L5-A8NK-01,TCGA-L5-A8NL-01,TCGA-L5-A8NQ-01,TCGA-L5-A8NS-01,TCGA-L5-A8NT-01,TCGA-L5-A8NV-01,TCGA-L5-A8NW-01,TCGA-L7-A56G-01,TCGA-L7-A6VZ-01,TCGA-LN-A49K-01,TCGA-LN-A49L-01,TCGA-LN-A49M-01,TCGA-LN-A49N-01,TCGA-LN-A49O-01,TCGA-LN-A49P-01,TCGA-LN-A49R-01,TCGA-LN-A49S-01,TCGA-LN-A49W-01,TCGA-LN-A49X-01,TCGA-LN-A49Y-01,TCGA-LN-A4A1-01,TCGA-LN-A4A2-01,TCGA-LN-A4A3-01,TCGA-LN-A4A4-01,TCGA-LN-A4A5-01,TCGA-LN-A4A6-01,TCGA-LN-A4A9-01,TCGA-LN-A4MQ-01,TCGA-LN-A4MR-01,TCGA-LN-A5U5-01,TCGA-LN-A5U6-01,TCGA-LN-A5U7-01,TCGA-LN-A7HW-01,TCGA-LN-A7HX-01,TCGA-LN-A7HY-01,TCGA-LN-A7HZ-01,TCGA-LN-A8HZ-01,TCGA-LN-A8I0-01,TCGA-LN-A8I1-01,TCGA-LN-A9FO-01,TCGA-LN-A9FP-01,TCGA-LN-A9FQ-01,TCGA-LN-A9FR-01,TCGA-M9-A5M8-01,TCGA-Q9-A6FU-01,TCGA-Q9-A6FW-01,TCGA-RE-A7BO-01,TCGA-S8-A6BV-01,TCGA-S8-A6BW-01,TCGA-VR-A8EO-01,TCGA-VR-A8EP-01,TCGA-VR-A8EQ-01,TCGA-VR-AA4D-01,TCGA-VR-AA7B-01,TCGA-X8-AAAR-01,TCGA-XP-A8T6-01,TCGA-Z6-A8JD-01,TCGA-Z6-A8JE-01,TCGA-Z6-A9VB-01,TCGA-Z6-AAPN-01
ACSBG1,-1.685,-2.2447,-2.6349,-2.9324,-3.6259,-3.1714,-6.5064,-1.8314,-3.458,-1.7322,-3.6259,-2.2447,-2.9324,-3.1714,-3.3076,-4.035,-0.5756,-2.114,-2.9324,-3.3076,-3.458,-2.1779,-5.0116,-3.0469,-2.8262,-6.5064,-3.458,-2.6349,-2.6349,-3.0469,-3.816,-3.458,-2.6349,-4.2934,-2.0529,-2.5479,-2.8262,-3.0469,-3.3076,-2.1779,-1.1172,-1.9379,-0.6193,-0.2845,-1.9942,-3.6259,-1.3548,-1.685,-5.0116,-3.6259,-1.5951,-2.6349,-1.4699,-2.4659,-2.7274,-3.3076,-2.5479,-3.1714,-3.1714,-3.458,-1.5951,-4.2934,-2.8262,-1.7809,2.7721,-2.0529,-2.114,-2.2447,-3.0469,-2.3884,-1.7809,-3.0469,-3.1714,-2.4659,-2.8262,-4.2934,-3.6259,-2.1779,-0.5332,0.3685,-1.4305,-2.2447,0.1903,-4.2934,-5.5735,-3.816,-3.6259,-2.6349,-2.1779,-2.8262,-4.2934,-2.4659,-3.816,-0.0574,-0.0574,-3.6259,-5.0116,-3.3076,-4.035,-2.6349,-3.0469,-2.8262,-2.2447,-5.0116,-2.3884,-3.6259,-3.816,-2.5479,-5.0116,-4.2934,-2.0529,-3.6259,-2.3147,-2.0529
ACSBG2,-5.5735,-3.3076,-1.9942,-2.9324,-1.8836,-2.7274,-5.5735,-4.2934,-2.5479,-3.0469,-2.9324,-2.2447,-2.9324,-4.2934,-3.1714,-3.6259,-1.5951,-3.816,-2.9324,-2.3884,-4.035,-5.5735,-9.9658,-5.5735,-4.2934,-4.035,-9.9658,-2.0529,-2.5479,-3.3076,-5.5735,-4.6082,-4.035,-9.9658,-1.8314,-4.6082,-1.4699,-2.6349,-3.458,-4.6082,-6.5064,-0.8084,-4.035,-2.6349,-4.2934,-5.0116,-2.3147,-2.9324,-5.5735,-4.035,-1.8314,-5.0116,-2.7274,-6.5064,-5.5735,-5.0116,-9.9658,-1.5522,-3.816,-2.6349,-3.1714,-3.1714,-4.6082,-2.114,-1.6394,-3.3076,-5.5735,-5.5735,-1.9942,-3.1714,-4.035,-1.9942,-4.6082,-3.6259,-3.816,-3.0469,-3.458,-5.5735,-1.5105,-4.035,-3.1714,-3.1714,-1.9379,-9.9658,-5.5735,-3.1714,-3.6259,-5.5735,-3.3076,-2.1779,-3.458,-6.5064,-2.9324,-1.2481,-1.7322,-2.5479,-3.816,-3.816,-2.6349,-5.5735,-5.0116,-9.9658,-4.035,-3.3076,-2.7274,-6.5064,-2.8262,-3.6259,-3.816,-3.1714,-2.7274,-1.8836,-3.816,-5.5735
ACSL1,5.425,2.3953,4.0462,2.6138,4.0419,4.1772,4.859,5.0635,5.3667,5.838,5.0365,4.9346,2.4649,4.7882,5.0588,4.2758,4.4542,4.837,4.2548,3.0481,4.9084,5.0947,4.6485,2.128,4.2095,3.402,5.0773,3.7237,5.0104,5.5838,6.0045,2.4225,2.3222,3.695,4.4562,4.8319,5.0184,4.7991,4.0575,2.971,3.6691,4.8734,3.755,5.4951,4.4013,5.0317,4.4549,3.74,3.8915,4.4906,2.2543,2.9618,5.8156,3.7909,5.0427,4.5638,4.2899,5.0981,4.2847,3.7453,5.2843,5.07,3.7625,4.8704,5.429,4.0952,5.4496,3.3911,5.9644,4.2204,5.0968,4.528,3.8866,2.6783,4.6218,4.8699,4.3378,6.4509,4.4033,3.4804,5.225,6.033,4.7143,3.4183,4.8978,5.0618,4.506,5.1157,4.7619,4.1883,4.783,4.4317,4.4951,5.3463,4.5053,5.3782,3.6771,4.8748,5.0273,5.1518,3.5199,5.2612,5.1803,2.5996,5.0824,3.8551,2.9674,4.9668,3.5174,4.6451,3.4344,5.3198,5.6367,5.7882
ACSL3,4.7798,4.8748,5.1728,4.8334,5.2258,5.298,4.4067,4.5958,4.6781,3.6301,5.0704,4.9241,4.6029,5.7099,5.0018,5.288,5.7748,4.9496,4.3371,4.9704,4.8334,5.5744,5.0475,4.4887,5.0661,4.4257,4.2721,5.0224,4.9141,4.7882,4.6949,4.7819,5.9519,5.4916,4.8156,5.4725,5.7803,5.7724,4.8954,5.1148,5.1903,4.6815,5.888,4.8395,6.2281,5.8256,5.8061,5.5435,4.382,5.2943,5.9376,5.7436,5.6314,4.366,5.6879,5.8377,5.1875,6.0777,4.8228,5.2342,5.4016,5.1958,3.4933,5.0396,6.6032,4.8635,4.7619,4.9298,5.3789,5.0519,5.1611,5.0743,4.6753,5.2529,4.9327,5.4826,5.4712,5.0734,4.748,5.8684,4.8615,5.336,4.4654,5.4631,5.197,5.1997,4.844,5.546,4.7929,4.9727,5.2739,4.6136,5.3632,4.9828,4.8263,4.8861,5.2638,5.2544,5.6035,5.9982,5.0068,4.6282,3.6771,4.6849,5.1445,3.7857,5.3632,5.2091,4.0909,4.7448,4.7077,5.6999,4.026,5.6212
ACSL4,4.2412,5.2021,4.3162,3.3883,4.7372,4.7651,4.7165,3.7804,4.926,2.4779,4.7088,4.3378,2.7444,4.8177,3.8289,3.7237,6.3951,4.2571,4.9764,3.5047,4.1136,3.3464,3.1876,3.1095,3.8033,4.7512,1.0779,4.0935,2.5948,6.0934,4.449,3.8541,4.7367,4.1852,4.3256,4.5009,4.2465,4.3356,3.8993,5.7156,4.182,5.5129,4.3772,5.3523,4.4732,5.1256,5.1148,5.1453,3.8561,4.3492,3.1701,4.6148,4.0392,4.251,3.9478,5.8706,3.6861,5.3534,4.5002,4.6525,3.9719,4.6497,3.6018,4.6944,3.2541,4.5723,4.0892,5.4784,4.3392,4.2072,3.3842,4.7132,4.7507,4.1211,4.4549,4.2465,3.4583,3.1162,4.5699,4.3646,4.5473,3.7667,3.8729,4.6282,3.644,4.6657,4.1036,3.9251,3.9079,3.5608,3.7635,2.9243,3.6289,6.5612,4.9514,3.866,4.3972,4.7945,3.8239,4.2855,2.6647,4.7214,5.0575,4.3924,2.6962,2.7051,4.4523,3.3464,4.0331,3.5374,4.0055,4.8505,3.7762,3.5706
ACSL5,5.9912,6.4488,3.8561,5.4522,6.4353,-0.7588,-0.7108,1.1706,2.9802,3.9561,3.6148,4.9246,5.0072,0.1648,4.0269,3.3105,3.0252,1.3511,3.0376,2.1988,0.4761,3.668,5.554,6.4336,3.97,0.8488,-1.4305,5.5164,-0.5756,3.8501,3.4817,6.7467,3.4933,6.4286,7.3268,6.434,6.5477,6.0919,6.3759,6.1969,6.4126,5.2319,4.8151,4.4337,4.3249,5.696,5.8253,6.6028,-1.2142,6.6282,5.0717,5.8311,2.5112,7.4614,3.1458,4.6554,3.186,5.2899,3.2572,5.8453,3.3966,1.9712,6.5348,1.5465,1.2147,-0.1504,1.949,2.3732,3.6646,1.7316,2.9655,4.4938,1.5806,0.2762,0.3573,-0.4131,1.4388,-0.3383,2.233,2.4332,2.6464,-0.0877,2.1345,4.706,1.5465,0.679,-0.4131,0.3796,1.3225,2.1114,-0.5125,-0.5756,2.4225,4.3876,2.5238,-0.0877,0.5666,7.2297,0.346,5.8664,6.2481,5.4343,-0.3752,-0.0574,1.1833,6.34,6.2578,1.46,7.2724,1.9111,2.3077,0.058,1.0642,4.4913
ACSL6,-9.9658,-5.5573,-0.8382999999999998,-6.506349999999999,-6.3466,-6.79585,-2.88715,-5.5735,-3.6678,-6.79585,-3.60645,-5.3502,-7.0004,-7.76965,-7.0004,-3.00015,-1.1546,-4.20965,-7.287,-6.79585,-2.89465,-7.4887,-9.9658,-8.2361,-7.0004,-7.76965,-9.9658,-5.59,-8.2361,-4.372450000000001,-5.3383,-6.5064,-7.76965,-7.1296,-5.3502,-6.10525,-3.3284,-6.506349999999999,-7.76965,-5.8026,-5.78045,-3.46145,-6.636699999999999,-5.1705,-7.0004,-7.1296,-7.0004,-5.496,-9.9658,-7.287,-5.39985,-6.00935,-6.396,-6.506349999999999,-6.00935,-6.8909,-7.76965,-5.849,-6.10525,-6.7119,-6.396,-5.48145,-6.636699999999999,-6.14025,-7.1296,-6.396,-5.67895,-3.72855,-6.07185,-8.2361,-6.4491,-6.177099999999999,-6.8909,-7.4887,-5.09085,-4.372450000000001,-6.506349999999999,-6.7119,-5.660299999999999,-6.396,-3.01935,-6.177099999999999,-6.3466,-4.3216,-5.98,-5.4395,-8.2361,-8.2361,-6.21585,-7.4887,-6.8909,-7.4887,-7.1296,-5.39985,-5.48145,-5.11645,-7.76965,-7.287,-6.7119,-6.79585,-4.1854,-5.496,-6.3466,-4.0293,-5.849,-7.76965,-7.0004,-2.69795,-4.4474,-7.1296,-6.10525,-6.14025,-8.2361,-6.5686
ACTA2,7.3266,4.9607,7.3075,7.6088,8.4569,7.5425,7.0961,8.373,9.3719,9.2375,6.7505,6.8722,5.3209,7.6334,7.4036,4.1425,7.8929,6.9929,6.5863,8.2829,3.9051,7.5299,5.4999,6.508,4.9093,7.0893,5.1457,8.3209,4.2563,7.221,7.0629,4.2243,7.1129,5.4233,6.2677,5.824,4.9331,5.1903,5.4036,5.6419,5.6183,7.09,5.4115,7.4241,7.3908,7.2477,6.0396,5.6029,5.3646,6.0896,4.9251,6.5376,7.9737,4.4404,6.9415,8.6245,8.8299,8.507,8.4546,8.2619,4.9594,5.6505,5.849,8.3639,6.9238,6.0693,9.4825,6.203,8.7691,7.2978,6.0955,8.2233,8.8121,7.2303,5.8888,6.8721,5.4236,8.2174,9.9041,5.6985,6.8897,7.2017,7.5433,5.9282,7.0493,4.89,7.9389,6.7285,9.1009,7.1939,5.1815,7.3468,5.7211,5.4715,10.8029,8.2144,8.1488,5.4813,5.5078,6.1142,6.4879,6.8396,7.552,6.5603,3.4517,4.9303,5.082,7.2631,7.6611,8.5609,7.304,7.2149,5.1031,4.8213
ACTB,12.4095,11.3443,11.0883,11.6579,11.5232,11.4403,11.4012,12.46,11.9809,10.7288,11.7796,11.7839,11.9406,11.6538,12.3659,12.5929,11.347,10.6917,11.7367,11.5979,12.5282,12.3008,11.4663,11.6518,12.1042,12.4753,11.4468,11.1599,12.614,12.152,11.7481,11.0955,12.0084,12.5696,11.7251,12.1622,11.8161,11.9999,12.1625,11.7424,11.2403,12.005,11.468,11.7467,11.0218,12.0282,11.9766,11.3666,12.5925,11.4654,11.4435,11.0423,11.4926,11.9669,11.3653,11.569,12.2134,11.0331,11.6644,11.7586,11.2255,11.9023,11.8113,11.4826,11.8009,12.1427,11.6393,11.8766,11.4716,11.5539,11.0107,12.0893,11.9835,12.4166,12.1923,11.8096,11.8526,11.6849,11.8365,11.876,11.3763,10.6531,12.0301,11.2251,11.8147,11.5445,11.6148,12.0546,12.3272,11.3693,11.6222,11.8844,12.2067,11.6208,12.1714,11.4244,11.5822,11.2431,11.4486,12.0944,12.235,11.8365,11.647,11.9118,11.0842,11.8066,11.9293,11.9626,11.6006,11.6264,12.1112,11.5989,11.1824,12.6384
ACTG1,11.4495,11.1653,10.99,11.3068,10.9134,11.6235,11.4921,10.7293,10.8829,10.7693,10.5038,10.9365,11.278,11.3119,11.4713,11.8649,11.1377,11.2419,10.6959,10.5911,9.6131,12.2813,11.683,11.7242,11.9568,12.0462,12.3585,11.2166,11.9396,11.059,11.8232,10.9964,11.6118,12.3003,10.334,11.7309,10.2847,11.6313,11.1677,10.7482,11.265,11.1809,10.6841,10.6164,10.9961,11.9712,10.2045,11.1545,12.8187,11.5281,10.6346,11.4275,11.1856,11.986,11.043,10.6018,12.1551,10.8795,11.3654,10.9802,11.1253,11.7836,11.707,11.1693,10.8762,11.0959,10.8224,12.0237,11.3295,10.0262,10.9786,10.3811,11.5172,10.1528,11.4693,11.8573,11.2124,10.5004,10.6748,10.3831,11.0937,10.5018,10.6281,11.2707,11.498,11.2049,10.8153,12.0098,11.0785,11.2299,11.5352,11.513,11.3908,10.9349,10.773,11.684,11.9719,10.926,11.2501,11.3665,11.3713,11.3343,11.2371,11.4113,12.0086,11.46,10.8854,11.9113,10.4018,11.9535,12.3536,10.9665,11.2878,11.051
ACVR1,4.1668,3.0411,3.7006,3.5815,3.6301,4.865,3.7313,4.041,4.3463,3.7356,3.6077,3.7593,2.4623,4.5173,3.3979,3.6669,4.3938,3.833,3.7215,3.7083,4.5398,5.2932,2.5087,3.7971,3.5249,3.1062,4.3979,4.1343,2.8502,3.8228,3.8481,4.1294,4.0575,3.1426,3.8759,3.7804,3.4477,3.3235,4.1748,3.6827,3.3856,4.1883,3.3993,3.3842,3.9599,4.2899,3.4713,3.3773,3.6428,3.4713,3.652,3.6849,3.8905,3.0637,3.4687,4.4203,3.162,4.6742,4.2095,3.4224,3.3966,3.9289,3.2435,4.0225,2.9262,4.441,5.1334,3.6006,4.0892,4.073,2.971,4.1852,4.5286,3.0706,4.1466,5.0657,4.2289,4.3814,4.4797,4.6236,4.3039,3.8561,3.7982,4.4713,4.7055,5.0027,5.3352,4.1409,4.3855,3.2885,3.927,4.1676,4.5772,3.0533,4.0497,4.9327,5.5034,4.1294,5.2107,4.1128,2.8838,3.5694,4.8832,4.0909,4.0488,3.3549,3.162,4.4958,4.437,4.6594,3.8905,4.061,3.7678,2.9729
ACVR1B,4.8475,4.1161,4.0073,4.1531,4.7082,4.197,3.0961,3.1095,3.5682,3.8044,3.2251,3.9147,2.8014,3.3061,4.2358,3.002,3.4687,3.6148,3.2359,3.9356,2.2931,4.0636,4.208,4.0799,3.8896,3.2405,3.927,3.835,3.7215,3.4765,3.9487,4.7872,3.7083,3.7464,5.8058,4.2639,3.705,3.9166,4.796,4.1804,3.5633,5.3862,4.5491,3.5274,4.6877,3.287,4.048,3.6983,2.9507,2.2299,5.2468,4.9021,3.8064,3.9534,3.8218,3.8964,3.4007,4.5236,3.7259,3.8228,3.8973,4.0833,4.1899,3.8581,3.9929,2.9205,4.4263,3.5559,3.5424,3.0876,3.9137,4.0601,3.0568,3.5098,2.93,3.8421,4.0696,3.1701,3.5047,3.6737,3.1426,3.7237,2.826,3.9673,3.9002,3.7356,2.561,3.87,2.96,3.2435,4.2404,3.6635,3.773,4.3979,3.4424,3.1195,4.1384,3.7269,3.7432,3.1507,3.325,3.7898,2.7679,4.7209,4.0348,4.2289,4.1228,4.4101,3.6474,3.1011,3.3938,3.506,3.5424,3.7204
ACVR1C,-1.2481,-1.3921,0.4125,-0.9686,-0.3022,-0.9686,-1.3183,-0.7346,-0.2328,-2.3147,-1.1172,1.9415,-0.6416,0.346,-0.1665,-0.5543,0.9343,-1.685,-0.8863,0.8961,0.605,1.2875,-0.2845,0.2881,0.9716,-2.7274,0.7321,-2.3884,-3.458,-1.7322,-0.3752,1.9034,0.058,-2.6349,1.2636,-1.4699,-0.0574,0.0854,-0.1031,0.1124,-1.685,0.346,1.8242,-1.3183,0.7493,-0.1345,0.0854,1.5165,-0.6873,-0.4325,-0.7588,-0.1345,0.4967,-2.3884,-1.1172,-1.2481,-2.3147,-0.8863,-1.4305,0.3231,-0.2328,-1.5105,0.1124,0.5069,0.7748,1.0711,1.766,0.346,0.517,1.6234,-0.2498,-0.1504,-1.6394,0.5069,0.605,1.3679,1.3225,0.2277,1.7316,1.5216,1.2696,-1.6394,0.1388,-0.4921,-0.1504,1.7995,1.1641,-1.0862,1.9931,-1.3921,-0.6873,-0.5332,-1.4305,-0.4521,-4.035,-2.4659,1.0151,-1.8314,1.8282,-1.8314,-4.2934,-3.3076,-1.2481,0.7664,-0.3566,-0.3566,-1.2142,1.7229,-0.6416,0.8246,0.3796,0.8327,-0.2159,0.0718
ACVR2A,1.934,2.2813,2.6278,2.0673,2.1213,2.727,2.6395,1.6512,2.5804,1.3283,1.8801,2.1638,3.011,2.0111,1.4911,1.3511,3.7335,1.934,0.8082,1.3225,2.1509,2.2452,1.9749,1.6466,1.7273,-0.1828,0.5859,2.6579,1.6187,0.9862,2.118,3.1162,2.0604,0.9862,2.8219,2.0535,2.9765,3.1523,2.7073,2.1013,3.3605,3.2541,2.2482,1.8879,2.8178,1.8643,2.5061,1.5661,0.7748,0.7579,2.3135,3.3221,1.9149,1.177,2.5137,1.7273,1.3623,2.7615,2.128,2.362,2.4144,2.6693,2.0004,2.7444,2.0742,1.9377,2.4386,1.0847,2.3451,1.9073,2.4623,2.6161,1.6187,2.0946,1.8918,1.9302,2.4985,1.6512,2.108,2.0707,2.1957,3.011,2.3479,1.7097,1.9749,1.9377,1.8879,0.537,1.177,0.6425,1.4011,1.0711,1.736,3.0791,2.5876,1.8604,1.105,1.9188,2.0254,2.4675,1.4808,2.6325,1.6234,3.0876,3.4997,1.787,2.3704,1.8444,2.3592,2.3536,1.8282,2.7249,2.7401,1.6187
ACVR2B,1.1897,-1.2828,0.7058,-0.1345,-0.1993,0.8082,0.2154,-1.3183,0.24,-0.1187,-0.8863,-0.8599,-0.4719,0.1519,0.2029,-2.114,1.1641,0.6699,-0.6643,0.3231,-0.5332,-0.3022,0.2998,-0.2845,-1.0559,0.058,-0.8084,0.6699,-0.0877,-0.0725,-0.1828,0.9789,0.9038,-0.1345,1.2271,0.058,1.0915,0.679,-0.394,-0.0425,-0.3022,0.6699,1.2696,1.0503,0.9935,-0.2159,0.4125,0.8961,-0.2498,2.2543,0.3685,-0.2671,0.9642,-0.4131,-0.8863,0.0718,-0.1031,0.9568,0.7058,-0.5332,0.4447,0.7916,1.8957,0.6969,0.6699,-0.6873,0.4865,0.1903,-0.1345,-0.0425,-0.6416,0.2998,0.6517,0.3907,-0.6873,0.517,0.2998,-0.6193,0.0718,1.0711,0.0014,0.6145,0.044,-0.6643,0.537,0.3796,0.3685,0.4761,-0.1345,-0.3022,0.9343,-0.8339,-0.8084,0.7058,-0.2498,0.5069,0.4552,-0.8084,0.2881,-0.2671,0.0014,-0.1993,-0.9132,2.0218,2.2693,0.6517,-0.4921,2.081,-0.1665,0.2154,0.3796,0.2277,-0.3383,-0.4325
ADAM17,3.4304,2.3564,2.296,2.4597,2.8838,4.4529,3.9856,3.3221,3.5523,2.7805,2.7594,4.4364,1.2023,4.0523,4.0278,3.773,4.7986,4.4693,3.3591,4.5808,4.1764,4.4236,2.2391,2.8602,4.8585,2.828,3.2481,3.1813,3.1145,2.6738,4.6531,2.77,4.3583,3.2511,3.5498,3.2988,3.0706,2.909,3.1475,3.002,3.5436,3.1987,3.2049,3.865,3.245,3.2841,3.3478,3.2632,3.9496,2.5061,1.7912,2.6371,1.9264,2.6624,3.6089,3.7656,2.8034,3.1491,3.3814,2.3048,3.2313,4.026,3.0074,4.4417,4.2586,4.3263,4.4033,3.831,3.7171,3.5262,4.1078,4.2274,3.8739,3.4411,4.6376,5.5844,4.4483,4.1343,4.3177,4.5299,3.2049,5.2308,3.2435,4.4223,4.9308,4.9175,4.7159,3.8541,3.6266,3.5337,4.9773,3.6657,4.2465,3.9783,3.695,4.9607,4.623,3.1095,4.5192,3.4635,2.5313,3.0287,4.2503,4.3716,5.2013,2.0946,2.5462,4.2639,2.2206,3.8857,3.4197,4.0515,4.6323,3.3591
ADCY1,-2.9324,-3.6259,1.3454,-2.114,-0.4719,-0.4131,-1.7322,1.5806,-0.4325,-0.5332,-1.9942,-0.7834,-4.035,-0.9686,-3.6259,-2.1779,1.6695,-1.4699,0.0158,-2.3147,1.4065,-0.5332,-3.0469,-1.6394,-1.3548,-3.458,-4.2934,-2.1779,-6.5064,-1.6394,-1.5951,-2.9324,0.044,-5.5735,-1.0862,-2.5479,-2.9324,-3.0469,-3.1714,-1.9379,-3.6259,-2.2447,-2.114,0.5666,-2.114,-2.4659,-3.1714,-2.4659,-0.8863,-4.2934,-3.0469,-3.6259,0.1903,-4.6082,-0.4921,-0.4325,0.1776,0.1648,-0.7108,-0.4719,-2.114,0.8568,-2.8262,-1.5105,-3.458,-3.6259,-2.0529,1.5366,-1.0262,-1.3921,-1.5105,-0.5973,-1.9379,-1.8836,-2.1779,-0.7346,-1.3183,2.1894,0.3796,0.3231,-2.7274,0.1648,-1.7809,-0.5756,0.7999,-1.5105,-0.4131,-1.1172,0.5666,-1.5105,0.8488,-2.114,-0.8084,-0.4719,-0.3383,-0.1993,-0.7588,-4.035,-2.9324,-2.8262,-4.035,-1.8836,-2.3884,-2.3147,-2.3147,-4.2934,-3.816,0.9191,-1.5522,-1.2828,-1.2828,-2.3884,0.24,-0.7346
ADCY10,-3.0469,-9.9658,-1.685,-3.1714,-3.458,-4.2934,-0.7588,-2.9324,-5.0116,-5.0116,-3.458,-1.9379,-0.3022,0.0014,-3.6259,-1.8314,-2.7274,-0.6416,-4.2934,-4.2934,-1.5522,-3.1714,-2.1779,-2.5479,-5.0116,-3.816,-5.5735,-3.3076,-5.0116,-2.0529,-2.8262,-3.458,-9.9658,-3.0469,-0.9686,-5.5735,-2.6349,-2.3147,-4.035,-2.8262,-2.1779,-1.3183,-4.035,-3.0469,-3.0469,-4.035,-2.7274,-2.5479,-9.9658,-3.458,-3.6259,-2.7274,-4.2934,-2.2447,-3.6259,-5.5735,-3.6259,-1.6394,-4.6082,-3.6259,-5.0116,-3.458,-5.0116,-1.8314,-1.3921,-3.3076,-3.1714,-5.0116,-4.035,-2.4659,-6.5064,-1.7809,-3.6259,-3.458,-3.3076,-2.6349,-4.6082,-5.5735,-4.6082,-3.458,-3.816,-0.5125,-1.4305,-1.8314,-1.8836,-1.3921,-1.8314,-3.458,-5.5735,-3.458,-1.2828,-0.6193,-0.2159,-0.8863,-3.458,-0.6873,-3.3076,-3.6259,-3.458,-4.2934,-3.6259,-2.114,-3.6259,-1.2828,-3.816,-6.5064,-4.2934,-4.2934,-2.7274,-2.4659,-3.3076,-2.5479,-3.1714,-4.2934
ADCY2,-1.8314,-5.5735,-0.5332,-0.8863,-0.9971,-0.2671,-2.0529,1.2696,2.1213,1.3679,-2.8262,0.2154,-4.6082,-0.6873,0.03,-3.458,0.4761,-0.7108,-3.1714,-0.5973,-3.816,-0.1504,-5.5735,-2.2447,-4.035,-4.2934,-6.5064,0.547,-9.9658,-1.2481,0.4967,-4.6082,-0.2498,-2.4659,-3.1714,-4.6082,-3.816,-3.0469,-5.0116,-2.7274,-5.0116,-1.9942,-2.6349,-2.6349,0.24,-1.1488,-2.3884,-3.0469,-2.7274,-2.114,-3.816,-1.9379,-1.1172,-5.0116,-1.3921,0.7832,-0.0725,1.1512,0.9568,-0.1993,-2.8262,-2.0529,-4.2934,1.1833,-1.6394,-1.4305,1.7617,-1.3921,0.4125,-0.394,-1.5951,-0.394,1.8564,0.8883,-1.8314,-1.3548,-4.035,0.1903,3.136,-4.035,0.7832,0.2642,-0.7588,-1.7322,1.3454,-5.5735,1.5998,-2.2447,0.5859,-0.6193,-2.3884,-1.1811,-2.0529,-0.2498,3.7667,0.7579,-0.8599,-2.6349,0.099,-0.8863,-3.0469,-2.4659,0.3907,1.4335,1.2696,-6.5064,-5.0116,0.9862,-1.2481,2.0395,-2.2447,-0.5125,-0.1345,-9.9658
ADCY3,5.4842,4.9556,3.7269,4.5626,4.6083,4.3765,4.2025,4.197,4.4088,3.9127,3.8095,4.9649,2.2421,4.4503,5.014,4.2072,5.0807,5.1056,4.9782,5.3363,4.664,4.1376,3.9166,5.1871,4.443,5.3604,3.0876,4.523,3.7138,4.5117,5.1651,4.0636,4.8724,3.3293,5.1887,4.9175,5.1293,4.5072,3.8973,4.0773,4.1145,4.2571,4.6071,4.8319,4.3541,4.4223,4.8319,4.9755,4.2973,4.5268,3.3883,3.2251,3.5224,4.8817,3.4752,4.8218,4.0401,3.2466,4.4047,3.9515,4.0162,4.4945,4.2965,5.5379,5.0536,4.1335,4.8146,5.4728,4.809,4.4423,4.0427,4.9454,4.9084,4.5117,4.7181,6.1369,4.7603,4.6702,4.7887,5.9575,3.9506,5.0153,3.5971,5.1571,5.0295,5.4393,5.3317,5.1607,5.0786,5.096,5.5198,4.9426,4.8319,4.6224,5.0321,5.6659,5.0348,4.734,4.991,3.1475,3.9608,4.2126,5.9122,5.6271,5.3699,4.2951,3.5911,5.726,4.0287,5.8605,4.2327,4.6012,6.105,4.1756
