gene_name,TCGA-BL-A13I-01,TCGA-BL-A13J-01,TCGA-BL-A3JM-01,TCGA-BT-A0S7-01,TCGA-BT-A0YX-01,TCGA-BT-A20J-01,TCGA-BT-A20N-01,TCGA-BT-A20O-01,TCGA-BT-A20P-01,TCGA-BT-A20Q-01,TCGA-BT-A20R-01,TCGA-BT-A20T-01,TCGA-BT-A20U-01,TCGA-BT-A20W-01,TCGA-BT-A2LB-01,TCGA-BT-A2LD-01,TCGA-BT-A3PH-01,TCGA-BT-A3PJ-01,TCGA-BT-A3PK-01,TCGA-BT-A42C-01,TCGA-C4-A0F0-01,TCGA-C4-A0F1-01,TCGA-C4-A0F6-01,TCGA-C4-A0F7-01,TCGA-CF-A1HR-01,TCGA-CF-A1HS-01,TCGA-CF-A27C-01,TCGA-CF-A3MF-01,TCGA-CF-A3MG-01,TCGA-CF-A3MH-01,TCGA-CF-A3MI-01,TCGA-CU-A0YN-01,TCGA-CU-A3KJ-01,TCGA-CU-A3QU-01,TCGA-CU-A3YL-01,TCGA-DK-A1A3-01,TCGA-DK-A1A5-01,TCGA-DK-A1AA-01,TCGA-DK-A1AB-01,TCGA-DK-A1AC-01,TCGA-DK-A1AD-01,TCGA-DK-A1AE-01,TCGA-DK-A1AF-01,TCGA-DK-A1AG-01,TCGA-DK-A2HX-01,TCGA-DK-A2I1-01,TCGA-DK-A2I2-01,TCGA-DK-A2I4-01,TCGA-DK-A3IK-01,TCGA-DK-A3IL-01,TCGA-DK-A3IM-01,TCGA-DK-A3IN-01,TCGA-DK-A3IT-01,TCGA-DK-A3IU-01,TCGA-DK-A3IV-01,TCGA-DK-A3WW-01,TCGA-DK-A3WX-01,TCGA-DK-A3WY-01,TCGA-DK-A3X1-01,TCGA-DK-A3X2-01,TCGA-E5-A2PC-01,TCGA-E7-A3X6-01,TCGA-E7-A3Y1-01,TCGA-FD-A3B3-01,TCGA-FD-A3B5-01,TCGA-FD-A3B6-01,TCGA-FD-A3B7-01,TCGA-FD-A3B8-01,TCGA-FD-A3N5-01,TCGA-FD-A3NA-01,TCGA-FD-A3SJ-01,TCGA-FD-A3SL-01,TCGA-FD-A3SM-01,TCGA-FD-A3SN-01,TCGA-FD-A3SO-01,TCGA-FD-A3SP-01,TCGA-FD-A3SQ-01,TCGA-FD-A3SR-01,TCGA-FD-A3SS-01,TCGA-FJ-A3Z7-01,TCGA-FJ-A3ZE-01,TCGA-FJ-A3ZF-01,TCGA-G2-A2EC-01,TCGA-G2-A2EF-01,TCGA-G2-A2EJ-01,TCGA-G2-A2EK-01,TCGA-G2-A2EO-01,TCGA-G2-A2ES-01,TCGA-G2-A3IB-01,TCGA-G2-A3IE-01,TCGA-G2-A3VY-01,TCGA-GC-A3BM-01,TCGA-GC-A3I6-01,TCGA-GC-A3WC-01,TCGA-GC-A3YS-01,TCGA-GD-A2C5-01,TCGA-GD-A3OP-01,TCGA-GD-A3OQ-01,TCGA-GD-A3OS-01,TCGA-GU-A42R-01,TCGA-GV-A3JV-01,TCGA-GV-A3JW-01,TCGA-GV-A3JZ-01,TCGA-GV-A3QF-01,TCGA-GV-A3QG-01,TCGA-GV-A3QH-01,TCGA-GV-A3QI-01,TCGA-GV-A3QK-01,TCGA-GV-A40E-01,TCGA-GV-A40G-01,TCGA-H4-A2HO-01,TCGA-H4-A2HQ-01,TCGA-HQ-A2OE-01,TCGA-K4-A3WS-01,TCGA-K4-A3WU-01,TCGA-K4-A3WV-01
ACSBG1,-3.00768073209,2.30090191747,-3.1714,-9.9658,-2.5479,-5.5735,-0.6873,-3.6259,-3.816,-4.035,-3.3076,2.4934,-3.816,0.346,-2.5479,-1.3921,1.334,-5.0116,-4.035,-1.8314,-2.6349,-2.5479,-0.2671,-4.2934,-1.7809,-3.816,3.6089,0.6239,1.0151,2.004,-0.2845,-1.5951,-5.5735,-3.6259,2.0111,-5.0116,-0.9971,2.2299,-3.816,-1.7809,-2.7274,-4.2934,2.3451,-1.5951,-3.6259,-5.0116,-2.5479,-2.2447,1.8282,-2.2447,-2.3884,-2.3884,2.4518,-2.8262,-2.5479,-9.9658,-3.1714,-2.7274,-2.4659,1.9638,-3.0469,-4.035,-1.0262,-4.6082,-5.5735,-3.816,-5.5735,-6.5064,-0.3022,-4.6082,0.3346,2.6602,-5.0116,-1.9379,-3.6259,-4.035,-0.0877,-4.035,-0.8084,-4.6082,-4.035,0.5666,-3.1714,-3.1714,-4.6082,0.2522,-2.1779,-4.6082,-1.7322,0.3907,-0.4719,-0.4921,-0.8863,-4.2934,-3.0469,3.5124,-0.0574,-0.3022,-3.816,2.0147,-0.5332,3.506,-3.0469,5.1776,-2.7274,-1.4305,2.2603,1.7828,-3.458,1.9638,-3.0469,-3.6259,-1.4699,-1.6394,4.1708,-3.816
ACSBG2,-2.17790388262,-1.45669367356,-2.9324,-4.035,-9.9658,-9.9658,-4.2934,-4.2934,-2.3147,-6.5064,-5.0116,-9.9658,-2.0529,-3.1714,-9.9658,-5.5735,-5.0116,-9.9658,-5.5735,-4.035,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.2934,-4.035,-5.0116,-9.9658,-6.5064,-4.035,-6.5064,-2.8262,-5.0116,-3.0469,-9.9658,-4.6082,-9.9658,-2.3147,-2.7274,-2.4659,-5.5735,-5.0116,-2.9324,-9.9658,-5.0116,-9.9658,-9.9658,-2.3147,-3.816,-2.9324,-9.9658,-3.816,-6.5064,-1.9942,-9.9658,-2.9324,-4.6082,-6.5064,-4.6082,-5.0116,-9.9658,-2.6349,-4.2934,-3.6259,-9.9658,-5.5735,-4.035,-5.0116,-5.0116,-5.0116,-9.9658,-4.6082,-4.6082,-3.6259,-9.9658,-2.9324,-2.1779,-3.458,-5.0116,-2.3147,-1.9379,-3.816,-3.458,-6.5064,-3.458,-9.9658,-4.6082,-9.9658,-3.3076,-1.0559,-3.816,-2.4659,-1.8314,-4.6082,-2.6349,-5.0116,-5.5735,-2.4659,-3.1714,-5.0116,-1.6394,-2.114,-4.6082,-5.0116,-4.035,-2.7274,-5.0116,-2.7274,-2.1779,-4.6082,-9.9658,-3.816,-3.458,-3.0469,-3.458
ACSL1,4.35106087838,5.37077671361,4.7709,4.5429,5.6935,4.2335,5.5361,5.1595,4.711,5.8337,6.9571,4.9279,6.0562,5.1478,4.8929,4.1684,7.2409,4.1136,4.9313,6.0466,2.2299,4.3765,6.8316,5.1429,6.5518,4.1044,5.4976,4.1002,5.6097,4.197,5.0135,4.2906,3.2049,4.402,5.5392,6.5297,5.425,4.0136,5.8968,5.8841,4.3555,4.5072,5.6294,4.2389,5.9955,6.3422,3.1377,5.0202,5.2998,6.0148,3.2856,4.0153,5.6608,4.3249,7.7452,3.8187,5.0054,3.8866,4.6685,6.595,4.2381,5.2407,2.7551,4.3321,5.7885,4.1498,4.4777,4.5711,5.4699,6.0153,5.7445,5.7173,5.935,4.3162,3.7635,4.5928,5.9456,8.2145,6.5926,3.6359,5.9338,6.2536,4.5522,2.8076,5.4745,5.1169,5.2608,5.9196,4.5249,4.327,4.0189,3.833,4.1351,4.8465,3.6623,6.3665,6.0909,5.4585,3.9175,4.8778,5.2578,7.8903,4.2343,5.3551,5.3053,5.8402,4.9969,6.5639,4.8059,5.6736,5.7154,4.9218,4.9695,4.5946,5.6944,2.3423
ACSL3,5.34472227666,5.03933489833,5.5482,5.0687,5.5766,4.4277,6.2073,5.4552,5.523,4.9792,4.1716,4.7077,6.1983,4.6083,5.318,5.8228,6.5794,5.4822,4.5748,6.0337,6.089,5.1603,5.9713,5.0875,5.3699,4.306,4.9369,2.1574,5.9957,4.6335,3.162,5.0246,5.3122,3.7678,3.9175,5.1799,5.5946,5.3306,5.3245,4.6422,4.2343,5.1599,5.005,4.9463,4.6159,4.5411,5.1453,4.964,4.5528,4.166,4.9341,5.5919,5.6103,5.406,4.7148,5.4585,5.3562,3.795,4.3068,5.61,7.1967,5.5123,3.5098,5.0246,4.8817,5.2646,5.5729,4.8294,4.0943,6.0652,4.863,4.1178,5.1408,5.1019,6.4965,4.3709,4.9397,3.8249,4.5699,2.7889,7.1328,4.3758,5.6303,5.0562,6.2644,3.9478,5.6082,5.8785,5.3165,4.6083,5.0696,5.3216,5.2281,4.3435,4.0969,5.4253,4.8575,5.1676,4.5559,6.1334,6.1388,5.4803,5.005,6.2288,4.391,4.5862,5.3913,4.421,5.8443,5.2717,4.9755,6.4769,5.7605,4.5311,5.2672,5.5142
ACSL4,5.96148460385,3.22666697509,2.8502,1.9712,2.3337,2.9262,1.3623,4.8495,2.5924,3.1327,3.869,2.1114,2.6828,4.5072,2.694,1.5064,0.9493,3.9682,3.5994,2.4701,5.4236,2.236,2.59,3.2282,2.5634,2.8858,1.8604,1.3623,1.8484,2.2268,2.7931,3.2018,2.2391,4.1244,3.6771,2.4386,3.9108,2.8661,3.6301,3.0533,4.3328,3.0376,6.0779,3.5374,3.0498,5.0964,3.6916,4.49,3.3336,1.0573,2.3451,4.1449,1.7316,2.9128,1.3735,3.9599,4.6101,3.3003,4.0909,2.2901,2.5213,2.6624,1.2085,3.2617,2.0604,3.6905,4.4556,4.562,2.7805,4.8729,3.8759,4.2639,2.6302,1.8323,2.3164,3.8401,3.0411,2.2723,1.0151,3.449,0.3573,4.6787,3.2988,4.6742,3.3278,3.3336,2.6828,3.9691,2.2543,3.0859,4.085,2.0946,3.6714,3.4197,3.1079,2.4465,3.9041,3.1749,4.4816,2.5828,4.048,4.4216,3.835,6.2155,3.9403,4.1531,3.603,3.4398,3.0145,6.1194,3.3478,2.7205,2.8542,3.6359,4.0488,0.9568
ACSL5,3.88666216592,5.52463599339,4.2103,0.7664,2.0946,3.1045,6.9511,4.7656,5.4142,5.1684,5.426,5.79,3.1212,6.5784,6.8203,0.8961,7.8476,3.4543,1.5902,5.6485,1.6187,-0.3022,5.7994,0.5568,6.3567,0.5859,6.4082,5.825,6.911,6.1375,5.2238,3.2692,3.2737,7.1014,4.7597,2.1147,5.7233,5.8692,5.0431,7.7066,4.6994,2.8522,6.6093,5.8161,3.9261,6.8574,1.8242,5.9322,4.9933,4.9842,-0.8863,4.3876,6.1767,4.7661,7.0572,4.8655,3.6242,4.2736,5.7176,1.816,4.6201,5.082,5.2544,2.6873,3.0074,3.7635,2.9655,4.4463,2.1606,6.492,5.4407,5.6306,0.0718,6.4557,4.6826,3.2826,5.4036,3.863,2.2603,5.9163,4.0497,7.6307,5.7827,3.8511,3.5887,5.8953,5.2601,4.5367,0.3907,6.6931,3.0234,5.8783,4.9589,3.7825,2.2421,6.1353,6.3792,5.4819,2.2931,3.0234,3.3979,2.2051,3.8847,5.6082,4.8812,7.4651,6.6561,6.591,4.4169,3.1717,5.8585,5.8445,5.3013,5.6482,6.1835,-0.1665
ACSL6,-6.116738505375,-6.63669948607,-4.410550000000001,-6.3466,-6.8909,-4.0197,-6.10525,-5.71785,-6.396,-6.8909,-4.8099,-5.759,-7.76965,-4.67565,-3.62815,-7.0004,-6.79585,-6.03995,-7.1296,-7.1296,-8.2361,-6.21585,-6.25685,-6.396,-7.76965,-9.9658,-7.4887,-9.9658,-9.9658,-9.9658,-7.76965,-5.87335,-7.1296,-6.5686,-4.4474,-4.159599999999999,-5.759,-8.2361,-6.3466,-5.8986,-6.03995,-7.1296,-5.8026,-7.0004,-5.5573,-6.79585,-5.5573,-6.07185,-8.2361,-7.76965,-7.76965,-6.03995,-5.9247,-5.39985,-6.396,-7.0004,-7.1296,-3.19035,-4.69475,-5.2495,-7.76965,-6.8909,-8.2361,-4.3102,-4.80425,-8.2361,-3.4459,-3.9441,-7.76965,-6.7119,-7.1296,-6.7119,-5.399900000000001,-7.76965,-7.0004,-7.1296,-6.5064,-6.14025,-9.9658,-7.287,-7.76965,-6.30035,-6.506349999999999,-7.287,-7.4887,-6.396,-6.79585,-8.2361,-9.9658,-9.9658,-6.3466,-6.4491,-7.287,-6.636699999999999,-9.9658,-7.0004,-6.636699999999999,-9.9658,-5.87335,-7.287,-5.8986,-6.7119,-5.78045,-7.4887,-4.8941,-7.0004,-3.47205,-7.287,-5.1612,-6.4491,-7.287,-6.8909,-7.1296,-6.3466,-5.5415,-5.51085
ACTA2,7.36481232414,7.61915409032,5.8171,7.1464,6.306,5.8602,6.4932,7.1134,7.0066,8.8473,9.1604,9.1345,7.6813,6.843,9.04,7.6368,6.1475,4.6433,7.2328,5.0943,7.1353,6.6382,7.6461,7.3143,7.3946,4.7242,4.4641,5.7312,5.0126,5.774,6.8464,5.8819,5.8929,4.2212,7.5565,7.0388,8.7398,6.5656,9.2305,6.846,8.2256,6.8243,8.5536,4.9189,10.5551,9.4587,7.6767,8.0823,8.3204,9.304,4.0064,7.7264,9.0294,9.7069,4.5934,5.802,7.8965,9.3009,7.3393,3.8421,5.8001,6.9634,7.4035,9.0423,6.7007,6.0951,8.3554,10.6127,7.1927,7.2463,9.9793,10.8061,8.2607,7.9008,8.293,9.9072,10.2078,9.1045,7.9113,7.0533,4.9079,4.9308,9.2246,6.2787,4.2358,8.0341,8.7226,7.6801,5.4562,4.4673,4.497,5.6727,7.2689,8.4303,8.3427,8.3887,8.1537,6.8442,7.7919,5.6736,6.7409,5.9409,7.5267,6.1765,8.3096,4.3765,5.5252,4.0506,6.1079,6.6836,7.1118,5.8787,4.2048,10.5689,10.6839,6.2248
ACTB,12.0797141263,9.83082499498,10.5733,10.8988,11.4564,12.2238,11.3983,11.8527,11.7947,11.5456,12.106,11.6715,11.3044,11.051,12.23,12.3093,11.4653,12.131,12.1809,11.0198,12.3531,11.3318,11.2611,11.4005,11.2862,12.1205,10.8582,10.6918,11.4493,11.8315,11.4232,11.7267,11.7522,11.4078,10.5343,12.1338,12.0182,11.1937,11.5804,11.1325,11.2325,10.549,11.7305,11.4628,11.716,11.6724,12.1661,11.9203,11.6152,11.2754,11.2862,12.3278,11.7198,12.3776,10.74,12.7446,12.1554,12.4328,11.791,10.4951,11.5837,11.7635,11.0551,12.725,11.5641,12.791,12.7124,12.2394,12.2554,11.6344,11.3875,12.2694,11.424,12.3332,12.2476,12.2709,11.669,11.4164,12.7481,11.5654,10.7579,10.9801,11.0766,11.8446,11.768,10.8742,12.145,11.2578,11.6694,10.7,10.5852,11.3045,11.7,10.9363,12.4403,11.002,10.34,12.0614,11.3224,10.685,11.1984,10.2743,10.7917,10.6699,11.8666,10.2435,10.9385,10.5917,12.661,11.051,10.6598,11.1949,10.7182,11.9289,11.4053,11.1301
ACTG1,10.8311984884,10.5118387561,11.3092,11.3397,11.4699,11.3173,10.6699,11.2981,11.5066,11.6895,11.2643,11.0881,11.3158,11.0033,11.3937,11.0074,11.1353,11.7036,11.2553,11.0853,12.0162,12.4429,10.8321,11.2532,11.1664,11.7229,11.5775,8.5106,11.1755,10.9854,10.0548,11.4346,11.6982,11.3979,10.7938,10.4314,11.2313,11.386,10.4161,11.774,11.1643,11.326,11.558,11.3831,11.1814,10.7747,11.9287,10.6996,10.4831,10.3652,11.5939,11.3398,10.665,10.7323,10.5926,11.783,11.6827,11.6006,10.6363,11.1165,10.1331,11.6701,10.937,11.2438,11.4285,10.9279,11.5829,11.2848,10.7004,11.3315,11.3297,10.7043,11.3778,11.3692,11.5658,11.7848,11.0092,10.7572,11.0509,9.9891,11.3222,10.6202,10.7824,11.7618,11.1812,10.9704,11.6501,11.4604,11.763,9.9779,10.9395,11.1781,10.5446,10.9231,10.8898,10.4356,10.8935,11.6645,10.3962,11.317,11.5203,11.1491,11.7954,11.4035,11.3272,11.7362,10.3039,10.4355,11.3203,11.1258,10.8317,11.5718,11.5459,10.8882,10.5068,11.5118
ACVR1,4.2837125482,3.02935341976,3.2692,3.0181,3.8269,3.492,3.6486,4.085,3.2929,3.8571,3.8269,3.3883,3.9487,2.753,3.5851,2.6984,2.2872,3.5161,3.573,3.573,3.0944,3.9147,3.1011,2.9032,3.8157,3.6042,3.2752,-0.013,3.0961,2.59,1.3051,3.345,3.3206,2.2543,2.9911,2.8936,4.1351,3.9571,4.3119,2.299,3.1129,3.8973,4.1392,3.2541,3.7182,2.5585,3.8571,3.5086,2.2144,1.9931,3.74,3.7432,3.2189,2.8422,2.4883,3.2973,3.7215,2.9729,2.5707,1.2455,4.0816,3.9412,1.8604,3.4291,3.8136,3.5411,3.5486,3.9728,3.2617,3.6207,2.6918,3.981,4.2892,4.0601,3.3134,4.0216,4.5436,3.3221,2.2783,1.8484,2.8622,2.0289,3.9883,3.483,3.1733,4.001,3.4726,3.8857,4.4404,2.1213,4.5814,3.6359,3.9185,3.9515,3.8105,3.5584,3.7752,4.0977,3.4907,3.3506,2.183,2.4544,2.5462,3.162,3.2677,2.77,3.2929,1.7009,2.9186,2.8178,2.6232,3.7453,2.2513,3.9947,3.2737,4.774
ACVR1B,2.80481074743,3.09781429062,3.4116,3.0393,3.4398,3.1278,3.2766,2.5087,4.5473,3.6066,3.2856,2.6161,3.8866,3.4687,3.7496,2.4279,1.595,3.5875,3.1892,4.1994,2.1444,3.0217,3.4609,4.1978,3.5851,3.4609,4.322,1.0503,4.1523,4.7714,2.05,3.9901,3.0305,3.728,3.8033,3.011,3.8461,3.832,3.8729,3.0654,3.0287,2.9674,2.7205,4.6894,2.9394,2.6533,2.4623,3.4517,2.7444,3.2282,3.1475,2.8502,2.3251,2.3106,3.9571,2.9205,3.4945,1.5661,2.8321,3.4398,3.5009,4.1899,3.2526,3.2389,3.8866,1.7141,3.0038,3.245,3.2557,3.3032,3.637,2.7205,3.6207,4.1708,2.8641,2.5876,3.5149,3.3633,1.7744,2.5011,2.7183,3.7741,3.6714,4.0171,3.5791,4.0304,3.1028,3.0757,3.3119,3.4358,4.2266,4.3931,4.3903,3.1604,2.7763,2.7095,4.0462,3.5657,3.2267,3.2752,1.3679,3.3883,2.7007,2.6019,2.2421,3.9337,4.3306,3.6066,4.0488,3.5374,3.2752,3.3689,4.3541,3.2796,3.186,3.637
ACVR1C,-0.381434297505,-1.22543941274,-1.7322,-1.3548,-0.5543,0.605,0.7493,-2.3884,-3.3076,-4.2934,-1.4699,-0.1665,-2.8262,-0.5332,-0.394,-9.9658,-9.9658,-0.8339,-0.1665,-9.9658,-1.6394,0.517,-4.2934,0.2642,-6.5064,0.6425,-1.3183,-9.9658,-9.9658,-3.3076,-6.5064,-1.9942,0.7748,-6.5064,-4.2934,-3.1714,-2.114,-4.035,0.8408,-3.816,-1.685,-2.3147,-3.6259,-4.035,-5.0116,-1.685,-2.8262,-2.3884,-3.3076,-4.2934,0.24,-4.2934,-6.5064,-5.5735,-4.6082,-0.0725,-1.5951,-3.3076,-2.9324,-2.3884,-0.394,-1.7809,-0.5973,-1.3548,0.0014,-1.4699,-2.7274,-2.1779,-3.0469,-1.2142,-1.8836,-3.3076,-2.1779,-1.2828,-9.9658,-4.6082,-3.816,-3.458,-4.6082,-3.458,-3.816,-0.6873,-2.8262,0.4447,1.0983,-4.035,-2.1779,0.5859,-1.4305,-0.2159,1.4756,-0.3383,-3.816,-0.0425,-0.6873,-1.7809,-1.9942,-0.6193,-3.0469,0.5568,-5.5735,-1.9379,-2.5479,-0.3022,-2.6349,-3.6259,1.0847,-4.6082,-3.1714,-6.5064,-3.6259,-1.1488,-3.1714,-1.1488,-2.4659,-2.7274
ACVR2A,2.63251936443,3.35347770026,1.177,2.5585,1.614,2.1013,3.4116,1.3225,1.2271,2.2482,3.1588,2.0638,2.2452,2.3423,3.1327,2.2175,1.2576,1.2333,0.8568,2.8858,0.9935,1.1512,2.9948,1.8524,3.0145,0.8488,4.3548,0.0158,3.4277,2.8799,1.7912,1.2756,2.3366,3.3952,3.1095,1.8036,2.036,2.9692,2.6278,2.1114,2.7161,2.0946,3.0568,3.0074,1.8242,2.1013,1.3454,1.8524,2.561,2.3366,1.9452,1.9034,2.0604,1.3791,3.2811,1.0363,0.9935,1.2516,1.0711,1.9968,2.5996,3.2988,3.6042,1.7273,2.8602,1.4281,0.8246,1.8996,0.547,1.9034,2.4571,3.2811,2.3106,0.8568,1.4441,1.3454,2.2783,3.0961,3.5669,0.9115,3.6136,2.6647,2.0604,0.4761,1.3735,2.2051,2.4439,2.0979,1.5709,3.4424,4.1244,2.9013,1.5465,2.1702,1.8323,3.0944,3.2737,2.3536,1.9226,4.034,1.674,4.0601,2.376,4.975,2.0289,3.7909,2.05,1.4494,0.9038,3.3407,2.6067,3.705,1.177,2.4649,2.6487,3.8198
ACVR2B,0.954302150062,2.74077433178,1.2875,1.2636,-1.1811,0.0158,0.8961,0.24,0.2154,-0.0574,-0.5125,-0.3022,0.2762,2.1444,0.4125,0.3115,1.2576,1.0915,0.9343,-0.7108,0.8883,0.9191,1.412,1.0503,0.0158,-0.0425,0.8488,-0.9686,0.3685,0.1776,0.8488,0.7146,-0.2328,1.5165,0.2642,0.8082,0.2881,0.1257,-1.1811,1.6875,1.4652,1.0151,-0.0277,0.7748,0.4552,1.7185,0.1124,0.3685,0.7999,1.7316,-0.3022,1.5013,1.2696,0.2522,1.2696,-0.4325,-0.4325,-1.4305,-0.1504,1.0222,0.2642,0.4447,0.0718,-0.1345,0.5568,-0.0877,0.099,-0.8084,-0.6643,0.434,1.2394,-0.1504,0.3685,1.334,1.2875,0.3231,0.4447,1.2934,0.9935,0.7748,3.6172,2.7444,0.9191,0.6699,-0.8863,1.2147,0.517,-1.4305,-1.0862,2.9432,1.9638,0.7146,-0.1031,-0.1828,0.8961,0.8246,0.8726,0.4552,1.3397,1.6512,0.5955,0.6517,0.9935,1.1577,1.5998,1.3956,2.0004,0.9789,1.2992,0.1648,0.7321,0.8082,2.7007,1.0363,0.5859,0.0718
ADAM17,4.03806500485,4.73610948645,3.2112,4.1368,5.2028,3.8818,4.5922,3.832,1.9149,4.0046,3.8228,3.0842,4.8515,3.5022,3.5073,3.7017,3.958,3.8719,3.8915,3.4156,2.9839,3.8749,3.7127,5.0202,3.573,3.6905,3.3235,0.537,3.417,2.2543,1.0573,4.2601,4.5952,3.0637,2.1638,3.6335,4.048,4.2578,4.178,4.3862,3.453,4.225,3.5839,2.876,3.1924,2.3077,4.026,3.9156,2.8199,2.299,3.6691,3.7688,3.7378,3.1045,2.7636,3.0074,3.8847,2.6962,2.9128,4.9514,5.4832,4.4404,1.6964,3.623,4.613,3.3293,3.9929,3.8935,3.4726,3.741,3.5022,2.7117,4.5814,4.1111,3.9746,3.6497,3.8279,4.2041,3.3492,2.0395,2.7401,3.5839,2.9765,3.793,3.5706,3.38,1.5165,3.3393,4.3674,2.5363,4.3513,3.5449,3.421,4.3924,3.0515,3.6382,3.3407,3.7291,3.4437,3.5547,2.6185,5.4754,3.6939,3.3842,3.6894,4.3903,3.8187,3.0842,2.826,2.8402,2.3394,5.0,4.5946,2.6579,2.7051,4.865
ADCY1,-0.554246527834,0.025274504603,2.0707,0.1124,-0.9406,-1.9379,1.674,-3.3076,-0.5756,-1.1811,0.8961,-0.3383,-2.3147,2.0707,-3.816,-2.8262,-3.816,-5.0116,-0.1187,0.688,-2.2447,-3.1714,-2.4659,0.2642,1.0222,0.8164,0.0158,0.5955,-2.114,0.4865,-1.3183,0.605,-1.8314,-5.0116,-1.2142,-1.9942,1.8323,-4.6082,0.346,-1.7809,-3.458,-0.7346,-0.6193,-0.4719,0.3231,-0.3566,-2.0529,1.1512,-0.0277,1.3623,0.2277,0.9115,-0.8863,-3.1714,1.334,-5.0116,0.0718,0.24,0.1519,2.2175,-4.6082,-1.9942,-5.0116,-1.2828,-1.2142,0.346,1.9968,-2.114,-0.6643,2.2842,-0.8863,-1.5951,-2.114,-2.3147,-0.5543,-1.8836,0.5069,0.2881,2.036,-2.114,-0.6643,1.4859,2.609,-6.5064,-6.5064,0.9716,-3.816,-1.8836,-1.3183,2.0111,1.0433,-0.2498,-1.8314,-3.0469,-2.5479,0.8647,-1.5951,-3.1714,-1.5105,0.9419,2.0604,0.4125,1.4652,-3.458,1.5316,1.7828,1.6512,-1.5522,-1.9379,-0.2328,-1.3183,-0.1828,1.9675,-1.3548,-0.2845,-0.5973
ADCY10,-4.86422441129,1.39195293608,-3.0469,-9.9658,-6.5064,-4.6082,-6.5064,-6.5064,-2.8262,-3.1714,-3.816,-3.458,-9.9658,-2.8262,-3.1714,-5.0116,-4.035,-4.6082,-4.2934,-3.816,-6.5064,-1.8836,-4.035,-9.9658,-4.2934,-4.6082,-5.0116,-5.0116,-2.6349,-6.5064,-9.9658,-9.9658,-4.6082,-3.816,-1.3921,-3.3076,-3.816,-1.5951,-4.035,-5.0116,-1.0262,-6.5064,-4.2934,-3.3076,-4.6082,-5.0116,-6.5064,-6.5064,-0.5973,-3.816,-5.5735,-2.4659,-0.4719,-4.2934,-2.8262,-9.9658,-4.6082,-4.2934,-0.394,-3.0469,-3.816,-9.9658,-4.2934,-6.5064,-3.0469,-6.5064,-3.816,-6.5064,-3.6259,-4.035,-3.1714,-4.2934,-9.9658,-3.6259,-6.5064,-3.816,-4.6082,-3.816,-4.6082,-4.2934,-2.1779,-4.035,-6.5064,-6.5064,-4.2934,-4.035,-2.114,-3.6259,-4.6082,-3.458,-3.458,-5.5735,-4.6082,-1.9379,-2.1779,-3.6259,-6.5064,-4.035,-4.6082,-5.5735,-0.8599,-2.7274,-3.6259,0.7146,-3.0469,-6.5064,-0.9971,-1.4305,-3.1714,-4.6082,-1.4305,-6.5064,-3.0469,-1.8314,-1.5951,-4.2934
ADCY2,-4.11611927414,-0.498881258033,-2.114,-1.2481,-4.6082,-2.8262,-2.6349,-4.035,-1.3548,-0.7834,-1.5522,-0.394,-0.5543,-2.6349,-0.5332,-2.3884,-5.0116,-9.9658,-9.9658,-5.0116,-2.8262,-6.5064,-2.3147,-2.8262,-1.685,-3.458,-3.3076,-6.5064,-9.9658,-9.9658,-4.2934,-2.5479,-6.5064,-3.6259,-2.0529,-0.3566,-1.3548,-4.6082,0.2522,-2.4659,-1.4699,-4.6082,-0.4921,-3.6259,0.6608,-1.6394,-5.0116,-2.8262,-1.1811,-0.6873,-9.9658,-3.0469,-2.6349,-1.685,-0.3752,-5.5735,-4.2934,-2.9324,-3.3076,-3.6259,-9.9658,-2.5479,-4.035,-2.3147,-4.2934,-4.035,-2.7274,0.4761,-3.3076,-1.6394,-0.7108,-0.5756,-2.2447,-1.6394,-2.3884,0.5763,1.0983,2.5413,-1.7322,-3.458,-6.5064,-6.5064,0.9935,-9.9658,-9.9658,-2.0529,-0.7588,-3.458,-2.7274,-2.7274,0.3573,-3.816,-1.4305,-3.3076,-1.1811,0.24,0.7999,-1.9942,-4.2934,-3.6259,-1.9942,-1.3921,0.24,-9.9658,-3.458,-2.5479,-5.5735,-6.5064,-2.9324,-9.9658,-3.0469,-2.7274,-4.035,0.4125,1.6695,2.7951
