gene_name,TCGA-18-4721-01,TCGA-18-5592-01,TCGA-21-1071-01,TCGA-21-1076-01,TCGA-21-1081-01,TCGA-21-5782-01,TCGA-21-5784-01,TCGA-21-5786-01,TCGA-21-5787-01,TCGA-22-1011-01,TCGA-22-4591-01,TCGA-22-4607-01,TCGA-22-5471-01,TCGA-22-5472-01,TCGA-22-5473-01,TCGA-22-5474-01,TCGA-22-5477-01,TCGA-22-5478-01,TCGA-22-5480-01,TCGA-22-5482-01,TCGA-22-5485-01,TCGA-22-5489-01,TCGA-22-5491-01,TCGA-22-5492-01,TCGA-33-4532-01,TCGA-33-4547-01,TCGA-33-4566-01,TCGA-33-4582-01,TCGA-33-4586-01,TCGA-34-2596-01,TCGA-34-2608-01,TCGA-34-5231-01,TCGA-34-5232-01,TCGA-34-5234-01,TCGA-34-5236-01,TCGA-34-5239-01,TCGA-34-5241-01,TCGA-34-5927-01,TCGA-34-5928-01,TCGA-34-5929-01,TCGA-37-4133-01,TCGA-37-4135-01,TCGA-37-4141-01,TCGA-37-5819-01,TCGA-39-5019-01,TCGA-39-5021-01,TCGA-39-5022-01,TCGA-39-5024-01,TCGA-39-5028-01,TCGA-39-5029-01,TCGA-39-5030-01,TCGA-39-5031-01,TCGA-39-5035-01,TCGA-39-5037-01,TCGA-43-2578-01,TCGA-43-3394-01,TCGA-43-5668-01,TCGA-43-6143-01,TCGA-43-6770-01,TCGA-43-6771-01,TCGA-46-6025-01,TCGA-46-6026-01,TCGA-56-5897-01,TCGA-56-5898-01,TCGA-56-6545-01,TCGA-56-6546-01,TCGA-60-2698-01,TCGA-60-2708-01,TCGA-60-2709-01,TCGA-60-2710-01,TCGA-60-2711-01,TCGA-60-2713-01,TCGA-60-2719-01,TCGA-60-2720-01,TCGA-60-2721-01,TCGA-60-2724-01,TCGA-60-2725-01,TCGA-60-2726-01,TCGA-63-5128-01,TCGA-63-5131-01,TCGA-63-6202-01,TCGA-66-2727-01,TCGA-66-2758-01,TCGA-66-2766-01,TCGA-66-2767-01,TCGA-66-2770-01,TCGA-66-2773-01,TCGA-66-2777-01,TCGA-66-2778-01,TCGA-66-2781-01,TCGA-66-2782-01,TCGA-66-2783-01,TCGA-66-2785-01,TCGA-66-2788-01,TCGA-66-2791-01,TCGA-66-2794-01,TCGA-66-2795-01,TCGA-66-2800-01,TCGA-70-6722-01,TCGA-70-6723-01,TCGA-85-6175-01,TCGA-85-6560-01,TCGA-85-6561-01
SIPA1L1,4.3017,3.6359,4.2212,4.40570771358,4.225,3.4075,2.561,3.9459,4.0627,4.1716,5.7423,3.7646,4.9626,4.811,3.222,3.2297,3.7635,5.0126,3.3787,3.4291,3.8259,3.4687,3.3379,4.6888,4.3723,4.067,5.1355,3.7367,3.0723,4.5392,3.652,4.0601,4.2578,2.5487,3.9194,4.7624,3.2002,3.7614,4.0688,3.9534,2.4439,1.7954,3.7116,3.6428,3.2677,3.4304,3.8147,3.7116,3.7421,4.2541,3.7171,4.1211,3.7171,3.1195,4.4861,3.0859,5.5503,4.3155,3.7443,3.838,3.7443,2.3019,3.4277,5.197,4.3256,4.6218,4.048,4.2995,3.7741,3.9496,4.6832,4.5392,4.2758,4.0127,4.623,3.4635,3.5149,4.0392,2.5011,4.1027,3.5237,2.9525,3.1829,2.8422,3.8729,3.5161,3.6113,4.1604,2.561,3.5337,3.8944,4.2495,3.8915,3.9947,3.6994,4.0523,2.8542,3.4398,4.2714,4.6916,4.6065,3.9496,4.8294
SIPA1L2,5.1396,5.8706,4.652,3.54796155624,4.5066,4.149,3.8198,3.5791,2.1509,4.3869,3.6451,2.5388,3.1797,4.1169,4.1804,4.4823,4.9663,4.7088,1.6187,3.4371,5.5317,1.9786,3.9412,4.0462,3.7529,3.9051,2.2482,2.3816,5.5614,5.6253,3.4543,1.3225,4.6165,1.4704,4.8773,3.5863,2.5585,4.6854,5.0811,3.0876,2.4727,0.8568,1.0503,1.7316,3.7603,4.3039,3.7269,3.222,1.6234,3.3336,2.7679,4.1644,1.9377,3.1653,3.7741,2.2237,2.2482,4.3576,5.3481,3.668,4.2434,4.0304,3.7215,3.8905,3.325,2.6371,3.2236,4.0567,4.1684,5.018,4.0028,3.6725,3.9261,2.3898,4.1708,2.9032,3.6277,3.87,5.0972,4.0242,1.9712,4.2669,5.2476,2.667,2.8562,5.478,4.1684,4.2987,2.0218,3.4517,2.2901,4.1931,0.1903,3.1717,4.6685,3.8013,3.5498,4.391,1.6604,4.5104,3.3492,1.9786,3.6497
SIVA1,6.4893,6.7141,5.5723,5.79427314189,5.8048,7.0835,6.7105,6.7401,7.1297,5.7436,7.3679,8.2474,8.1368,6.6227,7.4295,5.9151,6.2559,6.4984,5.2906,6.7707,6.9384,5.6727,7.7676,6.7494,7.7254,6.5938,6.0337,7.0585,6.4652,6.1681,6.588,6.3932,6.2647,8.1796,6.2959,5.7983,7.5501,5.5311,5.4526,5.579,8.4187,8.8689,7.3333,8.1567,6.8849,6.6365,6.1904,6.3022,6.4502,7.3741,5.3733,7.5107,6.0153,8.5204,7.2806,6.7552,5.9558,6.9654,6.8264,5.865,7.2665,5.7597,5.5996,6.8144,5.213,6.6172,6.5684,6.8275,6.0698,6.2285,7.5255,6.4846,5.9973,6.7923,6.6298,7.0297,6.4438,7.7248,6.438,6.3441,5.9746,7.4593,7.7206,8.1851,6.7262,6.0936,6.7525,6.9442,8.4082,7.7217,7.407,7.3993,6.8879,6.5802,5.964,7.6078,5.9851,7.8095,5.2608,6.7877,5.5829,5.572,6.5103
SKAP1,2.3222,1.766,2.9857,2.87892143908,-0.6193,2.578,2.362,0.5271,2.9262,2.496,0.346,0.7058,4.2788,0.8647,2.7073,3.4264,3.1458,0.679,2.9432,-0.9406,2.9618,2.8422,2.1766,2.0147,-0.7834,1.0573,2.3564,3.2557,1.5266,2.4544,2.2175,0.4865,4.0445,3.5851,2.0183,2.4544,2.982,1.0151,2.1766,4.3306,1.9226,3.2692,4.2258,6.0943,2.5707,3.7443,3.4868,3.4958,1.5709,3.4543,3.1556,2.7615,2.8341,1.787,1.9527,3.6543,2.4701,3.4061,0.7233,0.6608,-0.394,1.105,1.5709,0.7407,1.3283,2.4465,2.4306,0.3115,3.0585,1.9675,4.565,3.5742,0.8883,2.7379,2.7551,-1.3548,2.9544,3.2343,-0.8863,3.6509,2.3677,2.1013,4.3256,4.5021,3.9755,2.1378,2.5011,0.8408,5.1061,2.1702,1.5661,2.0535,2.4117,2.4779,3.208,4.0705,3.2065,2.3135,1.3956,-0.4921,1.4388,1.1316,2.328
SKP1,8.3045,7.8725,9.4572,8.12315749377,7.6704,7.3073,7.8287,7.8434,7.75,7.8774,8.2877,8.7187,8.0495,7.9645,8.4829,8.112,8.1281,7.9351,8.2575,8.0826,7.8747,8.3489,8.5813,7.9901,8.6238,8.0268,8.7774,8.3113,8.6188,8.3915,8.4934,7.9394,8.3938,9.2456,8.2764,7.6995,8.9626,7.96,8.1905,8.1729,9.0438,9.3455,8.72,8.1998,8.4379,8.1911,8.3491,8.6624,8.5552,8.2483,7.7808,8.39,8.6101,8.3695,7.9938,8.4979,8.0185,8.6718,8.0414,7.9848,6.924,7.8322,7.7955,7.7634,8.0435,7.7877,8.7579,7.8036,7.9055,7.7841,8.1479,8.0822,7.9999,8.1387,7.6729,8.0467,8.3066,7.8007,7.8427,8.2085,7.9912,9.293,9.5263,9.6318,8.4965,8.7553,8.4703,8.2093,8.7505,8.6932,8.1551,8.8041,8.2479,8.1629,8.5202,8.0339,9.271,8.4731,8.1754,8.3358,7.973,8.0468,7.517
SKP2,3.7094,4.9146,3.1685,2.87106842668,5.4578,5.2369,4.1019,5.2732,3.6136,4.5904,5.6713,3.8551,3.9459,3.011,4.7203,4.2126,5.8871,4.6826,3.2856,4.6095,4.6236,3.6861,4.421,5.6011,7.3535,3.87,4.835,4.2495,3.945,4.7767,2.7422,4.1194,3.3563,2.8838,3.4726,4.2995,4.3256,5.3548,3.9346,4.9704,3.8075,3.9041,5.3147,3.1781,3.8611,5.1847,3.2002,4.5009,3.0074,3.6324,4.6685,5.2828,4.0969,4.7965,3.6748,5.1408,3.7475,4.2609,4.1294,2.1213,4.3688,4.4384,2.7951,2.4571,4.8074,4.8228,3.1095,2.4753,4.431,5.3625,4.834,4.5009,6.2352,3.4371,4.0357,4.9079,4.232,3.9883,4.5522,4.8084,3.5547,5.4526,5.0215,4.6416,3.4945,4.5466,3.3689,3.1844,4.1571,3.8075,3.3435,4.085,3.0808,4.1676,4.232,4.1836,4.1668,4.7571,3.5959,4.1852,1.9073,6.7801,2.7292
SLC25A31,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
SLC25A4,4.3807,3.3911,3.7193,3.46479519698,3.1955,3.74,4.2714,3.8023,3.1145,3.1179,4.518,4.1531,4.001,3.7741,3.6589,3.7204,4.1668,4.7214,3.4556,3.5791,3.573,2.6984,4.1724,4.404,3.8167,3.1987,2.685,3.9137,4.0028,3.928,3.4687,3.4331,4.0198,4.3169,2.9765,2.7594,4.248,2.7095,4.2389,2.8955,3.6972,5.2653,4.5699,3.4143,4.0627,4.1318,3.4856,2.1509,3.3206,4.1899,2.667,4.8783,4.523,3.9393,4.2001,3.7877,4.9151,4.2548,3.4237,1.0983,1.6558,2.2144,2.496,3.8896,3.5839,3.8611,3.9599,2.7805,3.1327,4.1027,4.251,2.9581,3.9403,3.4674,3.6289,2.4144,3.7138,3.5399,3.9673,3.6703,2.9375,3.9002,3.6474,4.7115,3.7518,3.7226,2.8014,3.4048,4.0091,4.3413,3.0791,4.9746,2.9911,3.7582,3.7324,3.47,3.8085,3.8411,3.0428,4.5148,2.9655,3.2541,2.4035
SLC25A5,8.9291,8.7295,8.5205,8.43280034657,7.6617,8.1455,8.251,8.8735,8.0777,8.2945,9.6856,9.8508,9.2188,8.4912,9.0214,8.5297,9.6302,8.0502,9.1704,8.4609,8.205,7.7978,9.9079,6.6675,9.7249,8.3362,9.8761,8.6782,8.6579,9.1268,8.4962,8.7197,8.5139,9.1222,8.1769,7.2981,9.0516,7.261,8.4651,7.3176,9.8227,10.2412,8.9795,9.0526,8.3402,8.8266,8.4625,8.7177,10.0233,8.7721,7.6581,8.0624,9.3117,9.0044,8.4519,9.09,8.08,8.3305,9.1669,8.1155,8.9574,8.1895,7.7334,8.9423,8.0374,8.0005,9.4261,8.7105,8.6804,8.1772,8.8238,8.5141,8.4273,8.9205,8.2043,8.9683,8.7227,7.7948,8.7275,9.2086,8.2357,10.0087,9.7681,10.2697,8.8667,8.2829,9.1023,9.1124,10.0948,9.3737,8.81,8.99,8.935,8.2183,9.1445,6.4588,9.6287,9.3672,7.968,8.5511,8.1942,8.3642,8.5801
SLC25A6,-1.4492499999999997,-0.9363,-1.6473999999999998,-1.41611286378,-0.7231499999999995,-0.83535,-1.0473999999999997,-0.2106500000000002,-0.8000499999999997,-0.7810999999999995,-1.858,-0.4309000000000003,-0.5938999999999997,-1.18255,-0.7491000000000003,-1.2201,-0.6390500000000001,-1.4354,-1.02655,-0.3490500000000001,-0.8819499999999998,-0.9080500000000002,-0.32125,-0.7298499999999999,-0.7922000000000002,-1.1651499999999997,-1.64195,-1.0042999999999995,-1.49925,-1.064,-1.0721499999999995,-0.8038999999999996,-0.8737500000000002,-0.8643000000000001,-1.592,-1.0364999999999998,-1.1770999999999998,-1.5871,-1.0473999999999997,-1.3447999999999998,-0.9235499999999996,-0.4593499999999997,-1.15285,-1.2138,-1.35065,-1.1294,-1.0124999999999995,-1.08785,-0.9947499999999998,-1.0013999999999998,-1.142,-1.26565,-0.4083499999999995,-0.3177000000000003,-1.1611499999999997,-0.6500500000000002,-1.4530499999999995,-1.14025,-0.6980500000000003,-1.0176499999999995,-0.7957999999999998,-1.4733,-1.4764499999999998,-0.8673500000000001,-0.9469500000000002,-1.0597,-1.0744499999999997,-0.6340500000000002,-0.8536000000000001,-1.0023999999999995,-0.8540000000000001,-1.02285,0.1187000000000004,-0.6348000000000003,-0.5506500000000001,-1.0568499999999998,-1.22655,-0.2783499999999996,-0.6821000000000002,-1.0391499999999998,-1.0761499999999995,-0.9285499999999997,-0.5270000000000001,-1.34945,-0.7954499999999998,-1.3457999999999997,-1.35885,-0.8518999999999997,-1.1221,-0.6748500000000002,-1.36605,-0.7558999999999996,-1.15965,-0.9531999999999998,-1.4596,-1.0949,-0.9531,-1.0221999999999998,-1.3005999999999998,-1.15605,-1.3022,-0.8712499999999999,-0.8736999999999995
SLC27A1,1.5758,2.183,2.2573,2.9290254306,1.7617,2.2573,2.5413,2.1541,1.334,2.3926,2.167,2.9966,1.5465,4.3896,2.4831,3.4291,1.9859,1.9415,2.5561,1.7786,1.3567,3.1179,2.1734,3.4648,2.2543,2.3019,1.1447,1.9749,1.8801,2.4908,2.93,3.0757,2.2206,1.7053,2.2842,3.0808,1.9149,2.1509,2.3871,1.8119,2.2753,1.2271,1.5366,1.4388,2.6348,2.4035,2.5996,2.4649,3.4596,2.8014,2.3732,2.7401,3.3148,1.5165,2.5137,1.8524,3.9856,2.05,2.5413,2.1313,2.6918,3.5523,2.6302,3.0092,2.3677,2.2391,2.9784,2.4779,3.5399,2.5756,1.4652,2.5338,1.6558,2.9281,3.0056,2.0707,2.2842,2.8955,2.0707,2.7401,2.8522,1.3735,2.4753,1.4494,2.3898,2.7972,3.2752,2.5828,1.4756,1.6327,2.4063,1.884,2.4831,2.2603,2.299,2.5487,2.0776,2.7742,3.9289,2.296,3.4958,2.3704,2.2783
SLC27A4,3.4477,4.0331,2.9281,4.08330657041,4.6393,3.9412,4.3477,3.6894,4.314,2.6067,3.0163,2.7636,4.5199,3.8827,3.8491,3.2572,3.0393,4.1756,3.0092,4.5705,4.1119,3.4543,4.4887,4.1684,3.5547,3.0825,4.4397,3.8719,3.3492,4.2541,3.5827,3.5633,4.4189,3.2251,5.1297,3.5547,2.828,3.5994,3.5657,3.9127,3.2374,1.9968,3.6509,4.7307,3.8896,4.1269,3.5098,3.3061,3.7215,5.2683,3.5754,4.1392,2.7444,4.4771,4.1261,4.5021,4.84,2.828,3.7857,4.8304,4.7242,3.6125,3.794,3.981,3.3647,4.0918,4.1169,3.9819,3.8044,4.1875,4.3198,4.0118,4.4719,4.6387,3.5523,4.3148,3.0859,4.1277,2.496,3.3993,5.4159,2.9319,3.3003,2.9394,3.8002,3.4765,3.4048,4.8817,3.5224,3.4318,3.6324,4.0392,3.2328,3.3745,3.3076,3.7635,3.8187,3.8054,3.9617,4.018,3.6872,3.9682,4.497
SLC2A1,8.9312,9.6355,9.1665,7.88633864783,8.7234,10.8442,9.0731,9.7182,5.8056,9.5465,8.9106,8.4586,8.0239,7.1687,10.4712,8.0369,8.8454,9.4278,8.4643,9.8099,9.9349,7.9439,8.4152,9.0272,10.0494,8.6159,6.0128,9.8736,10.341,9.2624,8.0382,8.7488,8.5503,6.9161,9.9955,7.0632,9.8033,9.9708,9.7361,8.3804,7.2969,7.5273,6.9702,5.4696,9.3252,7.5016,7.7996,8.8458,9.0383,10.6931,8.1535,9.4842,8.6024,8.2033,9.0237,8.8746,7.3722,8.5705,11.0008,9.5025,9.2128,8.4468,8.8142,9.9205,7.9948,5.774,8.8322,9.9932,7.5772,8.5828,8.4449,9.474,9.6701,8.0377,8.5907,9.8707,7.8434,6.534,10.8993,9.8598,6.3584,9.4736,8.2077,11.1639,6.7782,9.0606,8.9046,8.6237,9.7009,8.5229,9.3881,11.0065,7.8099,9.7069,9.195,7.6193,8.2865,9.9605,8.7812,9.177,7.6587,6.2698,8.9048
SLC2A2,-5.0116,-9.9658,-9.9658,-3.81606447756,-6.5064,-0.5332,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-4.035,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658
SLC2A4,-2.4659,-3.3076,-2.9324,-2.4659,-0.7108,-0.8339,-0.9686,-2.6349,-2.3884,-1.3183,-0.4131,-0.3383,-2.3147,0.0854,-3.3076,-1.7809,-3.458,-0.2845,-3.0469,-2.1779,-2.9324,-2.2447,-0.1828,-3.816,0.1124,-2.9324,-3.1714,-1.0262,-0.8339,-3.1714,-2.3147,-2.7274,-0.4521,-2.3884,-2.3147,-0.0425,-1.2142,0.7493,-0.6416,0.9493,-0.3752,-2.1779,-1.0262,-2.1779,-1.4699,-2.4659,-1.5951,-2.4659,-2.114,-0.8084,-1.9942,-0.4131,-1.9379,-2.2447,-0.4325,-3.3076,0.8883,-0.5756,-2.5479,-3.6259,-6.5064,0.4233,-2.4659,-0.7588,-1.6394,-0.1665,-2.6349,-2.5479,-2.114,-1.4699,-2.8262,-2.2447,-0.1828,-2.3884,-0.2498,-2.3147,-1.8314,1.6512,-2.8262,-0.2671,-2.4659,-3.3076,-2.1779,-3.3076,0.099,-2.1779,-2.3147,-1.5951,-1.1811,-0.8339,-1.9379,-2.3884,-5.5735,-1.9379,-1.685,-2.7274,-3.0469,-1.8314,-3.816,-1.4699,-3.3076,0.1648,-1.9379
SLC38A9,3.1971,1.8282,3.8769,3.04979600289,2.5011,1.9675,1.3454,2.4597,2.2543,2.9375,2.4883,2.2482,2.9205,2.5388,2.7784,2.6602,2.6918,2.1509,2.8462,2.1894,2.0569,2.5536,3.0217,2.4492,3.3278,2.6138,2.9052,3.0074,2.694,2.6185,2.6783,2.3649,3.0706,2.2421,2.0465,2.694,2.8562,3.4048,2.685,1.8683,2.9674,2.4492,2.6895,3.0706,3.1245,3.0808,2.2237,1.2636,3.1908,2.1606,2.4831,3.2205,1.8323,3.1112,2.6464,3.2541,4.0841,3.7028,2.0979,2.0289,2.6255,2.1541,2.2573,2.9243,2.9581,2.4359,3.644,2.1766,2.6962,1.9822,2.8361,2.8381,3.345,1.7097,2.3193,2.8137,3.5633,2.667,1.5013,3.3492,3.1892,2.5338,2.4198,2.6325,3.0234,2.8178,2.7615,2.4831,3.4945,1.787,3.7909,2.409,1.8404,2.5363,3.3119,2.7572,3.162,3.1765,3.4556,3.0637,2.7161,3.2018,2.4544
SLC3A2,8.3747,7.9258,7.8047,7.30487827409,7.4692,7.306,6.6442,7.0252,8.0884,6.2941,7.6892,6.3257,7.059,6.2869,8.2888,7.5482,8.4099,6.7412,6.5693,8.0868,8.3283,6.0983,7.5038,6.4016,7.4661,6.5688,7.9872,7.7156,8.849,7.8712,7.8028,7.3909,6.2112,6.2165,7.5427,6.2352,6.5481,7.1626,6.1044,6.7229,6.2629,7.1087,7.3694,7.5783,6.9228,7.3895,7.1807,5.9672,7.9186,7.7528,6.1707,7.4169,6.1965,8.6836,7.5727,7.4397,7.8149,7.4257,8.2238,6.415,8.0566,8.4707,8.1167,8.027,7.6168,5.9004,7.7704,8.474,7.4154,7.5839,6.8039,7.0645,7.349,6.9794,6.2304,8.1149,6.7097,6.6702,7.4791,6.3156,6.7027,8.4606,8.2906,8.0741,6.4676,7.8354,7.8832,7.7333,5.8719,7.558,7.1762,8.008,6.8505,7.4585,7.7828,8.4184,7.4913,7.8187,6.7459,8.6253,7.6368,6.2114,7.4991
SLC7A5,6.8081,6.6839,6.6013,4.95773294478,7.4509,6.1835,5.3075,6.1747,8.1679,5.7795,4.8258,4.9828,5.6361,4.352,6.6913,6.507,6.8022,3.2297,4.8269,5.8684,7.1149,4.1318,6.1667,3.5337,6.2217,4.582,7.2385,6.9724,7.3476,6.5872,6.0719,5.9846,5.605,4.5669,6.1771,3.8571,4.6095,5.9732,5.6862,6.1585,3.3061,4.0782,6.2642,6.3618,5.0291,6.1204,5.9213,3.5621,6.2173,6.8807,4.5091,4.8645,4.5736,6.838,5.9355,5.6674,2.5061,5.6142,6.966,4.579,5.9928,6.2502,7.186,6.6895,6.8534,4.546,6.7225,6.8835,5.3234,5.3292,4.6793,4.7115,7.0269,5.2384,4.0028,7.2107,3.9515,6.5658,5.9191,4.6606,6.2976,7.0513,7.6224,5.2342,4.1986,6.6263,7.129,7.4063,3.3842,6.1603,4.4848,6.3558,5.6614,6.2886,6.3392,7.1647,6.5126,4.936,6.0219,7.9575,7.1967,5.5747,5.8238
SLC8A1,1.5854,-1.2142,-0.5332,1.23937849194,-2.2447,-0.1665,-1.8836,0.044,-0.6643,0.3573,0.605,-1.5522,-1.2142,0.24,0.4865,1.4911,2.4465,0.605,0.8883,-1.4699,0.4233,1.4962,0.0718,1.674,-0.9406,-1.1172,-1.9379,-2.114,-1.5105,3.3003,0.9419,-1.1488,0.4865,-1.1172,-0.5125,0.9568,0.7916,-0.1993,0.4865,-1.0559,-1.5951,-2.4659,-0.3752,-1.8836,0.2029,0.2642,0.9268,-1.2828,-0.5543,-0.8863,1.3623,-0.2671,-0.1993,-1.0559,0.2029,0.044,1.4962,0.1388,-0.2671,-0.9406,-1.0862,-0.2328,0.9716,-0.1665,1.5115,0.0014,1.4756,1.4174,1.2934,1.8036,-0.1187,1.2576,0.517,-2.3884,0.4447,-1.4305,1.2576,-2.5479,-0.1504,-0.6416,2.05,0.517,0.5859,-1.6394,1.2394,0.3231,0.9268,0.9419,-1.2481,-1.2481,0.2998,-0.2159,-0.2498,0.5568,1.0503,1.0151,0.1776,0.6699,1.0983,-2.7274,1.9527,0.9419,0.8883
SLC8A2,-3.0469,-4.6082,-2.4659,-0.275789766263,-0.1504,-0.8863,-0.8863,-0.1504,-3.3076,-4.6082,-1.1811,-6.5064,-3.816,-3.458,-1.4699,-5.5735,-5.0116,-3.0469,-5.0116,-9.9658,-3.458,-2.3147,-1.3548,-3.3076,-0.1993,-4.035,-5.5735,-4.6082,-4.6082,-0.5973,-3.816,0.3231,-5.5735,-3.816,0.03,-4.2934,-4.6082,-2.4659,2.2113,0.6608,-2.2447,-3.458,-4.6082,-2.3147,-3.6259,-1.2142,-1.9379,-6.5064,-4.2934,0.7832,-9.9658,-1.8314,-9.9658,-5.5735,-1.7809,-1.7322,2.4571,-5.0116,-5.5735,-6.5064,-4.6082,-2.9324,-9.9658,-2.9324,-2.3884,2.676,0.4865,-4.2934,-2.3147,-2.5479,-1.3921,-0.4719,-2.6349,0.3573,-2.7274,-2.3147,-2.7274,-2.1779,-0.4921,-3.458,-3.816,-1.9942,-2.8262,-2.1779,-4.2934,-3.816,-1.9379,-1.5522,-4.035,-3.6259,-1.8836,-6.5064,-6.5064,-3.0469,-1.5105,-5.5735,-2.0529,-0.7834,-4.2934,-0.9406,-3.1714,-0.6193,-4.2934
SLC8A3,-3.3076,-6.5064,-4.2934,-3.81599744263,-9.9658,-1.4699,-4.035,-4.2934,-5.5735,-3.0469,-3.6259,-5.0116,-4.2934,-3.0469,-4.6082,-4.2934,-5.0116,-4.6082,-1.6394,-6.5064,-4.035,-4.035,-5.0116,-3.458,-4.6082,-3.6259,-9.9658,-9.9658,-5.5735,-4.6082,-3.458,-4.2934,-4.035,-4.6082,-4.2934,-2.9324,-5.0116,-3.816,-3.0469,-4.035,-6.5064,-6.5064,-1.2828,-6.5064,-3.816,-4.2934,-2.2447,-4.6082,-4.6082,-3.816,-3.458,-3.6259,-4.2934,-6.5064,-4.035,-4.035,-5.0116,-5.5735,-2.5479,-9.9658,-5.5735,-5.0116,-3.1714,-2.7274,-2.1779,-3.3076,-3.1714,-5.0116,-4.035,-2.4659,-4.2934,-5.5735,-4.6082,-2.4659,-5.5735,-5.5735,-4.035,-4.6082,-5.0116,-4.6082,-5.0116,-5.0116,-6.5064,-5.5735,-3.816,-4.035,-4.2934,-3.458,-5.0116,-4.6082,-5.5735,-3.458,-2.6349,-4.2934,-3.3076,-6.5064,-5.5735,-3.0469,-3.458,-6.5064,-3.6259,-5.0116,-2.8262
SLC9A1,3.4596,3.2189,3.6994,4.68403724226,4.6577,5.5928,3.8228,4.3046,3.6254,5.1202,4.3364,3.7667,3.87,4.9379,3.7475,3.417,3.8269,4.7453,3.4778,4.2795,4.6422,3.705,3.154,4.8258,3.6066,4.7672,3.4183,3.2826,3.8719,3.9792,4.1019,4.2965,5.2036,2.3106,4.5675,4.1203,3.3003,4.6381,4.5015,6.5621,2.5011,0.8961,2.7972,2.4171,3.8501,3.5851,3.8431,5.374,4.1194,4.9203,3.8571,4.1891,3.5362,3.1717,4.347,3.5559,4.5405,4.162,3.8896,4.9103,3.7625,4.1368,3.9318,4.4634,4.1128,3.8481,4.2548,4.7913,4.2041,4.7597,3.7171,4.2126,5.291,4.8655,4.6966,5.104,3.6486,4.5367,3.6042,4.9313,4.1302,3.2707,3.2205,2.7051,3.6428,3.1145,4.034,4.0162,2.7183,3.5249,4.0549,4.4996,3.1377,4.9222,3.3577,3.4398,2.2872,3.1971,4.3583,3.928,4.5596,3.8808,4.0064
SMAD1,4.4951,4.1563,3.6486,3.63175993446,2.8482,3.7039,3.2049,3.9108,2.2019,3.8044,4.5098,3.1685,3.8866,3.8421,4.2518,3.7248,5.051,4.0765,4.5199,3.4318,3.9223,4.1409,3.7083,4.5583,2.5263,4.3618,2.8779,3.6916,4.706,4.1136,4.0028,4.3506,4.1417,3.0092,2.9839,4.4457,4.2654,4.4582,3.728,3.695,2.7161,2.6441,3.741,2.5731,3.5535,2.9469,3.2526,3.506,3.1491,4.1836,4.1145,3.6703,4.8355,2.8442,2.7993,4.1169,2.8158,4.2676,4.8545,3.6359,3.6555,3.5694,4.3903,4.7464,4.6742,2.9765,3.9384,3.5547,3.5174,4.4784,4.1732,3.7335,3.7846,1.4756,4.6089,3.7614,4.4932,1.1447,3.7646,4.3951,3.3221,4.7104,3.5608,4.3256,3.9645,4.0037,4.1844,3.6405,3.0002,3.5839,3.7486,4.5236,3.0234,4.5305,4.0136,5.1412,3.4075,2.8936,3.7127,4.5136,3.868,2.6302,3.8218
